,2016-09-30,2016-12-31
ComprehensiveIncomeNetOfTax,-34712000.000,-8083000.000
EarningsPerShareBasicAndDiluted,-0.820,-0.150
EffectiveIncomeTaxRateContinuingOperations,-0.000,-0.004
FairValueAdjustmentOfWarrants,27984000.000,-1002000.000
GeneralAndAdministrativeExpense,2967000.000,2898000.000
IncomeTaxExpenseBenefit,8000.000,29000.000
NetIncomeLoss,-34712000.000,-8083000.000
OperatingExpenses,6720000.000,9056000.000
OperatingIncomeLoss,-34704000.000,-8054000.000
ResearchAndDevelopmentExpense,3753000.000,6158000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,42512254.000,54447203.000
