,2011-06-30,2011-09-30,2012-03-31,2012-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,539295.000,
ComprehensiveIncomeNetOfTax,74357.000,-809575.000,362644.000,-193175.000
CostOfRevenue,6399693.000,6197067.000,7397737.000,6252646.000
DeferredIncomeTaxExpenseBenefit,,,-59137.000,
DepreciationAndAmortization,,,286097.000,
EarningsPerShareBasic,-0.001,-0.040,0.010,-0.010
EarningsPerShareDiluted,-0.001,-0.040,0.010,-0.010
EffectOfExchangeRateOnCashAndCashEquivalents,,,6105.000,
FinancingInterestExpense,174909.000,209698.000,,
GeneralAndAdministrativeExpense,1152785.000,1670325.000,569640.000,921499.000
GrossProfit,1519204.000,889702.000,1454768.000,1186853.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-57034.000,-1068570.000,339054.000,-251949.000
IncomeTaxExpenseBenefit,-38587.000,-194140.000,0.000,-67254.000
IncomeTaxesPaid,,,0.000,
IncreaseDecreaseInAccountsPayable,,,1565112.000,
IncreaseDecreaseInAccountsReceivable,,,1625560.000,
IncreaseDecreaseInDueFromRelatedParties,,,-16889.000,
IncreaseDecreaseInDueToRelatedParties,,,-6328.000,
IncreaseDecreaseInIncomeTaxes,,,70504.000,
IncreaseDecreaseInInventories,,,2450049.000,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,306083.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,915727.000,
IncreaseDecreaseInRestrictedCash,,,3187730.000,
InterestExpense,,,232823.000,201485.000
InterestIncomeExpenseNet,127822.000,120091.000,22569.000,34529.000
InterestPaid,,,230810.000,
NetCashProvidedByUsedInFinancingActivities,,,6391280.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,6391280.000,
NetCashProvidedByUsedInInvestingActivities,,,-3675808.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-3675808.000,
NetCashProvidedByUsedInOperatingActivities,,,-2182282.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-2182282.000,
NetIncomeLoss,-18447.000,-874430.000,339054.000,-184695.000
NonoperatingIncomeExpense,,,,-112489.000
OperatingExpenses,1534186.000,1881515.000,877340.000,1326313.000
OperatingIncomeLoss,-14982.000,-991813.000,577428.000,-139460.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,92804.000,64855.000,23590.000,-8480.000
OtherIncome,5035.000,12850.000,-28120.000,54467.000
PaymentsToAcquirePropertyPlantAndEquipment,,,488078.000,
ProceedsFromBankDebt,,,3165582.000,
ProvisionForDoubtfulAccounts,,,0.000,
RepaymentsOfBankDebt,,,2374582.000,
Revenues,7918897.000,7086769.000,8852505.000,7439499.000
SalesRevenueNet,7913862.000,7073919.000,8880625.000,7385032.000
SellingExpense,381401.000,211190.000,307700.000,404814.000
WeightedAverageNumberOfDilutedSharesOutstanding,23547438.000,23625911.000,23625911.000,23625911.000
WeightedAverageNumberOfSharesOutstandingBasic,23547438.000,23625911.000,23625911.000,23625911.000
