,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AllocatedShareBasedCompensationExpense,,,,,,,13000000.000,19000000.000,,,,,,,,,,,,,,,,
AssetRetirementObligationAccretionExpense,,,,,,,24000000.000,,,,26000000.000,,,,28000000.000,,,,,,,,,
AssetRetirementObligationLiabilitiesIncurred,,,,,,,,,,,3000000.000,,,,,,,,,,,,,
AssetRetirementObligationRevisionOfEstimate,,,,,,,,,,,5000000.000,,,,32000000.000,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,8000000.000,7000000.000,,8000000.000,11000000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedLosses,,,,-7000000.000,-6000000.000,,-7000000.000,-7000000.000,,,,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,176000000.000,,,,186000000.000,,,,134000000.000,,,,196000000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,3000000.000,,,,19000000.000,,,,7000000.000,,,,51000000.000,,,,-2000000.000,,,,-10000000.000,
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,,,0.690,0.690,0.730,0.730,0.730,0.730,0.770,0.830,0.825,0.825
ComprehensiveIncomeNetOfTax,,,,,,,,,,,,,137000000.000,,273000000.000,113000000.000,266000000.000,85000000.000,252000000.000,150000000.000,342000000.000,136000000.000,404000000.000,181000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,1000000.000,-4000000.000,-1000000.000,-3000000.000,-7000000.000,-7000000.000,-13000000.000,-7000000.000,-6000000.000,-2000000.000
