,2011-06-30,2011-09-30,2011-12-31
AccountsPayableCurrent,3234000.000,9869000.000,8459000.000
AccountsReceivableNetCurrent,31507000.000,30619000.000,34012000.000
AccruedIncomeTaxesCurrent,6627000.000,8211000.000,599000.000
AccruedLiabilitiesCurrent,,,92443000.000
Assets,1399812000.000,1408303000.000,
AssetsCurrent,63202000.000,77450000.000,92880000.000
AssetsNoncurrent,,,1422495000.000
CashAndCashEquivalentsAtCarryingValue,20845000.000,32180000.000,46224000.000
DeferredFinanceCostsNoncurrentNet,6731000.000,6541000.000,5350000.000
DeferredIncomeTaxLiabilities,,,13376000.000
DeferredTaxAssetsNetCurrent,1317000.000,1545000.000,1656000.000
DeferredTaxLiabilitiesNoncurrent,13245000.000,13211000.000,
EquityMethodInvestments,4570000.000,4175000.000,
InventoryNet,4327000.000,3985000.000,4303000.000
LiabilitiesAndStockholdersEquity,,,1422495000.000
LiabilitiesCurrent,105812000.000,114116000.000,101501000.000
LiabilityForUncertainTaxPositionsNoncurrent,11247000.000,11424000.000,11647000.000
LongTermDebtNoncurrent,796096000.000,783726000.000,809808000.000
OtherAssetsNoncurrent,35818000.000,36170000.000,41806000.000
OtherLiabilitiesCurrent,95951000.000,96036000.000,
OtherLiabilitiesNoncurrent,16831000.000,16319000.000,16227000.000
PrepaidExpenseAndOtherAssetsCurrent,5206000.000,9121000.000,6685000.000
PropertyPlantAndEquipmentNet,1289491000.000,1283967000.000,1282459000.000
