,2014-12-31,2015-12-31,2016-12-31
AmortizationOfFinancingCosts,6000000.000,7000000.000,8000000.000
AmortizationOfIntangibleAssets,0.000,4000000.000,18000000.000
AssetRetirementObligationAccretionExpense,1000000.000,2000000.000,4000000.000
AssetRetirementObligationLiabilitiesIncurred,2000000.000,0.000,20000000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationAsset1,,,189000000.000
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentEquityInterests,,,2000000.000
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentPropertyPlantAndEquipment,,,-4000000.000
CapitalExpendituresIncurredButNotYetPaid,5000000.000,6000000.000,3000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,70000000.000,55000000.000,-17000000.000
ComprehensiveIncomeNetOfTax,,7000000.000,85000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,24000000.000,272000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,19000000.000,31000000.000,357000000.000
CostOfTransmission,2000000.000,,
CurrentFederalTaxExpenseBenefit,0.000,1000000.000,0.000
CurrentForeignTaxExpenseBenefit,3000000.000,5000000.000,1000000.000
CurrentStateAndLocalTaxExpenseBenefit,0.000,0.000,0.000
DeferredFederalIncomeTaxExpenseBenefit,11000000.000,3000000.000,53000000.000
DeferredForeignIncomeTaxExpenseBenefit,1000000.000,4000000.000,-6000000.000
DeferredIncomeTaxExpenseBenefit,12000000.000,15000000.000,55000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,1000000.000,8000000.000,8000000.000
Depreciation,76000000.000,135000000.000,184000000.000
EarningsPerShareBasicAndDiluted,0.160,0.460,1.880
EffectOfExchangeRateOnCashAndCashEquivalents,-2000000.000,-7000000.000,4000000.000
EffectiveIncomeTaxRateContinuingOperations,0.230,0.210,0.140
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350
FederalIncomeTaxExpenseBenefitContinuingOperations,11000000.000,4000000.000,53000000.000
ForeignIncomeTaxExpenseBenefitContinuingOperations,4000000.000,9000000.000,-5000000.000
GainLossRelatedToLitigationSettlement,0.000,0.000,
GoodwillPurchaseAccountingAdjustments,,,6000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,46000000.000,53000000.000,359000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,69000000.000,101000000.000,401000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,23000000.000,48000000.000,42000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,69000000.000,101000000.000,401000000.000
IncomeLossFromEquityMethodInvestments,,-2000000.000,20000000.000
IncomeTaxExpenseBenefit,16000000.000,21000000.000,56000000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,11000000.000,0.000,-1000000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,,0.000,0.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,24000000.000,35000000.000,141000000.000
IncomeTaxReconciliationMinorityInterestIncomeExpense,9000000.000,13000000.000,74000000.000
IncomeTaxReconciliationOtherAdjustments,1000000.000,1000000.000,
IncomeTaxReconciliationOtherReconcilingItems,,-3000000.000,-2000000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,1000000.000,4000000.000,5000000.000
IncomeTaxReconciliationTaxContingenciesForeign,,2000000.000,4000000.000
IncomeTaxReconciliationTaxCredits,,0.000,0.000
IncomeTaxesPaid,1000000.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,6000000.000,-6000000.000,4000000.000
IncreaseDecreaseInAccountsReceivable,6000000.000,-2000000.000,11000000.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,8000000.000,1000000.000,-3000000.000
IncreaseDecreaseInOtherCurrentLiabilities,14000000.000,5000000.000,3000000.000
IncreaseDecreaseInOtherNoncurrentAssets,1000000.000,0.000,1000000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,2000000.000,2000000.000,5000000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,1000000.000,-13000000.000,7000000.000
IncreaseDecreaseInRestrictedCash,27000000.000,-66000000.000,18000000.000
InterestCostsCapitalized,,,1000000.000
InterestExpense,93000000.000,117000000.000,147000000.000
InterestPaidNet,67000000.000,110000000.000,166000000.000
LeaseAndRentalExpense,11000000.000,17000000.000,21000000.000
LimitedPartnersCapitalAccountDistributionAmount,,20000000.000,55000000.000
MinorityInterestDecreaseFromRedemptions,,949000000.000,869000000.000
NetCashProvidedByUsedInFinancingActivities,192000000.000,1611000000.000,807000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,192000000.000,1611000000.000,807000000.000
NetCashProvidedByUsedInInvestingActivities,-292000000.000,-1789000000.000,-1156000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-292000000.000,-1789000000.000,-1156000000.000
NetCashProvidedByUsedInOperatingActivities,172000000.000,240000000.000,328000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,172000000.000,240000000.000,328000000.000
NetIncomeLoss,53000000.000,10000000.000,82000000.000
NetIncomeLossAttributableToNoncontrollingInterest,,70000000.000,263000000.000
NoncontrollingInterestIncreaseFromBusinessCombination,,69000000.000,
NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,,702000000.000,
NonoperatingIncomeExpense,-93000000.000,-114000000.000,111000000.000
OperatingExpenses,139000000.000,256000000.000,425000000.000
OperatingIncomeLoss,162000000.000,215000000.000,290000000.000
OperatingLeasesIncomeStatementContingentRevenue,211000000.000,382000000.000,430000000.000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,-38000000.000,-54000000.000,3000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-14000000.000,-42000000.000,3000000.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,1000000.000,-2000000.000,1000000.000
OtherComprehensiveIncomeLossNetOfTax,-34000000.000,-49000000.000,12000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,-4000000.000,-5000000.000,-7000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,0.000,1000000.000,1000000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-24000000.000,-12000000.000,0.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,2000000.000,3000000.000,0.000
OtherNoncashIncomeExpense,-3000000.000,-2000000.000,-24000000.000
OtherNonoperatingIncomeExpense,0.000,-10000000.000,-2000000.000
PartnersCapitalAccountContributions,,54000000.000,120000000.000
PaymentsOfCapitalDistribution,252000000.000,491000000.000,209000000.000
PaymentsOfFinancingCosts,1000000.000,15000000.000,10000000.000
PaymentsToAcquireAdditionalInterestInSubsidiaries,288000000.000,1882000000.000,869000000.000
PaymentsToAcquireAssetsInvestingActivities,0.000,,
PaymentsToAcquirePropertyPlantAndEquipment,130000000.000,125000000.000,283000000.000
PaymentsToFundLongtermLoansToRelatedParties,174000000.000,,
ProceedsFromInsuranceSettlementInvestingActivities,0.000,0.000,0.000
ProceedsFromIssuanceInitialPublicOffering,438000000.000,343000000.000,645000000.000
ProceedsFromIssuanceOfCommonLimitedPartnersUnits,,702000000.000,0.000
ProceedsFromIssuanceOfLongTermDebt,15000000.000,1369000000.000,771000000.000
ProceedsFromPartnershipContribution,361000000.000,106000000.000,255000000.000
ProceedsFromPaymentsForLongTermLoansForRelatedParties,,152000000.000,1000000.000
ProceedsFromRelatedPartyDebt,0.000,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,-20000000.000,4000000.000
ProceedsFromSaleOfInterestInPartnershipUnit,,5000000.000,19000000.000
ProceedsFromShortTermDebt,,325000000.000,0.000
ProfitLoss,53000000.000,80000000.000,345000000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,-4000000.000,-5000000.000,-7000000.000
