,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndOtherAccruedLiabilities,97000.000,41000.000,54000.000,26000.000,37000.000,59000.000,83000.000,118000.000,144000.000,199000.000,303000.000,351000.000,423000.000,539000.000,808000.000,1000000.000,1165000.000,1363000.000,1482000.000
AccumulatedAmortizationDeferredFinanceCosts,,2000.000,6000.000,11000.000,16000.000,20000.000,32000.000,42000.000,71000.000,107000.000,164000.000,212000.000,271000.000,336000.000,403000.000,470000.000,540000.000,603000.000,667000.000
AllowanceForLoanAndLeaseLossesRealEstate,0.000,0.000,,0.000,0.000,0.000,,,,,,,,,,,,,
Assets,4833000.000,4882000.000,4208000.000,4883000.000,4537000.000,5457000.000,6395000.000,7877000.000,8466000.000,9376000.000,9795000.000,11554000.000,12673000.000,17125000.000,19724000.000,21198000.000,22010000.000,24886000.000,26846000.000
BorrowedFunds,,,,,,,4160000.000,,,5802000.000,,,,,,,,,
Capital,1897000.000,1902000.000,1839000.000,1839000.000,1880000.000,1904000.000,1905000.000,1966000.000,2009000.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,41000.000,646000.000,8000.000,24000.000,476000.000,722000.000,511000.000,990000.000,202000.000,558000.000,990000.000,1903000.000,1474000.000,1341000.000,768000.000,1032000.000,561000.000,1566000.000,586000.000
CashEquivalentsAtCarryingValue,,,,,,,,,,,,1903000.000,1474000.000,,,,,,
CommonUnitIssuanceValue,,,,,,,,,,2057000.000,1999000.000,2055000.000,2079000.000,2274000.000,2212000.000,2319000.000,2316000.000,2249000.000,2397000.000
ContractualObligation,,,,,,,2262000.000,2603000.000,,,,,,,,,,5931000.000,5231000.000
DebtAndCapitalLeaseObligations,,,,,,,,5557000.000,,,,7520000.000,8678000.000,,,,,,
DebtInstrumentCarryingAmount,,,,2769000.000,2301000.000,,,,,,,,,,,,,,
DebtInstrumentCollateralAmount,,,,,,,,,,,,,,1010000.000,1050000.000,1060000.000,1100000.000,1150000.000,1160000.000
DeferredFinanceCostsGross,,598000.000,631000.000,640000.000,660000.000,669000.000,686000.000,696000.000,718000.000,737000.000,751000.000,834000.000,894000.000,935000.000,954000.000,963000.000,988000.000,1014000.000,1024000.000
DeferredFinanceCostsNet,,,625000.000,629000.000,644000.000,649000.000,,,647000.000,630000.000,587000.000,622000.000,623000.000,599000.000,551000.000,493000.000,448000.000,411000.000,357000.000
DeferredOfferingCosts,508000.000,596000.000,,629000.000,644000.000,649000.000,654000.000,654000.000,,630000.000,587000.000,622000.000,623000.000,599000.000,,,,,
DueToAffiliateCurrentAndNoncurrent,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,
EscrowDeposit,324000.000,,,,,255000.000,,,121000.000,,,539000.000,395000.000,,,,,,
FinancingReceivableAllowanceForCreditLosses,,,,,,,,,,,,44000.000,27000.000,,,,,,
FinancingReceivableCollectivelyEvaluatedForImpairment,,,,,,,,1066000.000,2303000.000,2526000.000,7950000.000,,,,,,,,
FinancingReceivableIndividuallyEvaluatedForImpairment,,,,,,,,5096000.000,5229000.000,5571000.000,160000.000,108000.000,623000.000,,,,,,
ForeclosedAssets,,,,,,,,,,,,,93000.000,965000.000,1178000.000,3153000.000,3237000.000,2798000.000,1081000.000
ImpairedFinancingReceivableRelatedAllowance,,,,,,,,,,,,,1000.000,,,,,,
ImpairedFinancingReceivableUnpaidPrincipalBalance,,,,,,,,,,,,,685000.000,,,,,,
InterestReceivable,29000.000,26000.000,26000.000,28000.000,31000.000,27000.000,38000.000,45000.000,65000.000,78000.000,102000.000,108000.000,119000.000,146000.000,249000.000,294000.000,208000.000,280000.000,320000.000
Liabilities,2936000.000,2980000.000,2369000.000,3044000.000,2657000.000,3553000.000,4490000.000,5911000.000,6457000.000,6319000.000,6796000.000,8499000.000,9594000.000,13841000.000,16462000.000,17819000.000,18594000.000,21487000.000,22849000.000
LiabilitiesAndStockholdersEquity,4833000.000,4882000.000,4208000.000,4883000.000,4537000.000,5457000.000,6395000.000,7877000.000,8466000.000,9376000.000,9795000.000,11554000.000,12673000.000,17125000.000,19724000.000,21198000.000,22010000.000,24886000.000,26846000.000
LimitedLiabilityCompanyLLCPreferredUnitIssuanceValue,,,,,,,,,,1000000.000,1000000.000,1000000.000,1000000.000,1010000.000,1050000.000,1060000.000,1100000.000,1150000.000,1160000.000
LineOfCredit,,,,944000.000,1500000.000,,,,,,,,,,,,,,
LineOfCreditFacilityAmountOutstanding,-1015000.000,,,,,,,,,,,,,,,,,,
LineOfCreditFacilityCapacityAvailableForSpecificPurposeOtherThanForTradePurchases,,,1021000.000,,,,,,,,,,,,,,,,
LineOfCreditFacilityCurrentBorrowingCapacity,1500000.000,,,,,,,,,,,,,,,,,,
LineOfCreditFacilityFairValueOfAmountOutstanding,,,,,,,,,,,,,,7332000.000,7606000.000,7615000.000,8556000.000,11503000.000,15257000.000
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,,,1500000.000,1500000.000,,,,,,,,,,,
LineOfCreditFacilityRemainingBorrowingCapacity,485000.000,,,,,1500000.000,,,,1500000.000,1500000.000,1500000.000,1500000.000,,,,,,
LoansAndLeasesReceivableAllowance,,,,,,,-1000.000,-3000.000,20000.000,22000.000,30000.000,44000.000,27000.000,38000.000,46000.000,44000.000,48000.000,54000.000,65000.000
LoansAndLeasesReceivableCommercial,,,,,,,5858000.000,6913000.000,8250000.000,8691000.000,8604000.000,9510000.000,10977000.000,15247000.000,18594000.000,17651000.000,19078000.000,,
LoansAndLeasesReceivableCommercialNetOfDeferredIncome,4242000.000,,,,,,,,,,,,,,,,,,
LoansAndLeasesReceivableDeferredIncome,-758000.000,-708000.000,,-615000.000,-571000.000,-567000.000,-583000.000,-579000.000,516000.000,438000.000,340000.000,412000.000,429000.000,628000.000,579000.000,480000.000,440000.000,618000.000,816000.000
LoansAndLeasesReceivableGrossCarryingAmount,,,,,,,,,,,,,,,,,,21569000.000,26121000.000
LoansAndLeasesReceivableNetReportedAmount,,,,,,,,6162000.000,7532000.000,8097000.000,8110000.000,8895000.000,10334000.000,14060000.000,17515000.000,16595000.000,17915000.000,,
LoansAndLeasesReceivableNetReportedAmountCommercial,4242000.000,3604000.000,3542000.000,4174000.000,3365000.000,4045000.000,,,,,,,,,,,,,
LoansPayable,,,,,,,,,,,,,,,,,,452000.000,
LoansReceivableCommercialFinancialInstitutions,,,,,,,,,,,,,,,,,,21569000.000,26121000.000
LoansReceivableNet,,3604000.000,3542000.000,4174000.000,3365000.000,4045000.000,5169000.000,6162000.000,7532000.000,8097000.000,8110000.000,8895000.000,10334000.000,14060000.000,17515000.000,16595000.000,17915000.000,20091000.000,24167000.000
LongTermDebt,,2000.000,52000.000,713000.000,,,2660000.000,4057000.000,4596000.000,,5668000.000,6691000.000,7253000.000,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,0.000,,0.000,,,429000.000,382000.000,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,28000.000,298000.000,,,1403000.000,1974000.000,2347000.000,,610000.000,963000.000,1373000.000,,,,,,
