,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,26400000.000,,,,29500000.000,,,,25200000.000,,,,27700000.000,
AccountsPayableCurrent,9300000.000,13200000.000,9300000.000,10400000.000,9600000.000,13100000.000,13800000.000,13600000.000,12300000.000,13400000.000,14600000.000,14200000.000,16400000.000,15000000.000,16000000.000
AccountsReceivableGross,,34400000.000,,,,35600000.000,,,,34000000.000,,,,33500000.000,
AccountsReceivableNetCurrent,88300000.000,,32800000.000,32600000.000,33000000.000,,31400000.000,35400000.000,30800000.000,,,,,,33500000.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,,9000000.000,
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,,4300000.000,,,,4700000.000,,,,4600000.000,,,,4800000.000,
AccruedLiabilitiesCurrent,26600000.000,26400000.000,25700000.000,23700000.000,28500000.000,29500000.000,28700000.000,30100000.000,28700000.000,25200000.000,29600000.000,27000000.000,29200000.000,27700000.000,24100000.000
AccruedRoyaltiesCurrentAndNoncurrent,,4000000.000,,,,4400000.000,,,,4800000.000,,,,4600000.000,
AccruedSalariesCurrentAndNoncurrent,,5200000.000,,,,6800000.000,,,,4000000.000,,,,7100000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,580000000.000,,,,586200000.000,,,,598600000.000,,,,622300000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-200000.000,-300000.000,-400000.000,-600000.000,-200000.000,-400000.000,-1400000.000,-1200000.000,-2400000.000,-2100000.000,-2700000.000,-1900000.000,-2600000.000,-1600000.000,-2800000.000
AllowanceForDoubtfulAccountsReceivable,,0.000,,,,100000.000,,,,200000.000,,,,100000.000,
AssetRetirementObligationCurrent,,1000000.000,,,,,,,,,,,,,
Assets,500200000.000,442000000.000,440700000.000,442300000.000,444800000.000,447400000.000,448000000.000,438800000.000,429000000.000,423200000.000,417600000.000,408700000.000,417900000.000,413100000.000,419200000.000
AssetsCurrent,261400000.000,202700000.000,205500000.000,207500000.000,207400000.000,201500000.000,203000000.000,167100000.000,153200000.000,146900000.000,142200000.000,134800000.000,143600000.000,136000000.000,144500000.000
CashAndCashEquivalentsAtCarryingValue,106800000.000,46900000.000,35400000.000,46400000.000,56200000.000,31000000.000,36400000.000,19200000.000,13700000.000,20400000.000,22900000.000,16800000.000,29600000.000,19700000.000,11400000.000
CashFlowHedgeDerivativeInstrumentAssetsAtFairValue,,,,,,,,,,,,,,600000.000,
DeferredFinanceCostsNoncurrentNet,,,,,,,,,,,,,,300000.000,
DeferredTaxLiabilitiesNoncurrent,0.000,0.000,,,,,,,,,,,,,
DerivativeInstrumentsAndHedges,,,,,,,,,,100000.000,,,,,
DerivativeInstrumentsAndHedgesLiabilities,,,,,,,,,4700000.000,4100000.000,5300000.000,3700000.000,5100000.000,,
DerivativeInstrumentsAndHedgesLiabilitiesNoncurrent,,,,,,,,900000.000,2300000.000,,2600000.000,2000000.000,3600000.000,,5100000.000
DerivativeInstrumentsInHedgesLiabilitiesAtFairValue,,,,,,,,,4700000.000,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAssetAtFairValue,,,,,,,,,,100000.000,,,,,
DerivativeLiabilitiesNoncurrent,,,,,,,,,,2300000.000,,,,3400000.000,
DueFromAffiliateCurrent,20100000.000,20400000.000,31100000.000,21400000.000,18100000.000,19600000.000,19500000.000,20700000.000,10100000.000,11900000.000,8100000.000,7600000.000,6300000.000,6100000.000,
DueFromAffiliates,20100000.000,20400000.000,31100000.000,21400000.000,18100000.000,19600000.000,19500000.000,20700000.000,10100000.000,11900000.000,8100000.000,7600000.000,6300000.000,6100000.000,78800000.000
DueFromRelatedPartiesCurrent,,,,,,,,,,,,,,,78800000.000
DueToAffiliateCurrent,89500000.000,2300000.000,7200000.000,9000000.000,5100000.000,7100000.000,4600000.000,4700000.000,4200000.000,4600000.000,3100000.000,2900000.000,3200000.000,4200000.000,4200000.000
DueToAffiliateCurrentAndNoncurrent,89500000.000,2300000.000,7200000.000,9000000.000,5100000.000,7100000.000,4600000.000,4700000.000,4200000.000,4600000.000,3100000.000,2900000.000,3200000.000,4200000.000,4200000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,500000.000,500000.000,700000.000,600000.000,,700000.000,700000.000,800000.000,700000.000,500000.000
