,2011-01-01,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AccountsPayableCurrent,,1126000000.000,1193000000.000,1264000000.000,1358000000.000,1191000000.000,1189000000.000,1372000000.000,1435000000.000,1265000000.000,1309000000.000,1359000000.000,1477000000.000,1429000000.000,1496000000.000,1806000000.000,2147000000.000,1694000000.000,1621000000.000,1662000000.000,1781000000.000,1456000000.000,1466000000.000,1511000000.000,1591000000.000,1466000000.000
AccountsReceivableNetCurrent,,1256000000.000,1334000000.000,1321000000.000,1281000000.000,1253000000.000,1350000000.000,1378000000.000,1365000000.000,1428000000.000,1454000000.000,1497000000.000,1497000000.000,1548000000.000,1624000000.000,1684000000.000,1777000000.000,1632000000.000,1633000000.000,1620000000.000,1514000000.000,1493000000.000,1599000000.000,1542000000.000,1512000000.000,1589000000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,143000000.000,,,,,,,,,,,,,
AccruedMarketingCostsCurrent,,,,,,,,,,,,,,,,,,,,192000000.000,204000000.000,216000000.000,202000000.000,212000000.000,193000000.000,182000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,4626000000.000,4666000000.000,4699000000.000,4665000000.000,4739000000.000,4812000000.000,4861000000.000,4950000000.000,5079000000.000,5081000000.000,5149000000.000,5233000000.000,5311000000.000,5376000000.000,5251000000.000,5364000000.000,5475000000.000,5559000000.000,5640000000.000,5757000000.000,5826000000.000,5954000000.000,5997000000.000,6114000000.000,6217000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,1000000.000,,,,-2000000.000,,,,2000000.000,,,,1000000.000,,,,1000000.000,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,10000000.000,,,,-4000000.000,,,,-3000000.000,,,,-1000000.000,,,,-2000000.000,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,42000000.000,,,,33000000.000,,,,47000000.000,,,,27000000.000,,,,-15000000.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,-32000000.000,,,,-69000000.000,,,,-99000000.000,,,,-63000000.000,,,,-59000000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,17000000.000,13000000.000,-79000000.000,-75000000.000,-40000000.000,-73000000.000,-63000000.000,-74000000.000,-93000000.000,-122000000.000,-108000000.000,-116000000.000,-103000000.000,-96000000.000,-147000000.000,-124000000.000,-148000000.000,-157000000.000,-90000000.000,-98000000.000,-88000000.000,-90000000.000,-45000000.000,-60000000.000,-51000000.000
AdditionalPaidInCapital,,2252000000.000,2257000000.000,2261000000.000,2259000000.000,2266000000.000,2271000000.000,2278000000.000,2281000000.000,2275000000.000,2288000000.000,2292000000.000,2388000000.000,2181000000.000,2122000000.000,4257000000.000,4265000000.000,4282000000.000,4303000000.000,4307000000.000,4293000000.000,4321000000.000,4343000000.000,4355000000.000,4342000000.000,4355000000.000
