,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfFinancingCostsAndDiscounts,73000.000,142000.000,162000.000,306000.000,423000.000,424000.000,423000.000,422000.000,416000.000,417000.000,416000.000
CapitalExpendituresIncurredButNotYetPaid,,,0.000,,,,,,,,13625000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,6014000.000,,,,10586000.000,,,,-23391000.000
ContributionOfProperty,,,1628000.000,,,,16000.000,,,,0.000
CostsAndExpenses,3408000.000,7225000.000,11891000.000,10134000.000,9619000.000,14082000.000,10226000.000,16771000.000,22373000.000,25910000.000,24436000.000
CostsAndExpensesRelatedParty,,,1100000.000,1134000.000,1122000.000,1177000.000,1122000.000,1121000.000,1280000.000,1598000.000,1618000.000
DepreciationDepletionAndAmortization,284000.000,586000.000,1447000.000,1637000.000,1649000.000,1849000.000,1640000.000,2142000.000,5140000.000,5234000.000,5352000.000
DirectOperatingCosts,1697000.000,4070000.000,7481000.000,4768000.000,4963000.000,8043000.000,6021000.000,7720000.000,12814000.000,17607000.000,15769000.000
DistributionMadeToLimitedPartnerCashDistributionsDeclared,,9794000.000,11670000.000,13030000.000,13929000.000,15391000.000,16575000.000,17185000.000,19736000.000,20409000.000,21135000.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,,,10885.000,12026000.000,,,,,,,
DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,,0.000,,,,,,,,,
DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,,,0.330,0.350,,,,,,,
GeneralAndAdministrativeExpense,1427000.000,2569000.000,2963000.000,3729000.000,3007000.000,4190000.000,2565000.000,6909000.000,4419000.000,3069000.000,3315000.000
IncomeLossAttributableToNoncontrollingInterest,,,,,,,,,1621000.000,,3599000.000
IncomeLossAttributableToParent,4014000.000,6695000.000,16709000.000,19804000.000,20283000.000,18326000.000,19094000.000,16254000.000,18364000.000,27910000.000,28057000.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,-301000.000,,,,-241000.000,,,,721000.000
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,,-2472000.000
IncreaseDecreaseInAccountsReceivableRelatedParties,,,2320000.000,,,,505000.000,,,,-7860000.000
IncreaseDecreaseInAccruedLiabilities,,,245000.000,,,,5312000.000,,,,8121000.000
IncreaseDecreaseInDeferredRevenue,,,,,,,,,,,246000.000
IncreaseDecreaseInDueToRelatedParties,,,,,,,0.000,,,,0.000
IncreaseDecreaseInOtherCurrentAssets,,,-55000.000,,,,621000.000,,,,297000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,15000.000,,,,-14000.000,,,,-169000.000
InterestIncomeExpenseNonoperatingNet,-287000.000,-682000.000,-1803000.000,-4624000.000,-6757000.000,-6755000.000,-6806000.000,-7212000.000,-7280000.000,-7457000.000,-7568000.000
InterestRevenueExpenseNet,,,-1965000.000,4930000.000,7180000.000,11109000.000,7229000.000,7634000.000,7696000.000,7874000.000,7984000.000
NetCashProvidedByUsedInFinancingActivities,,,-10885000.000,,,,-14680000.000,,,,-57691000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-10885000.000,,,,-14680000.000,,,,-57691000.000
NetCashProvidedByUsedInInvestingActivities,,,-13000.000,,,,-579000.000,,,,-19497000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-13000.000,,,,-579000.000,,,,-19497000.000
NetCashProvidedByUsedInOperatingActivities,,,16912000.000,,,,25845000.000,,,,53797000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,16912000.000,,,,25845000.000,,,,53797000.000
NetIncomeLoss,,6695000.000,16709000.000,19804000.000,20283000.000,18326000.000,19094000.000,16254000.000,,,28057000.000
NetIncomeLossAllocatedToLimitedPartners,5417000.000,9308000.000,16709000.000,19583000.000,20283000.000,17273000.000,19094000.000,16254000.000,20874000.000,24738000.000,24608000.000
NotesIssued1,,,,,,,,,,,11600000.000
OperatingIncomeLoss,4374000.000,7519000.000,18674000.000,24734000.000,27463000.000,25505000.000,26323000.000,23888000.000,26060000.000,35784000.000,36041000.000
PartnersCapitalAccountContributions,,,,,,,,,,,5457000.000
PartnersCapitalAccountDistributions,,,10976000.000,,,,14845000.000,,,,20286000.000
PartnersCapitalAccountUnitBasedCompensation,,,930000.000,,,,729000.000,,,,680000.000
PartnersCapitalOther,,,,,,,25000.000,,,,-7000.000
PaymentsOfDistributionsToAffiliates,,,,,,,,,,,3425000.000
PaymentsToAcquireMarketableSecurities,,,689693000.000,,,,690000000.000,,,,75036000.000
PaymentsToAcquireOtherPropertyPlantAndEquipment,,,,,,,,,,,19467000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,17000.000,144000.000,962000.000,923000.000,439000.000,,,,
ProceedsFromContributionsFromParent,,,0.000,,,,0.000,,,,5457000.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,,,689697000.000,,,,689860000.000,,,,75006000.000
ProfitLoss,,,,,,,,,,,28207000.000
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,,1181000.000,1234000.000,1471000.000,1411000.000,844000.000,1415000.000,1201000.000,1345000.000,1654000.000
RepaymentsOfSecuredDebt,,,,,,,,,,,39664000.000
RevenueFromRelatedParties,7782000.000,14744000.000,30565000.000,34868000.000,37082000.000,39587000.000,36549000.000,37965000.000,43842000.000,57092000.000,56202000.000
Revenues,,,,,,,,40659000.000,48433000.000,,60477000.000
SalesRevenueGoodsNet,,,,,,,,2694000.000,4591000.000,,4275000.000
SalesRevenueNet,,,,,,,,40659000.000,48433000.000,,60477000.000
ShareBasedCompensation,,,930000.000,683000.000,815000.000,1851000.000,729000.000,1981000.000,963000.000,687000.000,680000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardAcceleratedCompensationCost,,,510000.000,0.000,0.000,949000.000,0.000,1123000.000,0.000,0.000,
UndistributedEarnings,,-3099000.000,5039000.000,6774000.000,6354000.000,2935000.000,2519000.000,-931000.000,1138000.000,4329000.000,3473000.000
