,2011-09-30,2012-09-30
CostOfGoodsSold,,4258.000
Depreciation,520.000,0.000
EarningsPerShareBasicAndDiluted,-0.003,-0.003
GeneralAndAdministrativeExpense,118844.000,-105777.000
GrossProfit,,33398.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-94340.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-121829.000,
IncomeTaxExpenseBenefit,,0.000
InterestExpense,2465.000,
LaborAndRelatedExpense,,-21961.000
NetIncomeLoss,-121829.000,-94340.000
NonoperatingIncomeExpense,-2465.000,0.000
OperatingExpenses,119364.000,
OperatingIncomeLoss,-119364.000,127738.000
Revenues,,37656.000
SalesRevenueNet,,37656.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,33552155.000
