,2011-07-02,2011-10-01,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AdditionsToNoncurrentAssets,,,,377000.000,853000.000,,419000.000,397000.000,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,52000.000,51000.000,51000.000,9000.000,,,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,16000.000,16000.000,,15000.000,15000.000,14000.000,15000.000,13000.000,13000.000,13000.000,11000.000,12000.000,11000.000,11000.000,11000.000,10000.000,0.000,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-116000.000,,,,,,,,,,,,,,,,,,,
CostOfGoodsSold,21885000.000,19944000.000,19573000.000,24256000.000,23636000.000,27482000.000,21620000.000,25989000.000,23765000.000,29711000.000,22725000.000,30890000.000,29895000.000,25187000.000,28176000.000,29257000.000,28637000.000,27209000.000,33081000.000,29609000.000,30262000.000,28072000.000
CostOfGoodsSoldDepreciationDepletionAndAmortization,1089000.000,1012000.000,1068000.000,1045000.000,825000.000,689000.000,815000.000,844000.000,669000.000,700000.000,738000.000,743000.000,764000.000,646000.000,651000.000,640000.000,484000.000,639000.000,651000.000,607000.000,539000.000,638000.000
CostsAndExpenses,27892000.000,25864000.000,25930000.000,30376000.000,29331000.000,,27346000.000,32483000.000,29202000.000,,28509000.000,36333000.000,40883000.000,30904000.000,34234000.000,35200000.000,,33376000.000,39891000.000,36286000.000,,34714000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,21000.000,5000.000,0.000,5000.000,0.000,12000.000,,0.000,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.040,-0.200,-0.640,-0.320,-0.110,3.140,-0.490,0.110,-0.150,0.010,-0.720,0.370,-2.480,-0.120,0.210,0.340,0.420,0.310,1.080,0.620,0.200,-0.250
GainLossOnDispositionOfAssets,,,,,,,,,12000.000,,,-1000.000,,33000.000,26000.000,161000.000,5000.000,188000.000,4000.000,89000.000,6000.000,
GainLossOnDispositionOfProperty,140000.000,29000.000,2000.000,15000.000,4000.000,47000.000,,-2000.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperations,,-316000.000,-1053000.000,-502000.000,-191000.000,5154000.000,,187000.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-68000.000,-555000.000,-1709000.000,-765000.000,-297000.000,7896000.000,-1207000.000,287000.000,-431000.000,-34000.000,-1789000.000,929000.000,-6626000.000,-297000.000,539000.000,906000.000,1046000.000,770000.000,2729000.000,1579000.000,756000.000,-639000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-26000.000,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.020,-0.200,-0.640,-0.310,-0.110,3.140,,0.110,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,-36000.000,-6000.000,,-9000.000,,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,-0.020,-0.000,0.000,-0.010,0.000,0.000,,,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,-42000.000,-239000.000,-656000.000,-263000.000,-106000.000,2742000.000,-404000.000,100000.000,-189000.000,-33000.000,-608000.000,-316000.000,-2533000.000,-101000.000,193000.000,344000.000,345000.000,262000.000,928000.000,537000.000,421000.000,-217000.000
IncomeTaxesPaid,,,244000.000,,,,,,,,-235000.000,,,,,,,,,,,
IncomeTaxesPaidNet,,,,,,,,,,,,,,3000.000,,,,265000.000,,,,
InterestExpense,,,,,,,,,,,,,,,,,,,,83000.000,,66000.000
InterestIncomeExpenseNonoperatingNet,-109000.000,-141000.000,-134000.000,-131000.000,-135000.000,-156000.000,-87000.000,-92000.000,-95000.000,-100000.000,-99000.000,-110000.000,-94000.000,-89000.000,-108000.000,-102000.000,-99000.000,-95000.000,-113000.000,,,
InterestPaidNet,,,142000.000,,,,111000.000,,,,97000.000,,,86000.000,,,,103000.000,,,,92000.000
NetCashProvidedByUsedInContinuingOperations,,,,,,,-992000.000,,,,-118000.000,,,109000.000,,,,-134000.000,,,,-6000.000
NetCashProvidedByUsedInFinancingActivities,,,315000.000,,,,-125000.000,,,,2285000.000,,,-900000.000,,,,-700000.000,,,,1200000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,315000.000,,,,-125000.000,,,,2285000.000,,,-900000.000,,,,-700000.000,,,,1200000.000
NetCashProvidedByUsedInInvestingActivities,,,-246000.000,,,,-419000.000,,,,-807000.000,,,-60000.000,,,,-870000.000,,,,-630000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-246000.000,,,,-419000.000,,,,-807000.000,,,-60000.000,,,,-870000.000,,,,-630000.000
NetCashProvidedByUsedInOperatingActivities,,,-185000.000,,,,-448000.000,,,,-1596000.000,,,1069000.000,,,,1436000.000,,,,-576000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-185000.000,,,,-448000.000,,,,-1596000.000,,,1069000.000,,,,1436000.000,,,,-576000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,-322000.000,-1053000.000,-511000.000,-191000.000,5144000.000,-803000.000,187000.000,-242000.000,-1000.000,-1181000.000,613000.000,-4093000.000,-196000.000,346000.000,562000.000,701000.000,508000.000,1801000.000,1042000.000,335000.000,-422000.000
OperatingIncomeLoss,83000.000,-363000.000,-1534000.000,-629000.000,-165000.000,-1396000.000,-1133000.000,374000.000,-337000.000,7000.000,-1685000.000,1034000.000,-6517000.000,-219000.000,631000.000,965000.000,1139000.000,852000.000,2830000.000,1361000.000,798000.000,-611000.000
OtherCostAndExpenseOperating,,,,,,,,662000.000,16000.000,,,,,,,,,,,,,
OtherNonoperatingIncomeExpense,10000.000,,10000.000,4000.000,3000.000,-4000.000,13000.000,5000.000,1000.000,59000.000,-5000.000,5000.000,-15000.000,11000.000,16000.000,43000.000,6000.000,13000.000,12000.000,16000.000,13000.000,20000.000
PaymentsToAcquireProductiveAssets,,,,,,,,,1183000.000,,807000.000,698000.000,132000.000,93000.000,427000.000,859000.000,924000.000,1082000.000,1694000.000,841000.000,788000.000,630000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,257000.000,,,,419000.000,,,,807000.000,,,93000.000,,,,1082000.000,,,,630000.000
PaymentsToFundLongtermLoansToRelatedParties,,,,,,,0.000,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfDebt,,,,,,,,,,,,,,,,,,,,,,5600000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,11000.000,,,,,,,,,,,33000.000,,,,212000.000,,,,
ProfitLoss,-62000.000,,,,,,,,,,,,,,,,,,,,,
RepaymentsOfLongTermLinesOfCredit,,,3900000.000,,,,,,,,-5693000.000,,,900000.000,,,,700000.000,,,,4400000.000
RepaymentsOfSecuredDebt,,,125000.000,,,,125000.000,,,,3408000.000,,,,,,,,,,,
SalesRevenueGoodsNet,27975000.000,25501000.000,24396000.000,29747000.000,29166000.000,29919000.000,26213000.000,32857000.000,28865000.000,33606000.000,26824000.000,37367000.000,34366000.000,30685000.000,34865000.000,36165000.000,35120000.000,34228000.000,42721000.000,37647000.000,36996000.000,34103000.000
SellingGeneralAndAdministrativeExpense,5058000.000,4937000.000,5291000.000,5090000.000,4874000.000,3191000.000,4911000.000,4986000.000,4764000.000,3200000.000,5046000.000,4701000.000,4567000.000,5104000.000,5433000.000,5464000.000,4865000.000,5716000.000,6163000.000,5527000.000,5403000.000,6004000.000
SeveranceCosts,,,,,,,0.000,,,,,,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,1611000.000,1623000.000,1634000.000,1634000.000,1634000.000,-3268000.000,,,,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,1641000.000,1646000.000,1639000.000,-3287000.000,1645000.000,1650000.000,1650000.000,1659000.000,1662000.000,1662000.000,-3322000.000,1661000.000,1673000.000,1672000.000,-3337000.000,1674000.000
WeightedAverageNumberOfSharesOutstandingBasic,1611000.000,1623000.000,1634000.000,1634000.000,1634000.000,-3268000.000,,,,,,,,,,,,,,,,
