,2011-06-30,2011-09-30
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2037000.000,1881000.000
AdditionalPaidInCapital,9315000.000,9315000.000
Assets,888989000.000,868265000.000
AvailableForSaleSecurities,104269000.000,99604000.000
CashAndCashEquivalentsAtCarryingValue,119386000.000,138282000.000
CashAndDueFromBanks,10046000.000,6974000.000
CashSurrenderValueOfLifeInsurance,15845000.000,15982000.000
CommonStockParOrStatedValuePerShare,0.420,0.420
CommonStockSharesAuthorized,30000000.000,30000000.000
CommonStockSharesIssued,8887113.000,8887113.000
CommonStockSharesOutstanding,8748330.000,8748330.000
CommonStockValue,3648000.000,3648000.000
CostMethodInvestments,1190000.000,982000.000
DemandDepositAccounts,118224000.000,110771000.000
Deposits,801577000.000,785759000.000
DepositsSavingsDeposits,204968000.000,197303000.000
DepositsWholesale,61589000.000,50409000.000
FederalFundsSold,17657000.000,14414000.000
FederalHomeLoanBankStock,2836000.000,2812000.000
FiniteLivedIntangibleAssetsNet,426000.000,393000.000
HeldToMaturitySecurities,782000.000,614000.000
HeldToMaturitySecuritiesFairValue,804000.000,628000.000
InterestBearingDepositsInBanks,91683000.000,116894000.000
InterestPayableCurrentAndNoncurrent,8516000.000,9367000.000
InterestReceivable,2919000.000,3004000.000
JuniorSubordinatedNotes,61858000.000,61858000.000
Liabilities,896027000.000,885675000.000
LiabilitiesAndStockholdersEquity,888989000.000,868265000.000
LoansAndLeasesReceivableAllowance,20435000.000,21081000.000
LoansAndLeasesReceivableNetReportedAmount,577807000.000,546399000.000
LoansReceivableHeldForSaleNet,5148000.000,2894000.000
LongTermDebt,7000000.000,7000000.000
OtherAssets,6845000.000,7532000.000
OtherLiabilities,4222000.000,5794000.000
OtherRealEstateAndForeclosedAssets,27220000.000,25860000.000
PropertyPlantAndEquipmentNet,23203000.000,22808000.000
RetainedEarningsAccumulatedDeficit,-20278000.000,-30495000.000
ShortTermBorrowings,12854000.000,15896000.000
StockholdersEquity,-7038000.000,-17410000.000
StockholdersEquityBeforeTreasuryStock,-5278000.000,-15650000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-7038000.000,-17410000.000
TimeDeposits,416796000.000,427276000.000
TreasuryStockShares,138783.000,138783.000
TreasuryStockValue,1760000.000,1759000.000
