,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,2375000.000,,,,12743000.000,,,,10490000.000,,,,8505000.000,
AccountsPayableCurrent,175187000.000,153373000.000,67241000.000,103971000.000,198609000.000,124972000.000,74305000.000,90941000.000,91387000.000,67236000.000,60427000.000,63307000.000,138358000.000,81600000.000
AccountsReceivableGrossCurrent,240011000.000,,,,280657000.000,,,,154497000.000,,,,217731000.000,
AccountsReceivableNetCurrent,240779000.000,284179000.000,153194000.000,153492000.000,289424000.000,342174000.000,164110000.000,139726000.000,160848000.000,167752000.000,117084000.000,133321000.000,221954000.000,196466000.000
AccruedBonusesCurrentAndNoncurrent,,,,,,,,,,,,,400000.000,
AccruedEmployeeBenefitsCurrent,7295000.000,,,,6389000.000,,,,7813000.000,,,,2926000.000,
AccruedLiabilitiesCurrent,33415000.000,44564000.000,38939000.000,40317000.000,63816000.000,56510000.000,45467000.000,46442000.000,47840000.000,40931000.000,38981000.000,42571000.000,48323000.000,52671000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,103057000.000,,,,121152000.000,,,,136899000.000,,,,147513000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,,-1472000.000,-1649000.000,-820000.000,,1306000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,-9427000.000,-10776000.000,-10676000.000,-10832000.000,-10813000.000,-10779000.000,-10661000.000,-11586000.000,-11674000.000,-11641000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-2327000.000,-1796000.000,-1222000.000,-563000.000,-9833000.000,-11735000.000,-11763000.000,-12213000.000,-11639000.000,-12251000.000,-12310000.000,-12406000.000,-10783000.000,-10335000.000
AdvancesOnInventoryPurchases,5428000.000,,,,8071000.000,,,,0.000,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,1607000.000,,,,3976000.000,,,,4139000.000,,,,4282000.000,
Assets,853590000.000,721316000.000,545914000.000,737338000.000,1339840000.000,1168668000.000,922126000.000,937978000.000,1000332000.000,883000000.000,777889000.000,908862000.000,1012474000.000,950802000.000
AssetsCurrent,682558000.000,552681000.000,378879000.000,571439000.000,967260000.000,802069000.000,558873000.000,576883000.000,647862000.000,516721000.000,414632000.000,547997000.000,653709000.000,531631000.000
CapitalLeaseObligationsCurrent,193000.000,202000.000,206000.000,234000.000,1313000.000,1004000.000,1028000.000,1009000.000,,1015000.000,1467000.000,1424000.000,1100000.000,
CapitalLeaseObligationsNoncurrent,3067000.000,3015000.000,2962000.000,3009000.000,5424000.000,4245000.000,4153000.000,3667000.000,,3423000.000,4693000.000,4480000.000,3700000.000,3883000.000
CapitalLeasedAssetsGross,17159000.000,,,,21901000.000,,,,21427000.000,,,,21634000.000,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,10943000.000,,,,13726000.000,,,,11855000.000,,,,11448000.000,
CapitalLeasesFutureMinimumPaymentsDue,4785000.000,,,,8441000.000,,,,5851000.000,,,,5853000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,426000.000,,,,1723000.000,,,,1268000.000,,,,1308000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,426000.000,,,,582000.000,,,,488000.000,,,,524000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,426000.000,,,,924000.000,,,,550000.000,,,,778000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,426000.000,,,,1298000.000,,,,724000.000,,,,840000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,426000.000,,,,1677000.000,,,,1010000.000,,,,1018000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,2655000.000,,,,2237000.000,,,,1811000.000,,,,1385000.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,1525000.000,,,,1704000.000,,,,1226000.000,,,,1019000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,3260000.000,,,,6737000.000,,,,4625000.000,,,,4834000.000,
