,2011-12-31
AmortizationOfDebtDiscountPremium,342131.000
AmortizationOfIntangibleAssets,44973.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-183362.000
CostOfGoodsSold,15246.000
DebtInstrumentConvertibleBeneficialConversionFeature,97036.000
DepreciationAndAmortization,44973.000
EarningsPerShareBasicAndDiluted,-0.040
GainLossOnDerivativeInstrumentsNetPretax,3010.000
GainsLossesOnExtinguishmentOfDebt,-362931.000
GeneralAndAdministrativeExpense,367982.000
GrossProfit,11768.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-556686.000
IncomeTaxExpenseBenefit,0.000
IncomeTaxesPaid,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,96648.000
IncreaseDecreaseInAccountsReceivable,-477.000
IncreaseDecreaseInDeferredLiabilities,0.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,12000.000
IncreaseDecreaseInInventoriesAndOtherOperatingAssets,-66313.000
InterestExpense,179309.000
InterestPaid,0.000
NetCashProvidedByUsedInFinancingActivities,380000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,380000.000
NetCashProvidedByUsedInInvestingActivities,-166733.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-166733.000
NetCashProvidedByUsedInOperatingActivities,-396629.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-396629.000
NetIncomeLoss,-556686.000
NonoperatingIncomeExpense,-155499.000
OperatingExpenses,412955.000
OperatingIncomeLoss,-401187.000
OtherIncome,362931.000
PaymentsForDeposits,21375.000
PaymentsToAcquireIntangibleAssets,132500.000
PaymentsToAcquirePropertyPlantAndEquipment,12858.000
ProceedsFromRelatedPartyDebt,125000.000
SalesRevenueGoodsNet,27014.000
