,2011-09-30,2012-03-31
Depreciation,141000.000,
GeneralAndAdministrativeExpense,35000.000,
IncreaseDecreaseInAccountsAndOtherReceivables,,5000.000
InterestExpenseBorrowings,23000.000,
NetIncomeLoss,-41000.000,
NetIncomeLossAllocatedToGeneralPartners,-3000.000,
NetIncomeLossAllocatedToLimitedPartners,-38000.000,
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-0.290,
OperatingExpenses,296000.000,
OtherIncome,80000.000,
PaymentsToSuppliers,,-2000.000
RealEstateRevenueNet,409000.000,
RealEstateTaxExpense,35000.000,
Revenues,489000.000,
SalesRevenueNet,409000.000,
UnusualOrInfrequentItemInsuranceProceeds,0.000,
