,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdministrativeFeesAmountPaid,,163999.000,,,,
AdministrativeFeesExpense,,,1358264.000,415586.000,247636.000,176769.000
CostsAndExpenses,9588809.000,5370909.000,3406140.000,1311024.000,817446.000,575968.000
DividendIncomeOperating,1479831.000,1206234.000,585439.000,165426.000,57580.000,51029.000
FloorBrokerageExchangeAndClearanceFees,400326.000,0.000,0.000,,,
GainLossOnInvestments,-3326340.000,-8226319.000,,,,-92088.000
GainLossOnSaleOfInvestments,,-9832498.000,,,,
IncentiveFeeAmountPaid,,597064.000,,,,
InformationTechnologyAndDataProcessing,,,0.000,,,
InsuranceAgencyManagementFee,,312245.000,,,,
InterestExpense,97.000,1440.000,0.000,0.000,,
InvestmentIncomeInterest,25245.000,10187.000,2596.000,915.000,14.000,0.000
InvestmentIncomeNet,,,588035.000,166341.000,57594.000,51029.000
InvestmentsInAndAdvancesToAffiliatesAtFairValueGrossAdditions,,105989853.000,,,,
InvestmentsInAndAdvancesToAffiliatesAtFairValueGrossReductions,,80967859.000,,,,
ManagementFeeAmountPaid,,1309000.000,,,,
ManagementFeeExpense,,,377219.000,116999.000,68962.000,49867.000
MarketableSecuritiesGainLoss,,,-558848.000,35033.000,6675.000,6268.000
MarketableSecuritiesRealizedGainLoss,,,-63290.000,-133338.000,-64120.000,-14543.000
MarketableSecuritiesUnrealizedGainLoss,,,-495558.000,168371.000,70795.000,20811.000
NetIncomeLoss,-12915149.000,-13597228.000,-8917010.000,-3411290.000,-1622869.000,-617027.000
NetRealizedOrUnrealizedGainLossOnTradingSecurities,4091137.000,1606179.000,,,,
NoninterestExpenseCommissionExpense,1522284.000,1248414.000,765539.000,236991.000,137854.000,
NoninterestExpenseInvestmentAdvisoryFees,,,0.000,,,
NoninterestExpenseOfferingCost,321419.000,285112.000,211785.000,59072.000,0.000,0.000
OperatingExpenses,843252.000,608703.000,551285.000,375875.000,350613.000,208286.000
OperatingIncomeLoss,,,-2818105.000,-1144683.000,-759852.000,-524939.000
PartnersCapitalAccountRedemptions,19186752.000,35888957.000,,,,
PartnersCapitalAccountUnitsRedeemed,-155828.219,317228.544,,,,
PaymentForIncentiveFee,,,519605.000,256149.000,195512.000,103990.000
PaymentForManagementFee,,,948597.000,290792.000,220796.000,178662.000
PropertyManagementFeePercentFee,,,,,0.005,0.005
RealizedInvestmentGainsLosses,5798598.000,172364.000,,,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,1451899.000,,,,
SalesCommissionsAndFees,2583290.000,1991521.000,,,,99734.000
UnrealizedGainLossOnInvestments,-3212537.000,217394.000,,,,
