,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-2811.000,,,,-29922.000,,
CostOfServices,,,,,,,0.000,,
DerivativeGainLossOnDerivativeNet,,,,0.000,,,,,
EarningsPerShareBasicAndDiluted,0.020,0.010,0.000,0.000,0.000,0.000,-0.010,-0.020,-0.060
GainsLossesOnExtinguishmentOfDebt,,,,,,,0.000,,
GainsLossesOnRestructuringOfDebt,13.000,,,,,,,,
GeneralAndAdministrativeExpense,23058.000,11033.000,9152.000,14025.000,7900.000,8443.000,42664.000,90566.000,349605.000
ImpairmentOfIntangibleAssetsFinitelived,,0.000,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,87569.000,,-8398.000,2323.000,,,,-88225.000,
IncomeTaxExpenseBenefit,,,0.000,0.000,,,,0.000,0.000
IncomeTaxesPaid,,,0.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,2793.000,,,,-31105.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,4160.000,,
InterestExpense,,,0.000,,,,,,
InterestPaid,,,0.000,,,,,,
InvestmentIncomeInterest,,,,,,,0.000,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,0.000,,
MortgageLoansOnRealEstateInterestRate,,,,,,,0.125,,
NetCashProvidedByUsedInFinancingActivities,,,2794.000,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,-34900.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,-34900.000,,
NetCashProvidedByUsedInOperatingActivities,,,-5605.000,,,,4978.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-5605.000,,,,4978.000,,
NetIncomeLoss,87569.000,38070.000,-8398.000,2323.000,-6818.000,2690.000,-21967.000,-88225.000,-227992.000
NonoperatingIncomeExpense,-5904.000,,,,,,0.000,0.000,0.000
OperatingIncomeLoss,93473.000,38070.000,-8398.000,2323.000,-6818.000,2690.000,-21967.000,-88225.000,-227992.000
PaymentsToAcquireMortgageNotesReceivable,,,,,,,34900.000,,
ProceedsFromCollectionOfOtherReceivables,,,2794.000,,,,0.000,,
ProceedsFromContributedCapital,,,0.000,,,,,,
ProceedsFromIssuanceOrSaleOfEquity,,,0.000,,,,,,
SalesRevenueServicesNet,116531.000,49103.000,754.000,16348.000,1082.000,11133.000,20697.000,2341.000,121613.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,3837688.000,3837688.000,,3837688.000,3837688.000,3837688.000
