,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AmortizationOfDebtDiscountPremium,,,185726.000,,,,,,-4719.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,72895.000,,,,-262894.000,,
CashPeriodIncreaseDecrease,,,-147107.000,,-170516.000,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,-1165659.000,196443.000,-167421.000,-291205.000,-174328.000,-129403.000,,,,,-148695.000,164895.000,-286917.000
DepreciationAndAmortization,,,,,4083.000,628.000,449.000,,228.000,228.000,228.000,,76.000,,
DepreciationDepletionAndAmortization,19201.000,22229.000,19268.000,11769.000,-4083.000,,,,-228.000,,,,-76.000,,
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,,,,,,,787500.000,4492308.000,,,,,
EarningsPerShareBasic,,,,,,,,,0.000,0.010,0.000,,0.000,0.000,0.000
EarningsPerShareBasicAndDiluted,-0.020,-0.010,,,,0.000,0.000,,,,,,,,
EarningsPerShareDiluted,,,,,,,,,0.000,0.010,0.000,,0.000,0.000,0.000
ExplorationExpenseMining,6404733.000,3145071.000,149127.000,84081.000,40600.000,81700.000,17240.000,16672.000,32500.000,85066.000,56287.000,42776.000,,,53042.000
ForeignCurrencyTransactionGainLossBeforeTax,-1190.000,-4149.000,-19868.000,13306.000,4689.000,7446.000,-2533.000,7333.000,,-7346.000,10327.000,,19378.000,6201.000,14477.000
ForeignCurrencyTransactionGainLossUnrealized,,,-13200.000,-22200.000,,,,,8153.000,,,,-1705.000,,
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,35251.000,,,,,,,,
GainLossOnDispositionOfAssets,,,,,,,,,249536.000,2260349.000,,,,,
GainLossOnInvestments,,,,,,,,,,,,,,,-103930.000
GainLossOnSaleOfPropertyPlantEquipment,50.000,,,13516.000,,,-58009.000,,,,,,,,
GainLossRelatedToLitigationSettlement,,,,,,,,,,35000.000,,,,,
GainsLossesOnExtinguishmentOfDebt,20000.000,10677.000,,,33439.000,1600.000,,,503065.000,313043.000,300.000,1200.000,1200.000,452000.000,
GeneralAndAdministrativeExpense,797567.000,1004330.000,629775.000,326970.000,154607.000,149528.000,103741.000,106034.000,127454.000,149085.000,141971.000,167454.000,144178.000,263235.000,238286.000
IncomeLossFromContinuingOperations,-7187091.000,-4197728.000,,145043.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-7187091.000,-4197728.000,-1170059.000,145043.000,-167421.000,-291205.000,-174328.000,-129403.000,111385.000,2329902.000,-188239.000,-215822.000,-123585.000,195000.000,-380812.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.020,-0.010,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,192285.000,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,0.000,,,,,,,,,,,
IncomeTaxExpenseBenefit,,,,-0.000,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,252056.000,,-5617.000,,,,-5778.000,,,,105861.000,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,257455.000,,-23912.000,,,,-11819.000,,,,38123.000,,
IncreaseDecreaseInDeposits,,,,,,,,,-10000.000,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-56888.000,,60.000,,,,99.000,,,,7504.000,,
InterestExpense,8581.000,100430.000,377672.000,7928.000,6293.000,11115.000,27607.000,44837.000,43306.000,1976.000,650.000,0.000,,,52.000
InterestPaid,,,,,,,,,,,,,0.000,,
InvestmentIncomeInterest,5060.000,4.000,851.000,124.000,34.000,14.000,,,,211.000,270.000,,91.000,34.000,21.000
MarketableSecuritiesGainLoss,,,,,,,,,,,,,25110.000,,
MarketableSecuritiesGainLossExcludingOtherThanTemporaryImpairments,,,,-302650.000,,,,,,,,,,,
MineralExtractionProcessingAndMarketingCosts,46529.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,183266.000,,-3328.000,,,,-59075.000,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,183266.000,,-3328.000,,,,-59075.000,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,-2735.000,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-2735.000,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-327638.000,,-167188.000,,,,131970.000,,,,-262894.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-327638.000,,-167188.000,,,,131970.000,,,,-262894.000,,
NetIncomeLoss,-6994806.000,-4197728.000,-1170059.000,145043.000,-167421.000,-291205.000,-174328.000,-129403.000,111385.000,2329902.000,-188239.000,-215822.000,-123585.000,195000.000,-380812.000
NonoperatingIncomeExpense,15339.000,-93898.000,-396689.000,560063.000,31869.000,-59349.000,-52898.000,-6470.000,,2564281.000,10247.000,,20669.000,458235.000,-89484.000
OperatingExpenses,7268030.000,4171630.000,798170.000,422820.000,199290.000,231856.000,121430.000,122933.000,160182.000,234379.000,198486.000,210458.000,144254.000,263235.000,291328.000
OperatingIncomeLoss,-7202430.000,-4103830.000,-773370.000,-415020.000,-199290.000,-231856.000,-121430.000,-122933.000,-160182.000,-234379.000,-198486.000,-210458.000,-144254.000,-263235.000,-291328.000
OperatingLeasesIncomeStatementLeaseRevenue,65600.000,67800.000,24800.000,7800.000,,,,,,,,,,,
OtherComprehensiveIncomeLossTaxPortionAttributableToParent,-6994806.000,-4197728.000,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,4400.000,51400.000,,,,,,,,,-25110.000,-30105.000,93895.000
OtherIncome,,,,,,,,,271567.000,,,,,,
PaymentsOfDebtExtinguishmentCosts,,,,,-33439.000,,,,,,,,,,
PaymentsToAcquireMarketableSecurities,,,,,,,,,,,,,-124000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,2735.000,,,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,220000.000,,,,,,,,,,,,
RepaymentsOfLongTermDebt,,,36734.000,,3328.000,,,,,,,,,,
RepaymentsOfNotesPayable,,,,,,,,,59075.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageRemainingContractualTerm,,,,,2.460,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOtherShareIncreaseDecrease,,,,,,,,,,,,,3000.000,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,,,,,,,,,,,,,0.050,,
StockGrantedDuringPeriodValueSharebasedCompensationForfeited,,,,,-1500000.000,,,,,,,,-100000.000,,
StockIssuedDuringPeriodSharesIssuedForCash,,,,,4000000.000,,,,,,,,,,
StockIssuedDuringPeriodSharesNewIssues,,,,,6481013.000,,,,,,,,,,
StockIssuedDuringPeriodValueIssuedForCash,,,,,220000.000,,,,,,,,,,
StockIssuedDuringPeriodValueIssuedForNoncashConsiderations,,,,,2481.000,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,310358155.000,327840504.000,,394236133.000,,,,,434878228.000,455790382.000,456358515.000,-897420940.000,456355715.000,456355515.000,457931603.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,371374008.000,394236133.000,370131688.000,381502066.000,391262218.000,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,310358155.000,327840504.000,,394236133.000,,,,,434090728.000,451298074.000,456358515.000,-892141132.000,456355715.000,456355515.000,457931603.000
