,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,38249000.000,39459000.000,59186000.000,48225000.000,52999000.000,51002000.000,44056000.000,48472000.000,48496000.000,35921000.000,44523000.000,41758000.000,38599000.000,35013000.000,57067000.000,46849000.000,43618000.000,39327000.000,52468000.000,43695000.000,50721000.000,41962000.000,42844000.000,39586000.000,29341000.000
AccountsReceivableNetCurrent,92912000.000,118281000.000,112721000.000,77924000.000,110656000.000,81811000.000,101152000.000,93333000.000,127220000.000,76356000.000,80117000.000,91770000.000,116152000.000,92152000.000,132340000.000,124607000.000,145757000.000,119116000.000,123665000.000,106262000.000,143040000.000,98952000.000,86006000.000,132021000.000,109726000.000
AccruedIncomeTaxesCurrent,8250000.000,2096000.000,8267000.000,90000.000,13334000.000,167000.000,1496000.000,4938000.000,12912000.000,4561000.000,5529000.000,111000.000,3967000.000,6029000.000,4608000.000,5818000.000,13033000.000,20000.000,736000.000,,11129000.000,,,,12614000.000
AccruedInsuranceCurrent,,,,,,,,,,,,,,,,,,,,,45628000.000,44704000.000,46233000.000,47960000.000,54150000.000
AccruedInsuranceCurrentAndNoncurrent,35511000.000,,,,,,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,137433000.000,142247000.000,142067000.000,146709000.000,151451000.000,155406000.000,159407.000,164607000.000,169719.000,174602000.000,178720000.000,180550000.000,185056000.000,188462000.000,187983000.000,185735000.000,183726000.000,190227000.000,195446000.000,201094000.000,206922000.000,205323000.000,208674000.000,211290000.000,216423000.000
AdditionalPaidInCapitalCommonStock,379167000.000,391507000.000,394822000.000,398094000.000,404546000.000,410957000.000,428232000.000,437364000.000,457790000.000,466980000.000,469934000.000,481011000.000,504883000.000,511794000.000,528973000.000,538845000.000,553565000.000,562654000.000,581342000.000,603006000.000,610219000.000,617793000.000,625961000.000,639703000.000,651269000.000
AllowanceForDoubtfulAccountsReceivable,,,,10003000.000,,,,,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,12721000.000,12257000.000,12033000.000,11524000.000,11376000.000,11414000.000,11782.000,10892000.000,11933.000,12221000.000,12555000.000,12590000.000,13824000.000,13997000.000,13887000.000,14728000.000,16406000.000,17156000.000,16548000.000,13244000.000,13631000.000,14769000.000,14340000.000,14236000.000,15908000.000
Assets,822728000.000,850613000.000,815056000.000,795905000.000,831483000.000,831128000.000,864787000.000,859626000.000,899409000.000,898878000.000,881540000.000,893701000.000,868620000.000,841595000.000,869508000.000,859932000.000,895677000.000,885283000.000,897638000.000,852325000.000,882919000.000,852955000.000,842476000.000,880059000.000,886231000.000
AssetsCurrent,183514000.000,203600000.000,168596000.000,150753000.000,177276000.000,178073000.000,205104000.000,197671000.000,236249000.000,233310000.000,216373000.000,224656000.000,198412000.000,165500000.000,188738000.000,174564000.000,208486000.000,190046000.000,200775000.000,150808000.000,179941000.000,146967000.000,132959000.000,169900000.000,175973000.000
