,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,67000.000,,,,164000.000,,1046000.000,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,1195000.000,1046000.000,472000.000,336000.000,365000.000,285000.000,949106000.000,381000.000,-947186000.000,1131000.000,1160000.000,526000.000,500000.000,257000.000,476000.000,566000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,17930165.000,,20115976.000,,20300000.000,21000000.000,22000000.000
AssetImpairmentCharges,,,,,,,0.000,,,,,20914000.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-4509000.000,,,,4695000.000,,-808000.000,,,,-4991000.000,,,,-595000.000,,,,-2760000.000,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,,-4516000.000,-25485000.000,-4002000.000,-3762000.000,-5185000.000,-4226000.000,-2912000.000,-10342000.000,-2893000.000,-3953000.000,-2720000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,-32000.000,-24000.000,-19000.000,16000.000,-39000.000,282000.000,-41000.000,-545000.000,-47000.000,-18000.000,-211000.000,-172000.000,-68000.000,-65000.000,-92000.000,-145000.000,-43000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-3838000.000,,,,-4637000.000,,-4062000.000,,,,-4557000.000,-26030000.000,-4049000.000,-3780000.000,-5396000.000,-4398000.000,-2980000.000,-10407000.000,-2985000.000,-3428000.000,-2763000.000
CostOfGoodsSold,,,,,,,,,,,5781000.000,5261000.000,3874000.000,4797000.000,4038000.000,1045000.000,1731000.000,399000.000,,2000.000,20000.000
CostsAndExpenses,6936000.000,4988000.000,4918000.000,4487000.000,3952000.000,5377000.000,4131000.000,7250000.000,11274000.000,8501000.000,8708000.000,29995000.000,6710000.000,8377000.000,7876000.000,4684000.000,4306000.000,11660000.000,2628000.000,2923000.000,2750000.000
CostsAndExpensesRelatedParty,,,,,,,2500000.000,,,,,,,,,,,,,,
Depreciation,585000.000,,,,522000.000,,509000.000,,,,515000.000,,,,170000.000,,,,,,
DepreciationAndAmortization,640000.000,641000.000,622000.000,583000.000,577000.000,576000.000,565000.000,565000.000,596000.000,567000.000,573000.000,572000.000,229000.000,229000.000,225000.000,215000.000,215000.000,214000.000,39000.000,9000.000,9000.000
DepreciationDepletionAndAmortization,,,,,,,565000.000,565000.000,596000.000,567000.000,573000.000,572000.000,229000.000,229000.000,225000.000,215000.000,215000.000,214000.000,196000.000,,
DirectOperatingCostRoyaltyExpense,,,,,,,,,,,3000000.000,,3000000.000,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.090,-0.100,-0.110,-0.090,-0.090,-0.090,-0.070,-0.020,-0.060,-0.070,-0.060,-0.350,-0.050,-0.040,86346.000,-0.050,-0.030,-86346.190,-0.030,-0.010,-0.030
EffectOfExchangeRateOnCashAndCashEquivalents,8000.000,,,,-5000.000,,8000.000,,,,1000.000,,,,-150000.000,,,,-11000.000,,
ForeignCurrencyTransactionGainBeforeTax,414000.000,,,,-38000.000,,12000.000,,,,-9000.000,,,,-246000.000,,,,,,
