,2011-06-30,2011-09-30,2012-03-31,2012-06-30
GeneralAndAdministrativeExpense,970.000,1968.000,,6057.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.000,-0.000,-0.000,-0.000
IncreaseDecreaseInAccountsPayable,,,-1890.000,
IncreaseDecreaseInDueToAffiliates,,,1890.000,
IncreaseDecreaseInInterestAndDividendsReceivable,,,12329.000,
IncreaseDecreaseInInterestPayableNet,,,12329.000,
InterestAndDividendIncomeOperating,,,12329.000,12466.000
InterestExpense,,,12329.000,12466.000
NetIncomeLoss,-970.000,-1968.000,,-6057.000
OperatingExpenses,970.000,1968.000,,6057.000
OperatingIncomeLoss,-970.000,-1968.000,,-6057.000
