,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,-37.000,,,,16121.490,,,,-124814.000,,,,-188018.000,,,,-851310.000,,
CashPeriodIncreaseDecrease,11301.000,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,,0.000,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,,,,-140263.000,-570524.000,44456.000,1331283.000,-375846.000,-634540.000,429891.000,-722653.000,-851230.000,-465989.000,-129335.000
CostOfGoodsSold,,,,,,,,,,,,,0.000,0.000,938674.000,16842337.000,62015.000,1528.000,7957023.000,1622237.000,71599.000,834113.000,2765087.000
CurrentIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,48386.000,,,,-235.000,,
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,-81238.000,,,,-32948.000,,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,,,,,,,,,,,37182.000,,,,70239.000,,,,101887.000,,
Depreciation,,,,,,,,,,,,,102378.000,,,,67951.000,,,,74297.000,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,,,,,,0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
EarningsPerShareDiluted,,,,,,,,,,,,,,,,,0.000,,,,0.000,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,,,,,,,,,63001.000,,,,-122582.000,,,,-275289.000,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,,,,,0.134,,,,0.049,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,,,,,,,0.340,,,,0.340,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,,,-0.275,,,,0.740,,
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,,,,,,,,,,,,,0.340,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,,,,,,,,,,,,,,,,-0.331,,,,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,,,,,,,,,,,,,,,,,,0.048,,
ExciseAndSalesTaxes,,,,,,,,,,,,,,,3117.000,,,,,,,,
ExtinguishmentOfDebtAmount,,,,,,,,,0.000,,,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,,,,-609.000,106.000,491.000,-1.000,-17928.000,10.000,8.000,17910.000,0.000,0.000,0.000
GainLossOnSaleOfCapitalLeasesNet,,,,,,,,,,,,,,,,,130960.000,,,,0.000,,
GeneralAndAdministrativeExpense,2043.000,651.000,1381.000,26476.000,21440.000,27157.000,14522.000,7766.000,95271.600,70125.000,37068.000,542662.400,339716.000,391595.000,187067.000,297663.000,359142.000,266645.000,401734.000,672158.000,693825.000,474202.000,544865.000
GrossProfit,,,,,,,,,,,,,0.000,0.000,191731.000,2799286.000,4595.000,982.000,983183.000,208392.000,15161.000,131783.000,511723.000
IncomeLossFromContinuingOperations,,,,,-21440.000,-27157.000,-14522.000,-7766.000,-95271.600,-70125.000,-37068.000,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,-383525.000,-441740.000,-44754.000,2444319.000,-245195.000,-266217.000,574158.000,-444248.000,-684557.000,-347314.000,-37284.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,0.000,,0.000,0.000,0.000,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,0.000,,0.000,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,,0.000,,0.000,0.000,0.000,,,,,,,,,,,,
IncomeTaxExpenseBenefit,,,,,,,,,,,,,-79107.000,-79465.000,-20548.000,1095960.000,-32852.000,-40226.000,295439.000,4321.000,-33183.000,-26747.000,71372.000
IncomeTaxesPaid,,,,,,,,,0.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,2945.000,,,,-1500.000,,,,75680.000,,,,-148282.000,,,,-752366.000,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,,,,,,,,-296555.000,,,,-2665569.000,,
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,,,,,,,,,,,,,1443466.000,,,,47782.000,,,,303207.000,,
IncreaseDecreaseInDeferredIncomeTaxes,,,,,,,,,,,,,78432.000,,,,0.000,,,,,,
IncreaseDecreaseInDueFromRelatedParties,,,,,,,,,,,,,0.000,,,,-9988.000,,,,71693.000,,
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,,,30150.000,,,,0.000,,,,,,
