,2013-12-31
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,849653.000
CashAndCashEquivalentsPeriodIncreaseDecrease,100012.000
DebtConversionConvertedInstrumentAmount1,849653.000
Depreciation,5072.000
DepreciationDepletionAndAmortization,5072.000
EarningsPerShareBasicAndDiluted,-0.080
GeneralAndAdministrativeExpense,2092499.000
GeneralInsuranceExpense,23701.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,396244.000
IncreaseDecreaseInAccountsReceivableRelatedParties,25685.000
IncreaseDecreaseInEmployeeRelatedLiabilities,69157.000
IncreaseDecreaseInFilmCosts1,98732.000
IncreaseDecreaseInInterestPayableNet,21614.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,46557.000
IncreaseDecreaseInRestrictedCash,-75000.000
InterestIncomeExpenseNet,-46690.000
InterestPaid,480.000
IssuanceOfStockAndWarrantsForServicesOrClaims,579801.000
LeaseAndRentalExpense,37604.000
LegalFees,13780.000
NetCashProvidedByUsedInFinancingActivities,3984792.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3984792.000
NetCashProvidedByUsedInInvestingActivities,-2646505.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-2646505.000
NetCashProvidedByUsedInOperatingActivities,-1238275.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1238275.000
NetIncomeLoss,-2138777.000
NetIncomeLossAttributableToNoncontrollingInterest,-412.000
OperatingIncomeLoss,-2092499.000
OtherGeneralAndAdministrativeExpense,59571.000
OtherLaborRelatedExpenses,321838.000
OtherOperatingIncomeExpenseNet,-46690.000
PaymentsForOtherDeposits,17417.000
PaymentsForProceedsFromInvestments,-201413.000
PaymentsToAcquireInvestments,2897826.000
PaymentsToAcquirePropertyPlantAndEquipment,7675.000
ProceedsFromContributedCapital,1225000.000
ProceedsFromConvertibleDebt,1175000.000
ProceedsFromIssuanceOfCommonStock,939100.000
ProceedsFromMinorityShareholders,325000.000
ProceedsFromNotesPayable,60000.000
ProceedsFromRelatedPartyDebt,150000.000
ProfessionalFees,1330548.000
ProfitLoss,-2139189.000
RepaymentsOfLongTermDebt,1908.000
StockIssuedDuringPeriodValueIssuedForServices,579801.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,25402546.000
