,2012-07-31
CashAndCashEquivalentsPeriodIncreaseDecrease,48606.000
DepreciationDepletionAndAmortization,1037.000
ForeignCurrencyTransactionGainLossBeforeTax,-18.000
GeneralAndAdministrativeExpense,16877.000
IncomeLossFromContinuingOperations,-209443.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000
IncomeTaxesPaid,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,42382.000
IncreaseDecreaseInPrepaidExpense,-16826.000
NetCashProvidedByUsedInFinancingActivities,244559.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,244559.000
NetCashProvidedByUsedInInvestingActivities,-59770.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-59770.000
NetCashProvidedByUsedInOperatingActivities,-136183.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-136183.000
NonoperatingIncomeExpense,-18.000
OfficersCompensation,7327.000
OperatingCostsAndExpenses,209425.000
PaymentsForProceedsFromLoansReceivable,59770.000
ProceedsFromIssuanceOfCommonStock,201000.000
ProceedsFromRepaymentsOfRelatedPartyDebt,43559.000
ProfessionalFees,92422.000
ProfitLoss,-209443.000
ShareBasedCompensation,46667.000
StockIssuedDuringPeriodValueAcquisitions,4142.000
