,2013-06-30,2014-06-30,2016-06-30
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,13908000.000,2649000.000,1281000.000
AllowanceForDoubtfulAccountsReceivableRecoveries,1000.000,2000.000,-4000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-4000.000,311000.000,-647000.000
CostOfRevenue,8588000.000,6498000.000,33712000.000
DebtConversionOriginalDebtAmount1,,314000.000,245000.000
DebtInstrumentIncreaseAccruedInterest,,,14593000.000
Depreciation,,,207000.000
DepreciationAndAmortization,84000.000,154000.000,207000.000
EarningsPerShareBasicAndDiluted,-0.560,-0.350,-0.140
EffectOfExchangeRateOnCashAndCashEquivalents,,2000.000,19000.000
EffectiveIncomeTaxRateContinuingOperations,,0.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,-0.340,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.347,
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,0.030,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,-0.028,
EffectiveIncomeTaxRateReconciliationTaxCreditsOther,,-0.009,
GainLossOnDispositionOfAssets,,,3000.000
GainLossOnSaleOfPropertyPlantEquipment,-9000.000,56000.000,
GrossProfit,3429000.000,2054000.000,19349000.000
IncomeLossFromContinuingOperations,-21955000.000,-14121000.000,-501000.000
IncreaseDecreaseInAccountsPayable,-305000.000,1522000.000,1800000.000
IncreaseDecreaseInAccountsReceivable,-1035000.000,669000.000,-6247000.000
IncreaseDecreaseInAccruedLiabilities,2569000.000,4703000.000,12900000.000
IncreaseDecreaseInDeferredRevenue,-972000.000,516000.000,-2790000.000
IncreaseDecreaseInInventories,1048000.000,-723000.000,563000.000
IncreaseDecreaseInOtherCurrentAssets,455000.000,85000.000,482000.000
IncreaseDecreaseInRestrictedCash,841000.000,121000.000,
InterestExpense,-5401000.000,-6890000.000,-10154000.000
InterestPaid,2861000.000,2528000.000,877000.000
InvestmentIncomeInterest,2000.000,1000.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,696000.000,1058000.000,74000.000
LicenseCosts,,150000000.000,0.000
LineOfCreditFacilityIncreaseDecreaseForPeriodNet,10172000.000,-9408000.000,1000000.000
LitigationSettlementGross,-295000.000,118000.000,
NetCashProvidedByUsedInFinancingActivities,10176000.000,10585000.000,990000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,10176000.000,10585000.000,990000.000
NetCashProvidedByUsedInInvestingActivities,710000.000,-287000.000,-169000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,710000.000,-287000.000,-169000.000
NetCashProvidedByUsedInOperatingActivities,-10890000.000,-9989000.000,-1487000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-10890000.000,-9989000.000,-1487000.000
NetIncomeLoss,-27354000.000,-21010000.000,-10655000.000
OperatingExpenses,25384000.000,16175000.000,19850000.000
OtherOperatingIncomeExpenseNet,-5399000.000,-6889000.000,-10154000.000
PaymentsToAcquireEquipmentOnLease,125000.000,25000.000,35000.000
ProceedsFromIssuanceOfCommonStock,670000.000,,899000.000
ProceedsFromIssuanceOfConvertiblePreferredStock,247000.000,27000.000,
ProceedsFromIssuanceOfSecuredDebt,,20000000.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,20000.000,1000.000,
ProceedsFromWarrantExercises,,11000.000,
PropertyPlantAndEquipmentAdditions,-151000.000,-409000.000,-169000.000
PropertyPlantAndEquipmentDisposals,,,3000.000
RepaymentsOfLongTermCapitalLeaseObligations,-25000.000,-66000.000,-47000.000
ResearchAndDevelopmentExpense,4754000.000,4787000.000,4057000.000
Revenues,12017000.000,8552000.000,53061000.000
SalesRevenueNet,12017000.000,8552000.000,53061000.000
SellingGeneralAndAdministrativeExpense,20630000.000,11388000.000,15793000.000
SharesUsedInComputationOfBasicEarningsLossPerShare,49124942.000,,
SharesUsedInComputationOfDilutedEarningsLossPerShare,49124942.000,,
StockIssuedDuringPeriodValueIssuedForNoncashConsiderations,199000.000,47000.000,
StockIssuedDuringPeriodValueIssuedForServices,319000.000,212000.000,899000.000
StockIssuedDuringPeriodValueStockOptionsExercised,29000.000,59000.000,37000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,60753054.000,78220037.000
WeightedAverageNumberOfSharesOutstandingBasic,,60753054.000,78220037.000
