,2011-06-30
ComprehensiveIncomeNetOfTax,74237.000
CostOfGoodsAndServicesSold,648037.000
Depreciation,4755.000
EarningsPerShareBasicAndDiluted,0.000
GrossProfit,220863.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,89561.000
IncomeTaxExpenseBenefit,23779.000
InvestmentIncomeInterest,38.000
LeaseAndRentalExpense,4610.000
NetIncomeLoss,65782.000
NonoperatingIncomeExpense,44.000
OperatingExpenses,131346.000
OperatingIncomeLoss,89517.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,8455.000
OtherGeneralExpense,30769.000
OtherNonoperatingIncome,6.000
PensionAndOtherPostretirementBenefitExpense,23058.000
Revenues,868900.000
SalariesAndWages,23422.000
SalesRevenueNet,868900.000
SellingExpense,44732.000
WeightedAverageNumberOfDilutedSharesOutstanding,38381375.000
WeightedAverageNumberOfSharesOutstandingBasic,38381375.000
