,2014-03-31,2014-06-30,2014-09-30
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000
GeneralAndAdministrativeExpense,10042.000,547.000,2372.000
IncreaseDecreaseInAccountsPayable,391.000,,
NetCashProvidedByUsedInFinancingActivities,9651.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,9651.000,,
NetCashProvidedByUsedInOperatingActivities,-9651.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-9651.000,,
NetIncomeLoss,-10042.000,-547.000,-2372.000
OperatingExpenses,10042.000,547.000,2372.000
ProceedsFromRelatedPartyDebt,9651.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,54521000.000,54521000.000,54521000.000
