,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
DepreciationAndAmortization,141000000.000,138000000.000,142000000.000,157000000.000,131000000.000,135000000.000,132000000.000,132000000.000,121000000.000,123000000.000,126000000.000,135000000.000,120000000.000,120000000.000,109000000.000
DividendsCash,,,,,17000000.000,,,,73000000.000,,,,77000000.000,,
DividendsCommonStockCash,12000000.000,,,,,,,,,,,,,,
EarningsPerShareBasic,,0.260,0.080,,0.110,0.240,0.040,-0.650,,,,,,,
EarningsPerShareBasicAndDiluted,0.050,0.260,0.080,,0.110,0.240,0.040,-0.650,0.300,0.110,-0.260,0.150,-0.030,-0.500,-0.010
EarningsPerShareDiluted,,0.260,0.080,,0.110,0.240,0.040,-0.650,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,16000000.000,,,,-38000000.000,,,,-36000000.000,,,,8000000.000,,
EquityMethodInvestmentDividendsOrDistributions,0.000,,,,17000000.000,,,,0.000,,,,,,
GainLossOnSaleOfBusiness,,,,,,,,,,,,,,120000000.000,
GainLossOnSaleOfEquityInvestments,,,,,,,,,,,,,6000000.000,11000000.000,
GainLossOnSaleOfOtherInvestments,,,,,,,,,,,,,,11000000.000,
IncomeLossFromContinuingOperations,,,,,,,,,143000000.000,,,,0.000,,
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,,,,,,,,14000000.000,19000000.000,19000000.000,19000000.000,15000000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-438000000.000,-45000000.000,62000000.000,24000000.000,125000000.000,215000000.000,52000000.000,-336000000.000,52000000.000,155000000.000,-226000000.000,200000000.000,-1000000.000,-251000000.000,45000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,143000000.000,106000000.000,-128000000.000,114000000.000,0.000,-219000000.000,0.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,,,0.220,0.150,-0.260,0.170,-0.030,-0.500,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,46000000.000,-24000000.000,-2000000.000,-5000000.000,0.000,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,46000000.000,-24000000.000,-2000000.000,-5000000.000,0.000,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,,,,0.080,-0.040,0.000,-0.020,0.000,0.000,0.000
IncomeLossFromEquityMethodInvestments,13000000.000,17000000.000,23000000.000,37000000.000,25000000.000,16000000.000,7000000.000,10000000.000,8000000.000,15000000.000,2000000.000,5000000.000,-15000000.000,-238000000.000,-23000000.000
IncomeTaxExpenseBenefit,-476000000.000,-211000000.000,1000000.000,-5000000.000,37000000.000,52000000.000,18000000.000,27000000.000,-91000000.000,49000000.000,-98000000.000,86000000.000,-1000000.000,-32000000.000,45000000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,,,,,45000000.000
IncomeTaxesPaid,19000000.000,,,,19000000.000,,,,19000000.000,,,,34000000.000,,
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,-22000000.000,,,,-25000000.000,,,,74000000.000,,,,-258000000.000,,
IncreaseDecreaseInAccountsReceivableAndOtherOperatingAssets,74000000.000,,,,16000000.000,,,,94000000.000,,,,64000000.000,,
IncreaseDecreaseInIncomeTaxes,5000000.000,,,,21000000.000,,,,-109000000.000,,,,-35000000.000,,
IncreaseDecreaseInInventories,-32000000.000,,,,-46000000.000,,,,-30000000.000,,,,16000000.000,,
IncreaseDecreaseInPensionAndPostretirementObligations,-6000000.000,,,,-6000000.000,,,,-11000000.000,,,,-13000000.000,,
IncreaseDecreaseInRestrictedCash,,,,,,,,,,,,,-315000000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,700000.000,700000.000,800000.000,-1500000.000,400000.000,2300000.000,1400000.000,-4100000.000,1700000.000,1500000.000,0.000,-1300000.000,0.000,0.000,0.000
InterestIncomeExpenseNet,17000000.000,16000000.000,17000000.000,18000000.000,17000000.000,13000000.000,12000000.000,,,,,,,,
InterestIncomeExpenseNonoperatingNet,,,,,,,,,12000000.000,11000000.000,11000000.000,9000000.000,7000000.000,15000000.000,8000000.000
InterestPaid,,,,,,,,,,,,,,2000000.000,
InvestmentIncomeDividend,,,,,17000000.000,3000000.000,0.000,,,,,,,,
LitigationSettlementExpense,,,,,,,,,,,280000000.000,,,,0.000
LossContingencyDamagesPaidValue,,,,,,,,,,,,,250000000.000,,
MarketableSecuritiesRealizedGainLoss,,,,,29000000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
NetCashProvidedByUsedInDiscontinuedOperations,,,,,,,,,-35000000.000,,,,-3000000.000,,
NetCashProvidedByUsedInFinancingActivities,205000000.000,,,,-26000000.000,,,,-37000000.000,,,,-59000000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,205000000.000,,,,-26000000.000,,,,-37000000.000,,,,-59000000.000,,
NetCashProvidedByUsedInInvestingActivities,27000000.000,,,,-529000000.000,,,,-86000000.000,,,,-11000000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,27000000.000,,,,-529000000.000,,,,-86000000.000,,,,-11000000.000,,
NetCashProvidedByUsedInOperatingActivities,59000000.000,,,,183000000.000,,,,141000000.000,,,,-268000000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,59000000.000,,,,183000000.000,,,,141000000.000,,,,-268000000.000,,
NetIncomeLoss,27000000.000,151000000.000,48000000.000,13000000.000,65000000.000,143000000.000,23000000.000,-378000000.000,175000000.000,63000000.000,-149000000.000,90000000.000,-15000000.000,-289000000.000,-5000000.000
NetIncomeLossAttributableToNoncontrollingInterest,11000000.000,15000000.000,13000000.000,16000000.000,23000000.000,20000000.000,11000000.000,15000000.000,14000000.000,19000000.000,19000000.000,19000000.000,15000000.000,70000000.000,5000000.000
OperatingCostsAndExpenses,1295000000.000,1274000000.000,1259000000.000,1311000000.000,1314000000.000,1266000000.000,1216000000.000,1229000000.000,1199000000.000,1193000000.000,1084000000.000,1252000000.000,1157000000.000,1126000000.000,1101000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,201000000.000,-240000000.000,223000000.000,172000000.000,-474000000.000,-456000000.000,-315000000.000,62000000.000,-445000000.000,89000000.000,66000000.000,-108000000.000,56000000.000,-347000000.000,269000000.000
OtherComprehensiveIncomeLossNetOfTax,220000000.000,-240000000.000,230000000.000,131000000.000,-475000000.000,-421000000.000,-291000000.000,-29000000.000,-450000000.000,105000000.000,81000000.000,-181000000.000,43000000.000,-311000000.000,257000000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,,,,,,,,,-7000000.000,3000000.000,3000000.000,0.000,2000000.000,-9000000.000,14000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,-11000000.000,2000000.000,-12000000.000,57000000.000,-16000000.000,-15000000.000,-13000000.000,73000000.000,-15000000.000,-10000000.000,-16000000.000,73000000.000,-11000000.000,-20000000.000,2000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,,,,4000000.000,3000000.000,,4000000.000,2000000.000,4000000.000,4000000.000,3000000.000,5000000.000,1000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansTax,10000000.000,-2000000.000,11000000.000,-22000000.000,4000000.000,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,-1000000.000,0.000,,-21000000.000,26000000.000,10000000.000,-20000000.000,-25000000.000,9000000.000,14000000.000,3000000.000,-26000000.000,7000000.000,-3000000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,,,,10000000.000,16000000.000,4000000.000,-30000000.000,-12000000.000,5000000.000,7000000.000,0.000,-10000000.000,-2000000.000,
OtherNonoperatingGainsLosses,,,,,,,,,,,,,1000000.000,2000000.000,
OtherNonoperatingIncomeExpense,-441000000.000,-231000000.000,-1000000.000,20000000.000,48000000.000,10000000.000,12000000.000,5000000.000,5000000.000,-6000000.000,33000000.000,-14000000.000,17000000.000,123000000.000,-13000000.000
OtherOperatingActivitiesCashFlowStatement,-42000000.000,,,,-48000000.000,,,,-5000000.000,,,,-17000000.000,,
OtherSalesRevenueNet,124000000.000,120000000.000,119000000.000,130000000.000,157000000.000,138000000.000,123000000.000,132000000.000,103000000.000,135000000.000,117000000.000,146000000.000,128000000.000,138000000.000,128000000.000
PaymentsForProceedsFromOtherInvestingActivities,,,,,,,,,-5000000.000,,,,8000000.000,,
PaymentsForRepurchaseOfEquity,,,,,,,,,15000000.000,,,,0.000,,
PaymentsForRestructuring,49000000.000,29000000.000,12000000.000,17000000.000,12000000.000,5000000.000,11000000.000,24000000.000,26000000.000,28000000.000,17000000.000,25000000.000,22000000.000,36000000.000,33000000.000
PaymentsOfDividends,,,,,17000000.000,,,,16000000.000,,,,18000000.000,,
PaymentsOfDividendsMinorityInterest,12000000.000,,,,,,,,,,,,,,
PaymentsToAcquireBusinessesNetOfCashAcquired,2000000.000,,,,414000000.000,,,,16000000.000,,,,283000000.000,,
PaymentsToAcquireEquityMethodInvestments,0.000,,,,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,67000000.000,,,,114000000.000,,,,63000000.000,,,,49000000.000,,
ProceedsFromIncomeTaxRefunds,17000000.000,,,,3000000.000,,,,1000000.000,,,,0.000,,
ProceedsFromPaymentsForOtherFinancingActivities,,,,,-9000000.000,,,,-6000000.000,,,,-18000000.000,,
ProfitLoss,38000000.000,166000000.000,61000000.000,29000000.000,88000000.000,163000000.000,34000000.000,-363000000.000,189000000.000,82000000.000,-130000000.000,109000000.000,0.000,-219000000.000,0.000
RealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,,,,,,,,,,,,,,-21000000.000,
RedeemablePreferredStockDividends,,1000000.000,0.000,,,1000000.000,0.000,,,1000000.000,0.000,,,1000000.000,0.000
RepaymentsOfLongTermDebtAndCapitalSecurities,,,,,,,,,,,,,23000000.000,,
RestructuringAndRelatedCostExpectedCost,35000000.000,,,,,,,,,,,,,,
RestructuringCharges,27000000.000,24000000.000,10000000.000,18000000.000,4000000.000,17000000.000,10000000.000,53000000.000,17000000.000,22000000.000,24000000.000,26000000.000,20000000.000,47000000.000,21000000.000
RestructuringReserveTranslationAndOtherAdjustment,0.000,,-3000000.000,,0.000,-3000000.000,0.000,1000000.000,-4000000.000,0.000,0.000,-3000000.000,-1000000.000,0.000,
RestructuringSettlementAndImpairmentProvisions,27000000.000,36000000.000,10000000.000,21000000.000,4000000.000,17000000.000,10000000.000,424000000.000,17000000.000,22000000.000,,,,356000000.000,33000000.000
Revenues,2072000000.000,2238000000.000,2078000000.000,2186000000.000,2150000000.000,2280000000.000,2062000000.000,2141000000.000,2014000000.000,2161000000.000,1891000000.000,2226000000.000,1965000000.000,2116000000.000,1978000000.000
SalesRevenueNet,2072000000.000,2238000000.000,2078000000.000,2186000000.000,2150000000.000,2280000000.000,2062000000.000,2141000000.000,2014000000.000,2161000000.000,1891000000.000,2226000000.000,1965000000.000,2116000000.000,1978000000.000
SellingGeneralAndAdministrativeExpense,636000000.000,637000000.000,644000000.000,748000000.000,666000000.000,686000000.000,683000000.000,721000000.000,650000000.000,688000000.000,649000000.000,735000000.000,678000000.000,665000000.000,662000000.000
StockRepurchasedDuringPeriodValue,,,,,,,,,13000000.000,,,,0.000,,
StockholdersEquityOther,-17000000.000,,,,13000000.000,,,,12000000.000,,,,2000000.000,,
SubscriptionRevenue,679000000.000,661000000.000,665000000.000,683000000.000,683000000.000,656000000.000,650000000.000,665000000.000,639000000.000,621000000.000,615000000.000,694000000.000,621000000.000,595000000.000,618000000.000
WeightedAverageNumberOfDilutedSharesOutstanding,579500000.000,579600000.000,579800000.000,-1159200000.000,579900000.000,582500000.000,583200000.000,-1164600000.000,582700000.000,582700000.000,580200000.000,-1163100000.000,580800000.000,581400000.000,581600000.000
WeightedAverageNumberOfSharesOutstandingBasic,578800000.000,578900000.000,579000000.000,-1157700000.000,579500000.000,580200000.000,581800000.000,-1160500000.000,581000000.000,581200000.000,580200000.000,-1161800000.000,580800000.000,581400000.000,581600000.000
