,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdvertisingRevenue,958000000.000,1080000000.000,952000000.000,1029000000.000,920000000.000,1038000000.000,904000000.000,973000000.000,880000000.000,976000000.000,816000000.000,972000000.000,670000000.000,748000000.000,705000000.000
AllocatedShareBasedCompensationExpense,8000000.000,12000000.000,3000000.000,11000000.000,12000000.000,9000000.000,23000000.000,10000000.000,17000000.000,14000000.000,12000000.000,12000000.000,20000000.000,11000000.000,8000000.000
AssetImpairmentCharges,,12000000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,,,,,,,6000000.000,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain,,,,,,,,,,,29000000.000,,,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGainOrLoss,,,0.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,291000000.000,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,-372000000.000,,,,18000000.000,,,,-338000000.000,,
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,,,0.100
ComprehensiveIncomeNetOfTax,245000000.000,-81000000.000,273000000.000,141000000.000,-393000000.000,-270000000.000,-270000000.000,-406000000.000,-268000000.000,165000000.000,-71000000.000,-91000000.000,26000000.000,-591000000.000,238000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,2000000.000,-8000000.000,5000000.000,3000000.000,-17000000.000,-8000000.000,2000000.000,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,258000000.000,-74000000.000,291000000.000,160000000.000,-387000000.000,-258000000.000,-257000000.000,-392000000.000,-261000000.000,187000000.000,-49000000.000,-72000000.000,43000000.000,-530000000.000,257000000.000
CostMethodInvestmentsRealizedGainLoss,,,,,,,14000000.000,,,,0.000,,4000000.000,,
