,2011-12-31,2012-12-31
AmortizationOfDebtDiscountPremium,19723.000,
AssetImpairmentCharges,,106000.000
CashPeriodIncreaseDecrease,-5876.000,-644.000
ContributionsFromNoncontrollingInterests,,393.000
CostsAndExpenses,873096.000,1078760.000
EarningsPerShareBasicAndDiluted,-0.010,-0.010
EmployeeStockOwnershipPlanESOPDebtStructureDirectLoanEmployerCashPaymentsUsedForDebtService,,57000.000
ExplorationExpenseMining,182561.000,146456.000
FairValueAssumptionsExpectedDividendRate,,0.000
FairValueAssumptionsExpectedVolatilityRate,,0.000
FairValueAssumptionsRiskFreeInterestRate,,0.000
GeneralAndAdministrativeExpense,67968.000,18574.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-898473.000,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,194753.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-367777.000
IncomeTaxReconciliationNondeductibleExpense,,173024.000
IncreaseDecreaseInOtherAccruedLiabilities,104791.000,267670.000
InterestExpense,5654.000,2939.000
IssuanceOfStockAndWarrantsForServicesOrClaims,90800.000,210000.000
NetCashProvidedByUsedInFinancingActivities,585000.000,304170.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,585000.000,304170.000
NetCashProvidedByUsedInOperatingActivities,-590876.000,-304814.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-590876.000,-304814.000
NetIncomeLoss,-898473.000,-1081699.000
NonoperatingIncomeExpense,-25377.000,-2939.000
OperatingIncomeLoss,-873096.000,-1078760.000
ProceedsFromIssuanceOfCommonStock,585000.000,224000.000
ProceedsFromIssuanceOfDebt,75000.000,30000.000
ProceedsFromRelatedPartyDebt,,50170.000
ProfessionalFees,99282.000,44188.000
ShareBasedCompensation,13283.000,47822.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,-360000.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,0.500
StockIssued1,2500.000,
StockIssuedDuringPeriodSharesIssuedForCash,,200000.000
StockIssuedDuringPeriodValueIssuedForCash,,106000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,194753.000
