,2011-06-30,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30
AdjustmentForAmortization,,254271.000,,,,
AmortizationOfAcquiredIntangibleAssets,,,,,,297620.000
AmortizationOfIntangibleAssets,,,,,,297620.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-6055312.000,,,,-21378439.000
ComprehensiveIncomeNetOfTax,3753468.000,672047.000,2962700.000,1698530.000,4564675.000,3146850.000
CostOfRevenue,3014688.000,,,,,
CostOfServices,,7233030.000,5793920.000,5547069.000,5265719.000,7749835.000
Depreciation,,863051.000,,,,838680.000
EarningsPerShareBasic,0.110,0.020,0.080,0.070,0.150,0.090
EarningsPerShareDiluted,0.110,0.020,0.080,0.070,0.150,0.090
EffectOfExchangeRateOnCashAndCashEquivalents,,6181.000,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,,192926.000
GeneralAndAdministrativeExpense,65947.000,504522.000,625971.000,528073.000,1481622.000,480628.000
GrossProfit,3269272.000,3192956.000,5159891.000,4606282.000,5401487.000,3893492.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,3211243.000,652438.000,2455168.000,2003235.000,4534787.000,2620836.000
IncreaseDecreaseInAccountsPayable,,84330.000,,,,37971.000
IncreaseDecreaseInAccruedLiabilities,,,,,,151064.000
IncreaseDecreaseInCustomerDeposits,,-253197.000,,,,22977.000
IncreaseDecreaseInDeferredRevenue,,-9646959.000,,,,-10915545.000
IncreaseDecreaseInInventories,,-33254.000,,,,
IncreaseDecreaseInOtherCurrentAssets,,3827924.000,,,,
IncreaseDecreaseInOtherCurrentLiabilities,,135889.000,,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,,,,-279787.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,-2182316.000
InterestExpense,,2064612.000,2081035.000,2083241.000,-597483.000,822331.000
InterestPaid,,219635.000,,,,86778.000
InvestmentIncomeInterest,7918.000,28616.000,2283.000,8267.000,,
InvestmentIncomeNet,,,,,,30303.000
NetCashProvidedByUsedInFinancingActivities,,-3327923.000,,,,-15659594.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-3327923.000,,,,-15659594.000
NetCashProvidedByUsedInInvestingActivities,,-423612.000,,,,-1409517.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-423612.000,,,,-1409517.000
NetCashProvidedByUsedInOperatingActivities,,-2309958.000,,,,-4502254.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-2309958.000,,,,-4502254.000
NetIncomeLoss,3211243.000,652438.000,2455168.000,2003235.000,4534787.000,2620836.000
OperatingExpenses,65947.000,504522.000,625971.000,528073.000,1481622.000,480628.000
OperatingIncomeLoss,3203325.000,2688434.000,4533920.000,4078209.000,3919865.000,3412864.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,542225.000,19609.000,507532.000,-304705.000,,526014.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,526014.000
PaymentsToAcquirePropertyPlantAndEquipment,,423612.000,,,,589433.000
ProceedsFromIssuanceOfLongTermDebt,,,,,,7928579.000
ProceedsFromPaymentsForLongTermLoansForRelatedParties,,,,,,-820084.000
RepaymentsOfRelatedPartyDebt,,,,,,4570692.000
Revenues,6283960.000,,,,,
SalesRevenueNet,6283960.000,,,,,
SalesRevenueServicesNet,,10425986.000,10953811.000,10153351.000,10667206.000,11643327.000
ShareBasedCompensation,,31100.000,,,,60750.000
WeightedAverageNumberOfDilutedSharesOutstanding,30005862.000,30014528.000,30076288.000,30109677.000,-60106288.000,30182029.000
WeightedAverageNumberOfSharesOutstandingBasic,30005862.000,30014528.000,30076288.000,30109677.000,-60106288.000,30182029.000
