,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AdvertisingExpense,,,,305734.000
AdvertisingRevenue,,,,2755757.000
CashAcquiredFromAcquisition,,,,6932.000
CashAndCashEquivalentsPeriodIncreaseDecrease,96.000,-431.000,569.000,1508100.000
Communication,623.000,2596.000,4669.000,
ComprehensiveIncomeNetOfTax,,-127321.000,-128470.000,-4170677.000
CostOfRevenue,,,,840165.000
DebtInstrumentDecreaseForgiveness,-97294.000,-1662.000,0.000,
DepreciationAndAmortization,,524.000,904.000,889024.000
EarningsPerShareBasicAndDiluted,,,,-2.080
EffectOfExchangeRateOnCashAndCashEquivalents,-88.000,290.000,0.000,-14438.000
ExtinguishmentOfDebtAmount,-97294.000,-1662.000,0.000,
FacilityMembershipAndOperationsRevenue,,,,5854.000
FeesAndCommissions,,,,5217.000
ForeignCurrencyTransactionGainLossBeforeTax,-363.000,-52.000,0.000,
GeneralAndAdministrativeExpense,8060.000,13039.000,10383.000,1842604.000
GrossProfit,,,,2504070.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-42360.000,-128214.000,-128470.000,-4144413.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,13598.000
IncomeTaxesPaid,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayable,11921.000,,,3677.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-10851.000,-732.000,874109.000
IncreaseDecreaseInAccountsReceivable,,0.000,,143190.000
IncreaseDecreaseInAccruedTaxesPayable,,,,75589.000
IncreaseDecreaseInCustomerAdvancesAndDeposits,,,,409078.000
IncreaseDecreaseInDeferredRevenue,,,,52598.000
IncreaseDecreaseInOtherNoncurrentAssets,,,,330829.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,5781578.000
InterestExpense,37000.000,1375.000,0.000,
InterestIncomeExpenseNet,,,,1694.000
InterestPaid,0.000,0.000,0.000,0.000
LaborAndRelatedExpense,0.000,0.000,0.000,
NetCashProvidedByUsedInFinancingActivities,18702.000,70558.000,56867.000,10519026.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,18702.000,70558.000,56867.000,10519026.000
NetCashProvidedByUsedInInvestingActivities,,-3982.000,0.000,-886955.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-3982.000,0.000,-886955.000
NetCashProvidedByUsedInOperatingActivities,-18518.000,-67297.000,-56298.000,-8109533.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-18518.000,-67297.000,-56298.000,-8109533.000
NetIncomeLoss,-42360.000,-128214.000,-128470.000,-4158011.000
NonoperatingIncomeExpense,59931.000,235.000,0.000,-13737.000
OfficersCompensation,0.000,0.000,0.000,
OperatingExpenses,102291.000,128449.000,128470.000,6634746.000
OperatingIncomeLoss,-102291.000,-128449.000,-128470.000,-4130676.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,893.000,0.000,-12666.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,893.000,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,-12666.000
OtherNoncashIncome,0.000,0.000,0.000,
OtherNonoperatingIncomeExpense,,,,-15431.000
PaymentsToAcquirePropertyPlantAndEquipment,,3982.000,0.000,893887.000
ProceedsFromIssuanceOfCommonStock,0.000,0.000,0.000,
ProceedsFromOtherDebt,0.000,,,
ProceedsFromRelatedPartyDebt,0.000,0.000,0.000,
ProceedsFromRepaymentsOfOtherDebt,,,,63211.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,-7359103.000
ProfessionalFees,21539.000,35490.000,36254.000,
RentalIncomeNonoperating,,,,577407.000
RepaymentsOfOtherDebt,411.000,0.000,0.000,
RepaymentsOfRelatedPartyDebt,0.000,0.000,0.000,
ResearchAndDevelopmentExpense,,,,2116961.000
Revenues,,,,3344235.000
SalesRevenueNet,,,,3344235.000
SellingExpense,,,,2369447.000
TravelAndEntertainmentExpense,,,4260.000,
WeightedAverageNumberOfDilutedSharesOutstanding,100000000.000,100000000.000,100110440.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,2000000.000
