,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,,,717000.000
AllocatedShareBasedCompensationExpense,,1850000.000,469000.000,,1338000.000
AmortizationOfAboveAndBelowMarketLeases,-121000.000,,,,-105000.000
AmortizationOfFinancingCostsAndDiscounts,54000.000,,,,37000.000
AssetImpairmentCharges,,42615000.000,18967000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-9091000.000,,,,-28793000.000
CostOfRealEstateRevenue,2203000.000,1897000.000,3023000.000,3505000.000,3186000.000
DepreciationAmortizationAndAccretionNet,8241000.000,,,,5552000.000
GainLossOnSaleOfProperties,,,,,-3000.000
GainLossOnSaleOfPropertiesBeforeApplicableIncomeTaxes,,,0.000,,-3000.000
GeneralAndAdministrativeExpense,2877000.000,4205000.000,3508000.000,3566000.000,4078000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,4312000.000,-39001000.000,-21338000.000,-7613000.000,-6838000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,-6840000.000
IncomeTaxExpenseBenefit,4000.000,234000.000,2000.000,1000.000,2000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-344000.000,,,,5963000.000
IncreaseDecreaseInDeferredCharges,1581000.000,,,,842000.000
IncreaseDecreaseInOtherOperatingLiabilities,721000.000,,,,84000.000
IncreaseDecreaseInReceivables,525000.000,,,,-264000.000
IncreaseDecreaseInRestrictedCash,807000.000,,,,65000.000
IncreaseDecreaseInRestrictedCashForOperatingActivities,,,,,2106000.000
InterestCostsCapitalized,,,,,9000.000
InterestExpense,6545000.000,6159000.000,7143000.000,13299000.000,7365000.000
InterestPaid,7125000.000,,,,2407000.000
InvestmentIncomeInterestAndDividend,,,,,40000.000
LineOfCreditAssumed1,-15434000.000,,,,0.000
NetCashProvidedByUsedInFinancingActivities,-19820000.000,,,,-31362000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-19820000.000,,,,-31362000.000
NetCashProvidedByUsedInInvestingActivities,-882000.000,,,,-328000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-882000.000,,,,-328000.000
NetCashProvidedByUsedInOperatingActivities,11611000.000,,,,2897000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,11611000.000,,,,2897000.000
NetIncomeLoss,4308000.000,-39235000.000,-21340000.000,-7614000.000,-6840000.000
NetIncomeLossAttributableToNoncontrollingInterest,0.000,0.000,0.000,0.000,
NoncashOrPartNoncashDivestitureAmountOfConsiderationReceived1,66647000.000,,,,0.000
OperatingExpenses,15738000.000,57566000.000,34552000.000,16552000.000,16349000.000
OperatingIncomeLoss,10859000.000,-32731000.000,-14195000.000,3123000.000,486000.000
OperatingLeasesIncomeStatementLeaseRevenue,23425000.000,22290000.000,17272000.000,16955000.000,14763000.000
OtherNonoperatingGainsLosses,-2000.000,-111000.000,0.000,0.000,3000.000
OtherRealEstateRevenue,221000.000,60000.000,168000.000,217000.000,489000.000
PaymentsForLeasingCosts,44000.000,,,,0.000
PaymentsOfDistributionsToAffiliates,19718000.000,,,,0.000
PaymentsOfFinancingCosts,,,,,-65000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,994000.000
PaymentsToAcquireAndDevelopRealEstate,31000.000,,,,263000.000
PaymentsToMinorityShareholders,0.000,,,,
ProceedsFromContributionsFromAffiliates,20195000.000,,,,0.000
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,,,,,1833000.000
ProfitLoss,4308000.000,-39235000.000,-21340000.000,-7614000.000,-6840000.000
RealEstateRevenueNet,26597000.000,24835000.000,20357000.000,19675000.000,16835000.000
RealEstateTaxExpense,2425000.000,1837000.000,2886000.000,3591000.000,3461000.000
ShareBasedCompensation,,,,,1338000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,,,,,1228571.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,0.350
StraightLineRent,-858000.000,,,,451000.000
TenantReimbursements,2951000.000,2485000.000,2917000.000,2503000.000,1583000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,863975978.000,864890967.000,,865591047.000
