,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27
LiabilitiesAndStockholdersEquity,82926000.000,84371000.000,84645000.000,83069000.000,81070000.000,76128000.000,74625000.000,57310000.000,59132000.000,53079000.000,51971000.000,52405000.000,51075000.000,53740000.000
LiabilitiesCurrent,19396000.000,23243000.000,22361000.000,22062000.000,19855000.000,22003000.000,26807000.000,26733000.000,20541000.000,22578000.000,26370000.000,36421000.000,28085000.000,42936000.000
LinesOfCreditCurrent,,,,,,,,,,,,11600000.000,,16141000.000
MarketableSecurities,,,,,,,,,,,0.000,,,
NotesPayableCurrent,1455000.000,1463000.000,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,110772000.000,,,,113005000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,24648000.000,,,,24625000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,9250000.000,,,,9161000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,14373000.000,,,,11893000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,16703000.000,,,,17066000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,20557000.000,,,,21084000.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,25241000.000,,,,29176000.000,,,
OtherAssetsNoncurrent,8176000.000,9380000.000,8877000.000,9726000.000,9040000.000,10708000.000,10119000.000,641000.000,636000.000,1449000.000,1384000.000,1330000.000,1158000.000,827000.000
OtherCommitment,,,,,,,1292000.000,,,,,,,
OtherCommitmentDueInNextTwelveMonths,,,,,,,600000.000,,,,,,,
OtherCommitmentDueInSecondYear,,,,,,,600000.000,,,,,,,
OtherCommitmentDueInThirdYear,,,,,,,92000.000,,,,,,,
OtherLiabilitiesNoncurrent,12922000.000,12280000.000,11487000.000,11267000.000,10387000.000,9628000.000,8777000.000,9869000.000,9508000.000,9285000.000,8818000.000,8343000.000,7959000.000,8173000.000
PrepaidExpenseAndOtherAssetsCurrent,4787000.000,5323000.000,1572000.000,2347000.000,2516000.000,2068000.000,2224000.000,2131000.000,1679000.000,1354000.000,1272000.000,1920000.000,1922000.000,1556000.000
PropertyPlantAndEquipmentGross,,,,,86467000.000,88038000.000,87305000.000,87298000.000,87954000.000,88277000.000,86830000.000,87457000.000,87684000.000,86745000.000
PropertyPlantAndEquipmentNet,21716000.000,20651000.000,18937000.000,19367000.000,20166000.000,20522000.000,20177000.000,19810000.000,19933000.000,19814000.000,18221000.000,19123000.000,19769000.000,19599000.000
PurchaseObligation,,,,,,,38954000.000,,,,,,,
PurchaseObligationDueInNextTwelveMonths,,,,,,,38954000.000,,,,,,,
ReceivablesNetCurrent,2426000.000,2304000.000,3403000.000,3346000.000,2359000.000,2294000.000,2200000.000,3070000.000,2299000.000,2610000.000,2806000.000,2309000.000,3060000.000,3637000.000
RestructuringReserveNoncurrent,,,,,,,,598000.000,399000.000,237000.000,75000.000,,,
RetainedEarningsAccumulatedDeficit,41954000.000,40132000.000,42008000.000,40800000.000,41831000.000,35455000.000,29930000.000,11425000.000,8267000.000,270000.000,-4504000.000,-14043000.000,-21967000.000,-34482000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,,,,800000.000,,,,1065693.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,,,77247.000,,,,950693.000,,,
SharePrice,,,,,,,2.420,,,,5.410,,,
StockholdersEquity,,48848000.000,50797000.000,49740000.000,50828000.000,44497000.000,39041000.000,20708000.000,29083000.000,21216000.000,16783000.000,7641000.000,15031000.000,2631000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,50608000.000,,,,,,,,,,,,,
TaxesPayableCurrent,,,,,1672000.000,1491000.000,2130000.000,1875000.000,1874000.000,1733000.000,2418000.000,1959000.000,1730000.000,1831000.000
TreasuryStockShares,3682199.000,3682199.000,3682199.000,3682199.000,3682199.000,3682199.000,3682199.000,3682199.000,3682199.000,3682199.000,3682199.000,3682199.000,3682199.000,3725695.000
TreasuryStockValue,39795000.000,39795000.000,39795000.000,39795000.000,39795000.000,39795000.000,39795000.000,39795000.000,39795000.000,39795000.000,39795000.000,39795000.000,39795000.000,39906000.000
UnrecognizedTaxBenefits,,,,,,,,0.000,0.000,0.000,,0.000,0.000,0.000
