,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,286.000,,15907.000,,,,7414.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,922798.000,1063417.000,852359.000,566095.000,-607831.000,1774259.000
CashAndCashEquivalentsPeriodIncreaseDecrease,34064.000,-186479.000,442736.000,,-30397.000,,,,-2574.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,0.000,0.000,0.000,,0.000,,,,0.000
ComprehensiveIncomeNetOfTax,,,-146935.000,-158879.000,-69985.000,-146023.000,-176978.000,-98333.000,-138788.000
Depreciation,2273.000,2270.000,2007.000,,1890.000,,,,2581.000
EarningsPerShareBasicAndDiluted,-0.030,-0.020,-0.020,-0.020,-0.010,-0.020,-0.040,0.010,-0.020
EffectOfExchangeRateOnCashAndCashEquivalents,5352.000,-15265.000,639.000,,-2.000,,,,-2.000
GeneralAndAdministrativeExpense,91716.000,97066.000,69973.000,45822.000,16226.000,57715.000,57277.000,87314.000,73765.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-225367.000,-164970.000,-144421.000,-158280.000,-67955.000,-156314.000,-166284.000,-78259.000,-140543.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayableTrade,-35505.000,27754.000,-41423.000,,-68043.000,,,,-41340.000
IncreaseDecreaseInAccountsReceivable,4340.000,53030.000,-37113.000,,107.000,,,,-98193.000
IncreaseDecreaseInEmployeeRelatedLiabilities,3264.000,3020.000,2876.000,,2909.000,,,,3035.000
IncreaseDecreaseInOtherAccountsPayable,-68815.000,-47277.000,11504.000,,36544.000,,,,67972.000
IncreaseDecreaseInOtherCurrentAssets,10609.000,-29696.000,10766.000,,-10800.000,,,,-3215.000
InterestExpense,25261.000,5045.000,15104.000,13436.000,17185.000,2749.000,3421.000,34789.000,10076.000
InterestExpenseRelatedParty,0.000,0.000,0.000,,0.000,,,,0.000
InterestOnConvertibleDebtNetOfTax,-18465.000,-16936.000,-4267.000,,-3200.000,,,,-5547.000
NetCashProvidedByUsedInFinancingActivities,346756.000,10126.000,573400.000,,54359.000,,,,3255.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,346756.000,10126.000,573400.000,,54359.000,,,,3255.000
NetCashProvidedByUsedInInvestingActivities,-4711.000,-1332.000,-571.000,,-19899.000,,,,-11901.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-4711.000,-1332.000,-571.000,,-19899.000,,,,-11901.000
NetCashProvidedByUsedInOperatingActivities,-313333.000,-180008.000,-130732.000,,-64855.000,,,,6074.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-313333.000,-180008.000,-130732.000,,-64855.000,,,,6074.000
NetIncomeLoss,,-164970.000,-144421.000,-158280.000,-67955.000,-156314.000,-166284.000,-78259.000,-140543.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,-140543.000
OperatingIncomeLoss,-200106.000,-159925.000,-129317.000,-144844.000,-50770.000,-153565.000,-162863.000,-43470.000,-130467.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,-2514.000,-599.000,-2030.000,10291.000,-10694.000,-20074.000,1755.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,-2514.000,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,-2030.000,,,,1755.000
PaymentsToAcquirePropertyPlantAndEquipment,0.000,1420.000,3859.000,,14812.000,,,,10999.000
ProceedsFromBankDebt,,,,,,,,,0.000
ProceedsFromIssuanceOfCommonStock,0.000,0.000,0.000,,0.000,,,,0.000
ProceedsFromIssuanceOfConvertiblePreferredStock,,,563400.000,,0.000,,,,0.000
ProceedsFromRelatedPartyDebt,0.000,0.000,0.000,,0.000,,,,0.000
ProceedsFromRepaymentsOfShortTermDebt,-1362.000,126.000,0.000,,54359.000,,,,3255.000
ResearchAndDevelopmentExpense,175479.000,155264.000,160287.000,143676.000,183060.000,129398.000,170127.000,231655.000,178784.000
SalesRevenueServicesNet,67089.000,92405.000,100943.000,44654.000,148516.000,33548.000,64541.000,275499.000,122082.000
ShareBasedCompensation,7301.000,5593.000,286.000,,15907.000,,,,7414.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,,0.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,,0.500,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,,0.030,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,,,5306.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,48000.000,,,,
StockIssuedDuringPeriodSharesConversionOfUnits,,,,,782500.000,,,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,571225.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,8553587.000,8744865.000,9336087.000,9336087.000,-18226733.000,9336087.000
