,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableCurrent,520000000.000,465000000.000,480000000.000,472000000.000,440000000.000,438000000.000,446000000.000,409000000.000,410000000.000,408000000.000,436000000.000,390000000.000,376000000.000,416000000.000,406000000.000,384000000.000,375000000.000,379000000.000,372000000.000,351000000.000,330000000.000
AccountsReceivableNetCurrent,717000000.000,755000000.000,749000000.000,745000000.000,729000000.000,782000000.000,763000000.000,681000000.000,662000000.000,716000000.000,686000000.000,659000000.000,644000000.000,745000000.000,704000000.000,688000000.000,647000000.000,678000000.000,628000000.000,626000000.000,532000000.000
AccruedRentCurrentAndNoncurrent,,,,,,64000000.000,,,,97000000.000,,,,81000000.000,,,,62000000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,533000000.000,,,,580000000.000,,,,586000000.000,,,,612000000.000,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,,,,,,0.000,,,,0.000,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,,,938000000.000,934000000.000,925000000.000,1150000000.000,1133000000.000,1126000000.000,1116000000.000,1368000000.000,1353000000.000,1350000000.000,1429000000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,-13000000.000,,,,-56000000.000,-71000000.000,-71000000.000,-67000000.000,-49000000.000,-39000000.000,27000000.000,2000000.000,-15000000.000,-6000000.000,-35000000.000,-25000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1063000000.000,-1178000000.000,-1142000000.000,-1126000000.000,-1206000000.000,-1126000000.000,-1139000000.000,-1129000000.000,-1106000000.000,-1006000000.000,-1010000000.000,-1007000000.000,-994000000.000,-1200000000.000,-1173000000.000,-1100000000.000,-1115000000.000,-1384000000.000,-1360000000.000,-1386000000.000,-1455000000.000
AdditionalPaidInCapitalCommonStock,2690000000.000,2692000000.000,2726000000.000,2728000000.000,2924000000.000,2926000000.000,2927000000.000,2929000000.000,2932000000.000,2937000000.000,2943000000.000,2951000000.000,2957000000.000,2962000000.000,2969000000.000,2973000000.000,2977000000.000,2981000000.000,2985000000.000,2989000000.000,2993000000.000
Assets,8703000000.000,8546000000.000,8399000000.000,8331000000.000,8236000000.000,8194000000.000,8065000000.000,7850000000.000,7702000000.000,7672000000.000,7589000000.000,7447000000.000,7297000000.000,7257000000.000,7148000000.000,7011000000.000,6920000000.000,6862000000.000,6792000000.000,6686000000.000,6462000000.000
AssetsCurrent,1728000000.000,1717000000.000,1656000000.000,1711000000.000,1569000000.000,1644000000.000,1582000000.000,1539000000.000,1473000000.000,1554000000.000,1540000000.000,1579000000.000,1500000000.000,1512000000.000,1483000000.000,1449000000.000,1389000000.000,1372000000.000,1379000000.000,1331000000.000,1159000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,
