,2012-12-31,2013-03-31
CurrentIncomeTaxExpenseBenefit,-4421.000,-9776.000
DeferredIncomeTaxExpenseBenefit,4421.000,9776.000
EarningsPerShareBasicAndDiluted,0.000,-0.010
GeneralAndAdministrativeExpense,2915.000,1283.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-13002.000,-28754.000
InterestExpense,937.000,938.000
LegalFees,0.000,2889.000
NetIncomeLoss,-13002.000,-28754.000
OperatingExpenses,12065.000,27816.000
OperatingIncomeLoss,-12065.000,-27816.000
ProfessionalFees,9150.000,26533.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,4000000.000,4000000.000
