,2011-06-30,2011-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,2030.000,4612.000
Assets,6457548.000,6436825.000
CashAndCashEquivalentsAtCarryingValue,5986271.000,6421972.000
DueToRelatedPartiesCurrentAndNoncurrent,6980.000,6716.000
EquityMethodInvestments,,12409.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,468833.000,
Liabilities,9010.000,11328.000
LiabilitiesAndStockholdersEquity,6457548.000,6436825.000
OtherAssets,2444.000,2444.000
PartnersCapital,6448538.000,6425497.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6448538.000,6425497.000
