,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,,,,,302259000.000,264125000.000,273634000.000,275131000.000
AccountsPayableCurrent,130654000.000,152623000.000,183695000.000,179871000.000,182149000.000,208019000.000,281868000.000,320645000.000,300056000.000,296559000.000,420087000.000,401088000.000,435589000.000,381953000.000,400619000.000,270997000.000,233929000.000,193329000.000,223927000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,7147000.000,8621000.000,11295000.000,12009000.000,5934000.000
AccountsReceivableNetCurrent,,,,221343000.000,,,,188250000.000,,,,266560000.000,,,,274211000.000,,,
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,,13977000.000,13946000.000,7097000.000,5669000.000,5348000.000,18074000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,9914000.000,,,,10619000.000,,,,11528000.000,,,,19415000.000,,,
AccruedLiabilitiesCurrent,134030000.000,135763000.000,168168000.000,171451000.000,215930000.000,231719000.000,419497000.000,391352000.000,435483000.000,496384000.000,494626000.000,437847000.000,426747000.000,338588000.000,348229000.000,360006000.000,273750000.000,277147000.000,285893000.000
AccruedSalariesCurrent,,,,12600000.000,,,,15356000.000,,,,11377000.000,,,,19625000.000,,,
AccumulatedAmortizationDeferredFinanceCosts,11432000.000,12839000.000,13809000.000,13194000.000,14462000.000,15726000.000,17091000.000,18567000.000,20218000.000,21829000.000,23449000.000,25083000.000,26702000.000,,29726000.000,31298000.000,32984000.000,26245000.000,27856000.000
AccumulatedAmortizationOfOtherDeferredCosts,2028000.000,2106000.000,2184000.000,2262000.000,2340000.000,2418000.000,2496000.000,2574000.000,2652000.000,2730000.000,2808000.000,2886000.000,3761000.000,3042000.000,3120000.000,3198000.000,3250000.000,3250000.000,0.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,327286000.000,363398000.000,401729000.000,438062000.000,478771000.000,520766000.000,568670000.000,624548000.000,688724000.000,732482000.000,807398000.000,890598000.000,992101000.000,1061151000.000,1159764000.000,1270624000.000,1370931000.000,1490582000.000,1617998000.000
AssetRetirementObligation,,,,6818000.000,,,,8548000.000,,,,9996000.000,,,,11966000.000,,,
AssetRetirementObligationLegallyRestrictedAssetsFairValue,,,,,,,,,,,,0.000,,,,0.000,,,
Assets,3617386000.000,3735025000.000,3986201000.000,4070425000.000,4445647000.000,5134598000.000,6237143000.000,6835716000.000,7720554000.000,8200883000.000,8917716000.000,9396423000.000,9942247000.000,10183390000.000,10561565000.000,10980778000.000,11273767000.000,11359559000.000,11659307000.000
AssetsCurrent,287698000.000,341556000.000,474067000.000,446107000.000,617071000.000,355342000.000,716852000.000,656639000.000,932018000.000,693892000.000,680296000.000,514500000.000,534653000.000,746435000.000,556589000.000,537653000.000,597724000.000,407285000.000,403218000.000
CashAndCashEquivalentsAtCarryingValue,73152000.000,95035000.000,159177000.000,117016000.000,350634000.000,125462000.000,415064000.000,347899000.000,654170000.000,354554000.000,328153000.000,85305000.000,123481000.000,299412000.000,98036000.000,108887000.000,236284000.000,45162000.000,28067000.000
DebtInstrumentUnamortizedDiscount,1595000.000,1550000.000,1499000.000,1050000.000,1021000.000,992000.000,8258000.000,8061000.000,7479000.000,7296000.000,7113000.000,6929000.000,6746000.000,,6379000.000,6196000.000,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,,,,,,,,,-4463000.000,6837000.000,6648000.000
DeferredFinanceCostsNoncurrentNet,35158000.000,33975000.000,34043000.000,41798000.000,40530000.000,41581000.000,52085000.000,51145000.000,56995000.000,55384000.000,53764000.000,52132000.000,51183000.000,49841000.000,48335000.000,52919000.000,58336000.000,55592000.000,54154000.000
DeferredRevenue,,,,19383000.000,,,,33139000.000,,,,55621000.000,,,,63889000.000,,,
DeferredTaxAssetsCapitalLossCarryforwards,,,,971000.000,,,,904000.000,,,,,,,,,,,
DeferredTaxAssetsGrossCurrent,,,,,,,,,,,,24178000.000,,,,632000.000,,,
DeferredTaxAssetsGrossNoncurrent,,,,23524000.000,,,,13557000.000,,,,23042000.000,,,,52199000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,-78779000.000,,,,-186037000.000,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,14885000.000,14885000.000,6544000.000,6544000.000,5281000.000,2993000.000,1199000.000,15455000.000,23200000.000,17205000.000,13575000.000,6552000.000,9000.000,10000.000,10000.000,10000.000
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,-93664000.000,-99783000.000,-156783000.000,-199574000.000,-191318000.000,-211091000.000,-244422000.000,-260035000.000,,,,,,,,
DeferredTaxAssetsNetCurrent,16090000.000,16090000.000,16090000.000,14885000.000,,,,5281000.000,,,,23200000.000,,,,632000.000,,,
DeferredTaxAssetsNetNoncurrent,5425000.000,,,22547000.000,,,,12653000.000,,,,23042000.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,18134000.000,,,,424000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,101000.000,,,,1000.000,,,,,,,,,,,
DeferredTaxAssetsStateTaxes,,,,,,,,,,,,74000.000,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,2103000.000,,,,2624000.000,,,,3328000.000,,,,3501000.000,,,
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,,,,,,,978000.000,,,,,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,977000.000,,,,904000.000,,,,,,,,,,,
DeferredTaxLiabilities,,,,,,,,,,,,264366000.000,,,,357490000.000,,,
DeferredTaxLiabilitiesCurrent,11000.000,11000.000,11000.000,,,,,,,,,,,,,239000.000,332000.000,331000.000,1395000.000
DeferredTaxLiabilitiesGrossNoncurrent,,,,,,,,,,,,-310608000.000,,,,409459000.000,,,
DeferredTaxLiabilitiesNoncurrent,1666000.000,6860000.000,28765000.000,116211000.000,,,,203971000.000,,,,287566000.000,301646000.000,305525000.000,321247000.000,357260000.000,353351000.000,342938000.000,348565000.000
DerivativeAssetFairValueGrossLiability,,,,,,,,,9759000.000,10094000.000,12157000.000,7017000.000,5174000.000,3947000.000,,,,,
DerivativeAssetFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,,,,,,,,,,,,,,,4598000.000,37428000.000,29425000.000,22101000.000,34692000.000
