,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,3985000000.000,4334000000.000,4302000000.000,4170000000.000,2987000000.000,2491000000.000,3118000000.000,2365000000.000,2040000000.000,1980000000.000,2334000000.000,2281000000.000,2590000000.000,2475000000.000
AccrualForEnvironmentalLossContingencies,,93000000.000,91000000.000,92000000.000,87000000.000,82000000.000,75000000.000,,,,,,,,
AccrualForEnvironmentalLossContingenciesGross,,,,,,,,297000000.000,197000000.000,185000000.000,176000000.000,160000000.000,160000000.000,147000000.000,139000000.000
AccruedEnvironmentalLossContingenciesCurrent,,11000000.000,12000000.000,13000000.000,13000000.000,13000000.000,11000000.000,197000000.000,96000000.000,81000000.000,69000000.000,59000000.000,57000000.000,61000000.000,59000000.000
AccruedEnvironmentalLossContingenciesNoncurrent,,82000000.000,79000000.000,79000000.000,74000000.000,69000000.000,64000000.000,100000000.000,101000000.000,104000000.000,107000000.000,101000000.000,103000000.000,86000000.000,80000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,1673000000.000,1732000000.000,1817000000.000,1871000000.000,1927000000.000,1973000000.000,2070000000.000,2123000000.000,2202000000.000,2227000000.000,2273000000.000,2315000000.000,2371000000.000,2432000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,-77000000.000,-89000000.000,-118000000.000,-118000000.000,-159000000.000,-237000000.000,-120000000.000,-208000000.000,-203000000.000,-292000000.000,-355000000.000,-374000000.000,-228000000.000,-219000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-97000000.000,-233000000.000,-142000000.000,-308000000.000,-467000000.000,-843000000.000,-673000000.000,-985000000.000,-1081000000.000,-963000000.000,-1036000000.000,-1081000000.000,-1009000000.000,-973000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,5000000.000,4000000.000,5000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,3000000.000,3000000.000,3000000.000
AssetRetirementObligation,,34000000.000,,,,36000000.000,,,,35000000.000,,,,44000000.000,
Assets,0.000,21453000000.000,21808000000.000,22594000000.000,22926000000.000,23983000000.000,23596000000.000,24754000000.000,24088000000.000,24142000000.000,24225000000.000,25075000000.000,25411000000.000,26103000000.000,27508000000.000
AssetsCurrent,,4965000000.000,4934000000.000,5170000000.000,5161000000.000,4181000000.000,3455000000.000,3946000000.000,2961000000.000,2972000000.000,2784000000.000,3605000000.000,3776000000.000,4275000000.000,4214000000.000
CashAndCashEquivalentsAtCarryingValue,,43000000.000,32000000.000,28000000.000,35000000.000,404000000.000,460000000.000,30000000.000,25000000.000,30000000.000,40000000.000,37000000.000,34000000.000,50000000.000,41000000.000
CommercialPaper,,,,,,,,512000000.000,678000000.000,,,,,,
CommercialPaperNoncurrent,,,,,,,,373000000.000,208000000.000,,,,,,
ContractualObligation,,1157000000.000,,,,1321000000.000,,,,2379000000.000,,,,2333000000.000,
ContractualObligationDueAfterFifthYear,,428000000.000,,,,463000000.000,,,,914000000.000,,,,782000000.000,
ContractualObligationDueInFifthYear,,94000000.000,,,,105000000.000,,,,237000000.000,,,,225000000.000,
ContractualObligationDueInFourthYear,,128000000.000,,,,140000000.000,,,,255000000.000,,,,250000000.000,
ContractualObligationDueInNextTwelveMonths,,190000000.000,,,,224000000.000,,,,350000000.000,,,,452000000.000,
ContractualObligationDueInSecondYear,,164000000.000,,,,213000000.000,,,,336000000.000,,,,331000000.000,
ContractualObligationDueInThirdYear,,153000000.000,,,,176000000.000,,,,287000000.000,,,,293000000.000,
CustomerAdvancesCurrent,,117000000.000,105000000.000,157000000.000,181000000.000,180000000.000,130000000.000,115000000.000,110000000.000,88000000.000,52000000.000,93000000.000,62000000.000,89000000.000,81000000.000
DebtAndCapitalLeaseObligations,,8343000000.000,8217000000.000,8703000000.000,9120000000.000,10585000000.000,9875000000.000,10612000000.000,11210000000.000,11931000000.000,10459000000.000,11379000000.000,11620000000.000,11839000000.000,11220000000.000
DebtCurrent,,1113000000.000,879000000.000,763000000.000,976000000.000,1287000000.000,553000000.000,915000000.000,681000000.000,999000000.000,715000000.000,1302000000.000,1384000000.000,1715000000.000,1341000000.000
DebtInstrumentUnamortizedDiscount,,15000000.000,14000000.000,16000000.000,16000000.000,18000000.000,17000000.000,16000000.000,18000000.000,,,,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,15000000.000,,,,18000000.000,,,,,,,,,
DeferredFinanceCostsNoncurrentGross,,,,,,94000000.000,,,,,,,,,
DeferredIncomeTaxAssetsNet,,,,,,,,1848000000.000,1849000000.000,1835000000.000,1907000000.000,1893000000.000,1886000000.000,1876000000.000,2221000000.000
DeferredIncomeTaxLiabilities,,398000000.000,,,,442000000.000,,,,383000000.000,,,,435000000.000,
DeferredTaxAssetsDerivativeInstruments,,,,,,,,,,,,,,49000000.000,
DeferredTaxAssetsGross,,1068000000.000,,,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,726000000.000,,,,1292000000.000,,,,1472000000.000,,,,1514000000.000,
DeferredTaxAssetsNet,,1124000000.000,,,,1734000000.000,,,,1855000000.000,,,,1949000000.000,
DeferredTaxAssetsNetNoncurrent,,,,,,1705000000.000,1850000000.000,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,11000000.000,,,,54000000.000,,,,105000000.000,,,,191000000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,56000000.000,,,,29000000.000,,,,20000000.000,,,,24000000.000,
DeferredTaxLiabilitiesDerivatives,,,,,,71000000.000,,,,30000000.000,,,,0.000,
DeferredTaxLiabilitiesOther,,,,,,49000000.000,,,,41000000.000,,,,41000000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,398000000.000,,,,322000000.000,,,,312000000.000,,,,394000000.000,
DerivativeAssetCollateralObligationToReturnCashOffset,,,,,,133000000.000,112000000.000,46000000.000,121000000.000,156000000.000,17000000.000,,,,
DerivativeAssetFairValueGrossLiability,,148000000.000,77000000.000,62000000.000,45000000.000,262000000.000,52000000.000,63000000.000,39000000.000,38000000.000,83000000.000,188000000.000,123000000.000,350000000.000,92000000.000
DerivativeAssets,,146000000.000,107000000.000,98000000.000,73000000.000,98000000.000,82000000.000,75000000.000,84000000.000,86000000.000,81000000.000,139000000.000,101000000.000,168000000.000,99000000.000
DerivativeCollateralRightToReclaimCash,,161000000.000,43000000.000,66000000.000,35000000.000,,,,,,,274000000.000,,,
DerivativeFairValueOfDerivativeAsset,,133000000.000,141000000.000,94000000.000,83000000.000,493000000.000,246000000.000,184000000.000,244000000.000,280000000.000,181000000.000,53000000.000,82000000.000,108000000.000,96000000.000
DerivativeFairValueOfDerivativeLiability,,157000000.000,83000000.000,75000000.000,77000000.000,384000000.000,250000000.000,92000000.000,127000000.000,110000000.000,294000000.000,396000000.000,344000000.000,481000000.000,183000000.000
DerivativeInstrumentsAndHedgesNoncurrent,,30000000.000,,,,27000000.000,,,,9000000.000,,,,1000000.000,
DerivativeLiabilities,,9000000.000,6000000.000,13000000.000,32000000.000,122000000.000,198000000.000,29000000.000,88000000.000,72000000.000,211000000.000,208000000.000,221000000.000,131000000.000,91000000.000
DerivativeLiabilityCollateralRightToReclaimCashOffset,,,,,,,,,,,,,142000000.000,410000000.000,95000000.000
DerivativeLiabilityFairValueGrossAsset,,148000000.000,77000000.000,62000000.000,45000000.000,262000000.000,52000000.000,63000000.000,39000000.000,38000000.000,83000000.000,188000000.000,123000000.000,350000000.000,92000000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,193000000.000,,,,146000000.000,,,,74000000.000,,,,135000000.000,
EquityMethodInvestmentDifferenceBetweenCarryingAmountAndUnderlyingEquity,,,,,,763000000.000,,,,760000000.000,,,,736000000.000,
EquityMethodInvestmentSummarizedFinancialInformationCurrentAssets,,,,,,184000000.000,,,,365000000.000,,,,303000000.000,
EquityMethodInvestmentSummarizedFinancialInformationCurrentLiabilities,,,,,,142000000.000,,,,231000000.000,,,,241000000.000,
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentAssets,,,,,,2303000000.000,,,,2901000000.000,,,,3558000000.000,
EquityMethodInvestmentSummarizedFinancialInformationNoncurrentLiabilities,,,,,,222000000.000,,,,184000000.000,,,,162000000.000,
EquityMethodInvestments,,485000000.000,506000000.000,545000000.000,582000000.000,1735000000.000,1784000000.000,1841000000.000,1954000000.000,2027000000.000,2097000000.000,2161000000.000,2216000000.000,2343000000.000,2469000000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,254000000.000,,,,310000000.000,,,,327000000.000,,,,361000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,59000000.000,,,,52000000.000,,,,44000000.000,,,,42000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,36000000.000,,,,33000000.000,,,,31000000.000,,,,30000000.000,
