,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AmortizationOfIntangibleAssets,4.000,4.000,4.000,4000.000,4000.000,7996.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,55877.000,,,
ComprehensiveIncomeNetOfTax,,,-801.000,,481000.000,
DepreciationAmortizationAndAccretionNet,,,1621.000,,,
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,,0.000,0.000,
EarningsPerShareBasic,-0.390,-0.210,0.010,-0.090,-0.010,0.050
EarningsPerShareDiluted,-0.390,-0.210,0.010,-0.090,-0.010,0.050
FederalDepositInsuranceCorporationPremiumExpense,868.000,496.000,574.000,559000.000,550000.000,1113426.000
FeesAndCommissionsDepositorAccounts,216.000,174.000,146.000,147000.000,152000.000,294854.000
GainLossOnSaleOfPropertyPlantEquipment,,,0.000,,,
GainLossOnSaleOfSecuritiesNet,57.000,-1.000,2523.000,0.000,380000.000,2754477.000
GainsLossesOnSalesOfOtherRealEstate,,,-676.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-8185.000,-4208.000,719.000,-1543000.000,274000.000,2636281.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,-721.000,,,
IncreaseDecreaseInDeposits,,,-926.000,,,
IncreaseDecreaseInInterestPayableNet,,,-40.000,,,
InformationTechnologyAndDataProcessing,408.000,393.000,416.000,441000.000,422000.000,863584.000
InterestAndDividendIncomeOperating,12755.000,11697.000,9619.000,9645000.000,9145000.000,18102381.000
InterestAndFeeIncomeLoansAndLeases,10963.000,10152.000,8541.000,8566000.000,7950000.000,15961459.000
InterestAndFeeIncomeLoansHeldForSaleMortgages,3.000,5.000,10.000,8000.000,10000.000,27990.000
InterestExpense,4253.000,3535.000,2600.000,2380000.000,2253000.000,4733400.000
InterestExpenseDeposits,3377.000,2643.000,1971.000,1758000.000,1633000.000,3491029.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesLongTerm,854.000,862.000,598.000,599000.000,605000.000,1201402.000
InterestExpenseShortTermBorrowings,22.000,30.000,31.000,23000.000,15000.000,40969.000
InterestIncomeDepositsWithFinancialInstitutions,34.000,34.000,37.000,33000.000,31000.000,62963.000
InterestIncomeExpenseAfterProvisionForLoanLoss,1686.000,3018.000,4421.000,5985000.000,6882000.000,12873579.000
InterestIncomeExpenseNet,8502.000,8162.000,7019.000,7265000.000,6892000.000,13368981.000
InterestIncomeSecuritiesTaxExempt,160.000,153.000,144.000,133000.000,134000.000,295856.000
