,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AmortizationOfFinancingCosts,494000.000,,,488000.000,,,,494000.000,
AmortizationOfIntangibleAssets,323000.000,325000.000,324000.000,325000.000,325000.000,323000.000,323000.000,322000.000,320000.000
BusinessCombinationAcquisitionRelatedCosts,200000.000,0.000,107000.000,895000.000,0.000,0.000,-121000.000,0.000,854000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-50000.000,,,284000.000,,,,1137000.000,
ComprehensiveIncomeNetOfTax,,,,-4935000.000,-2797000.000,-3390000.000,-5176000.000,-7606000.000,-4689000.000
CostOfGoodsAndServicesSold,47860000.000,50717000.000,52288000.000,46018000.000,54259000.000,54283000.000,57250000.000,50528000.000,52451000.000
DeferredIncomeTaxExpenseBenefit,333000.000,,,-182000.000,,,,-259000.000,
Depreciation,3598000.000,,3700000.000,3979000.000,4040000.000,4063000.000,6247000.000,4146000.000,4120000.000
DepreciationNonproduction,109000.000,111000.000,112000.000,129000.000,129000.000,109000.000,116000.000,87000.000,88000.000
EffectOfExchangeRateOnCashAndCashEquivalents,14000.000,,,-6000.000,,,,92000.000,
FairValueInputsPrepaymentRate,,,,,,,,1.070,1.060
FiniteLivedIntangibleAssetsUsefulLifeMaximum,,,20.000,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,-17000.000,26000.000,-80000.000,-53000.000,-104000.000,-100000.000,50000.000,-100000.000,-342000.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,-709000.000,,,
GainsLossesOnExtinguishmentOfDebt,,0.000,0.000,,,,,,
GoodwillTranslationAdjustments,,,,-39000.000,,,,-99000.000,
GrossProfit,7139000.000,8381000.000,8398000.000,6702000.000,8402000.000,8937000.000,5105000.000,6597000.000,7822000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-3073000.000,-1444000.000,-1805000.000,-4194000.000,-1839000.000,-2212000.000,-5135000.000,-6769000.000,-3785000.000
IncomeTaxExpenseBenefit,629000.000,822000.000,1039000.000,483000.000,525000.000,512000.000,407000.000,474000.000,543000.000
IncomeTaxesPaid,65000.000,,,277000.000,,,,32000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-4398000.000,,,-1734000.000,,,,-3140000.000,
IncreaseDecreaseInAccountsReceivable,-3390000.000,,,-3313000.000,,,,-3631000.000,
IncreaseDecreaseInInterestPayableNet,-4334000.000,,,-4297000.000,,,,-4297000.000,
IncreaseDecreaseInInventories,469000.000,,,3284000.000,,,,1379000.000,
IncreaseDecreaseInOtherOperatingCapitalNet,-29000.000,,,50000.000,,,,110000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-630000.000,,,-1367000.000,,,,-1519000.000,
InterestAndDebtExpense,4935000.000,4910000.000,4919000.000,4909000.000,4900000.000,4918000.000,4892000.000,,
InterestExpense,4935000.000,4910000.000,4919000.000,4909000.000,4900000.000,4918000.000,4892000.000,4931000.000,5051000.000
InterestPaid,8759000.000,,,8713000.000,,,,8730000.000,
LineOfCreditFacilityIncreaseDecreaseForPeriodNet,,,,,,,,,5000000.000
NetCashProvidedByUsedInFinancingActivities,6729000.000,,,7936000.000,,,,13855000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,6729000.000,,,7936000.000,,,,13855000.000,
NetCashProvidedByUsedInInvestingActivities,-2673000.000,,,-2900000.000,,,,-6402000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-2673000.000,,,-2900000.000,,,,-6402000.000,
NetCashProvidedByUsedInOperatingActivities,-4106000.000,,,-4752000.000,,,,-6316000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-4106000.000,,,-4752000.000,,,,-6316000.000,
NetIncomeLoss,-3702000.000,-2266000.000,-2844000.000,-4677000.000,-2364000.000,-2724000.000,-5542000.000,-7243000.000,-4328000.000
OperatingExpenses,5277000.000,4915000.000,5284000.000,5987000.000,5341000.000,6231000.000,5348000.000,8435000.000,6556000.000
OperatingIncomeLoss,1862000.000,3466000.000,3114000.000,715000.000,3061000.000,2706000.000,-243000.000,-1838000.000,1266000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,-258000.000,-433000.000,-666000.000,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,-363000.000,-361000.000
PaidInKindInterest,0.000,,,,,,,,
