,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,,,,,,,,,,,,,,25000.000,,,,
AmortizationOfDebtDiscountPremium,,,,5250.000,,,,4500.000,,,,5750.000,,,,6000.000,,,,6830.000
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,,,,6250.000
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,,,6250.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,10146.000,,,,-8642.000,,,,20144.000,,,,-65.000,,,,-1986.000
CashPeriodIncreaseDecrease,,-100.000,,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,-9030.000,-7993.000,,,,,,,,,,,,,,,,,,
CostOfGoodsSold,,,,,,,,,,,,,,,,,,,,557.000
DebtInstrumentConvertibleConversionRatio,,,,1.000,,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,4000.000,,,,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,0.000,0.000,-0.002,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.003,-0.002
EffectOfExchangeRateOnCashAndCashEquivalents,,-837.000,,802.000,,,,,,,,,,,,,,,,
ExplorationAndProductionCosts,0.000,0.000,,,,,,,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossUnrealized,,-818.000,,,,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,4161.000,2299.000,531.000,3373.000,3769.000,3543.000,7494.000,4766.000,19082.000,15229.000,16248.000,15402.000,6224.000,1137.000,10825.000,5759.000,2973.000,4617.000,25507.000,6549.000
GrossProfit,,,,,,,,,,,,,,,,,,,,863.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-531.000,-3373.000,-3769.000,-3543.000,-7494.000,-4766.000,-19082.000,-15229.000,-16247.000,-15402.000,-6224.000,-1137.000,-10825.000,-5759.000,-2973.000,-4617.000,-25348.000,-11936.000
IncomeTaxesPaid,,0.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,-11180.000,,,,-3876.000,,,,10546.000,,,,5694.000,,,,3335.000
IncreaseDecreaseInAccountsReceivable,,2207.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInNotesPayableCurrent,,1705.000,,,,,,,,,,,,,,,,,,
InterestExpenseDebt,,,500.000,,,,,,,,,,,,,,,,,
InterestExpenseOther,-4863.000,4876.000,6131.000,6118.000,5356.000,5363.000,5352.000,5339.000,6381.000,7343.000,7329.000,7283.000,8551.000,7536.000,7527.000,7537.000,7487.000,7583.000,7458.000,8360.000
InterestPaid,,4876.000,,6118.000,,,,5399.000,,,,7282.000,,,,7537.000,,,,8360.000
NetCashProvidedByUsedInFinancingActivities,,1705.000,,24765.000,,,,,,,,25000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,1705.000,,24765.000,,,,,,,,25000.000,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,0.000,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-968.000,,-15421.000,,,,-8642.000,,,,-4856.000,,,,-65.000,,,,-1986.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-968.000,,-15421.000,,,,-8642.000,,,,-4856.000,,,,-65.000,,,,-1986.000
NetIncomeLoss,-9024.000,-7175.000,-6662.000,-9491.000,-9125.000,-8906.000,-12846.000,-10105.000,-25463.000,-22572.000,-23576.000,-22685.000,-14775.000,-8673.000,-18352.000,-13296.000,-10460.000,-12200.000,-30133.000,-20296.000
OperatingExpenses,4161.000,2299.000,531.000,3373.000,3769.000,3543.000,7494.000,4766.000,19082.000,15229.000,16247.000,15402.000,6224.000,1137.000,10825.000,5759.000,2973.000,4617.000,25507.000,12800.000
OperatingIncomeLoss,-4161.000,-2299.000,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,,,,1244.000,,,,2872.000,,,,-2164.000,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax,,,-1259.000,802.000,1260.000,-780.000,1388.000,1244.000,-1345.000,1672.000,1497.000,2873.000,-772.000,2682.000,1071.000,-2164.000,-27.000,476.000,-1394.000,
OtherComprehensiveIncomeLossBeforeTax,,,-7921.000,-8689.000,-7865.000,-9686.000,-11458.000,-8861.000,-26808.000,-20900.000,-22079.000,-19813.000,-15547.000,-5991.000,-17280.000,-15460.000,-10487.000,-11724.000,-31527.000,-20296.000
ProceedsFromConvertibleDebt,,,,25000.000,,,,,,,,25000.000,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,0.000,,,,,,,,,,,,,,,,,,
ProceedsFromNotesPayable,,,,65.000,,,,,,,,,,,,,,,,
ProceedsFromRelatedPartyDebt,,,,-300.000,,,,,,,,,,,,,,,,
Revenues,0.000,0.000,0.000,,,,,0.000,0.000,0.000,,,0.000,,,,0.000,,,1420.000
SalesRevenueNet,0.000,0.000,0.000,,,,,0.000,0.000,0.000,,,0.000,,,,0.000,,,1420.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,113020000.000,113020000.000,113020000.000,113020000.000,-226040000.000,113020000.000,113020000.000,113020000.000,-327758000.000,11302000.000,11302000.000,11302000.000,-22604000.000,11302000.000,11302000.000,11302000.000,-22604000.000,11302000.000
