,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfDebtDiscountPremium,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,
AmortizationOfFinancingCosts,679000.000,702000.000,707000.000,707000.000,707000.000,707000.000,,707000.000,707000.000,,,707000.000,,,346000.000
AssetImpairmentCharges,1016000.000,2400000.000,854000.000,540000.000,1500000.000,704000.000,1270000.000,788000.000,1377000.000,2586000.000,883000.000,1891000.000,950000.000,1127000.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,19703000.000,,,,23075000.000,,,,17831000.000,,,,3206000.000
CostsAndExpenses,105415000.000,107637000.000,106866000.000,105656000.000,108663000.000,107480000.000,108377000.000,108871000.000,110240000.000,112151000.000,109334000.000,110999000.000,112238000.000,112787000.000,110989000.000
DeferredIncomeTaxExpenseBenefit,,,0.000,,,,,,,,,,,,
DepreciationAmortizationAndAccretionNet,49820000.000,49770000.000,50300000.000,49816000.000,50705000.000,50905000.000,51520000.000,51461000.000,51819000.000,53025000.000,52358000.000,52116000.000,52624000.000,52263000.000,52629000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,44566000.000,45295000.000,44871000.000,44775000.000,45833000.000,45176000.000,44830000.000,45796000.000,46063000.000,45395000.000,44825000.000,45749000.000,47239000.000,47900000.000,46753000.000
GainsLossesOnExtinguishmentOfDebt,-43000.000,-1000.000,0.000,0.000,0.000,0.000,,,,,,,-10273000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,32138000.000,29985000.000,36724000.000,34118000.000,31137000.000,30426000.000,29113000.000,29265000.000,28620000.000,27172000.000,31427000.000,27875000.000,17004000.000,29945000.000,33154000.000
IncomeTaxExpenseBenefit,12649000.000,12007000.000,0.000,200000.000,100000.000,102000.000,101000.000,105000.000,103000.000,-1042000.000,86000.000,83000.000,84000.000,-921000.000,88000.000
IncreaseDecreaseDueFromAffiliates,-56559000.000,-30815000.000,-51934000.000,-49653000.000,-48626000.000,-54111000.000,-50399000.000,-55219000.000,-57315000.000,-68667000.000,-64889000.000,-64621000.000,-65168000.000,-85816000.000,-89571000.000
IncreaseDecreaseInAccountsPayableTrade,,,-541000.000,,,,-376000.000,,,,-812000.000,,,,-868000.000
IncreaseDecreaseInInterestPayableNet,,,12599000.000,,,,12599000.000,,,,12599000.000,,,,9622000.000
IncreaseDecreaseInOtherOperatingAssets,,,12271000.000,,,,5867000.000,,,,4157000.000,,,,-4214000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,6729000.000,,,,7214000.000,,,,3213000.000,,,,4279000.000
IncreaseDecreaseInReceivables,,,1766000.000,,,,-684000.000,,,,198000.000,,,,-1675000.000
InterestExpenseDebt,12463000.000,12595000.000,12599000.000,12598000.000,12599000.000,12599000.000,,12599000.000,12599000.000,,,12599000.000,,,9623000.000
InterestPaid,,,0.000,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-51934000.000,,,,-50399000.000,,,,-64889000.000,,,,-89571000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-51934000.000,,,,-50399000.000,,,,-64889000.000,,,,-89571000.000
NetCashProvidedByUsedInInvestingActivities,,,-21698000.000,,,,-23289000.000,,,,-13214000.000,,,,-12186000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-21698000.000,,,,-23289000.000,,,,-13214000.000,,,,-12186000.000
NetCashProvidedByUsedInOperatingActivities,,,93335000.000,,,,96763000.000,,,,95934000.000,,,,104963000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,93335000.000,,,,96763000.000,,,,95934000.000,,,,104963000.000
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,,,,33918000.000,31037000.000,,29012000.000,,,,,,,,
OperatingIncomeLoss,45312000.000,43401000.000,50036000.000,47430000.000,44283000.000,43671000.000,42398000.000,42576000.000,41783000.000,40880000.000,44740000.000,41185000.000,40285000.000,40071000.000,42092000.000
OperatingLeasesIncomeStatementLeaseRevenue,150727000.000,151038000.000,156902000.000,153086000.000,152946000.000,151151000.000,150775000.000,151447000.000,152023000.000,153031000.000,154074000.000,152184000.000,152523000.000,152858000.000,153081000.000
OtherNonoperatingIncomeExpense,11000.000,-118000.000,-6000.000,-7000.000,160000.000,61000.000,21000.000,-5000.000,143000.000,-403000.000,-7000.000,-4000.000,-74000.000,-157000.000,1031000.000
PaymentsToAcquireProductiveAssets,,,21698000.000,,,,23289000.000,,,,13214000.000,,,,12186000.000
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,,,0.000,,,,,,,,,,,,
ProfitLoss,19489000.000,17978000.000,36724000.000,33918000.000,31037000.000,30324000.000,29012000.000,29160000.000,28517000.000,28214000.000,31341000.000,27792000.000,16920000.000,30866000.000,33066000.000
RepaymentsOfOtherLongTermDebt,,,0.000,,,,,,,,,,,,
