,2012-03-31,2012-09-30
AdvertisingExpense,1136789.000,2353126.000
CashAndCashEquivalentsPeriodIncreaseDecrease,2758723.000,
ComprehensiveIncomeNetOfTax,1229269.000,1710785.000
CurrentIncomeTaxExpenseBenefit,410584.000,535219.000
DeferredIncomeTaxExpenseBenefit,36500.000,18896.000
DepreciationAndAmortization,277995.000,253992.000
EarningsPerShareBasicAndDiluted,0.080,0.120
EffectOfExchangeRateOnCashAndCashEquivalents,18323.000,
GeneralAndAdministrativeExpense,1076649.000,655722.000
GoldProductsAndServicesRevenue,,311235.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1637156.000,2256074.000
IncomeTaxExpenseBenefit,447084.000,554115.000
IncreaseDecreaseInAccountsPayable,41462.000,
IncreaseDecreaseInAccountsReceivable,885101.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,186529.000,
IncreaseDecreaseInCustomerDeposits,2590689.000,
IncreaseDecreaseInDueToAffiliatesCurrent,555086.000,
IncreaseDecreaseInDueToRelatedParties,53235.000,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,67377.000,
IncreaseDecreaseInOtherReceivables,19825.000,
InformationTechnologyAndDataProcessing,317626.000,368523.000
InterestPaid,270814.000,
LaborAndRelatedExpense,1819640.000,2128532.000
NetCashProvidedByUsedInInvestingActivities,-414961.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-414961.000,
NetCashProvidedByUsedInOperatingActivities,3173684.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,3173684.000,
NetIncomeLoss,1190072.000,1701959.000
OfficersCompensation,196263.000,355345.000
OperatingExpenses,8310375.000,9431209.000
OperatingLeasesRentExpenseNet,189662.000,561802.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,39197.000,8826.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,39197.000,8826.000
OtherIncome,6117.000,11288.000
OtherInterestAndDividendIncome,270814.000,406239.000
PaymentsToAcquireIntangibleAssets,257745.000,
PaymentsToAcquireMachineryAndEquipment,0.000,
PaymentsToAcquirePropertyPlantAndEquipment,157216.000,
ProceedsFromRepaymentsOfRelatedPartyDebt,0.000,
ProfitLoss,1190072.000,1701959.000
ProvisionForDoubtfulAccounts,0.000,672991.000
Revenues,9941414.000,11675995.000
SalesRevenueNet,9935297.000,11664707.000
WeightedAverageNumberOfDilutedSharesOutstanding,14660029.000,14660029.000
