,2011-06-30,2011-09-30
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,-8000.000
GainLossOnSalesOfLoansNet,71000.000,4000.000
InterestAndFeeIncomeLoansAndLeasesHeldForSale,280000.000,397000.000
InterestIncomeDomesticDeposits,168000.000,75000.000
InterestIncomeOperating,448000.000,777000.000
InterestIncomeSecuritiesMortgageBacked,,305000.000
NetIncomeLoss,230000.000,591000.000
NetIncomeLossAvailableToCommonStockholdersBasic,230000.000,-243000.000
OperatingExpenses,289000.000,182000.000
OtherGeneralAndAdministrativeExpense,183000.000,78000.000
Revenues,519000.000,773000.000
SalesRevenueNet,519000.000,773000.000
