,2011-07-01,2011-09-30,2012-03-30,2012-06-29,2012-09-28,2013-03-29,2013-06-28,2013-09-27,2014-07-04,2014-10-03,2015-04-03,2015-07-03,2015-10-02
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,-1000000.000,,,,,,,,,,
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostNetOfTax,,,2000000.000,-1000000.000,-1000000.000,1000000.000,0.000,1000000.000,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,5000000.000,-4000000.000,6000000.000,-1000000.000,-5000000.000,3000000.000,3000000.000,-9000000.000,-8000000.000,0.000,-25000000.000
OtherNoncashIncomeExpense,,,10000000.000,,,-3000000.000,,,,,5000000.000,,
OtherNonoperatingExpense,,,,10000000.000,9000000.000,-1000000.000,0.000,0.000,1000000.000,1000000.000,0.000,-1000000.000,1000000.000
PaymentsForRepurchaseOfCommonStock,,,,,,,,,,,5000000.000,,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,,,,,,,10000000.000,,
PaymentsToAcquireOtherProductiveAssets,,,19000000.000,,,16000000.000,,,,,15000000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,20000000.000,,,22000000.000,,,,,50000000.000,,
ProceedsFromDebtNetOfIssuanceCosts,,,481000000.000,,,2707000000.000,,,,,0.000,,
ProceedsFromInsuranceSettlementOperatingActivities,,,61000000.000,,,0.000,,,,,,,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,,,,,,27000000.000,,,,,24000000.000,,
ProceedsFromIssuanceOrSaleOfEquity,,,,,,,,,,,0.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,5000000.000,,,,,,,
ProceedsFromStockOptionsExercised,,,6000000.000,,,,,,,,,,
RecognitionOfDeferredRevenue,,,,,,-11000000.000,,,,,,,
RepaymentsOfLongTermDebtAndCapitalSecurities,,,526000000.000,,,2711000000.000,,,,,277000000.000,,
ResearchAndDevelopmentExpense,207000000.000,200000000.000,181000000.000,188000000.000,187000000.000,182000000.000,187000000.000,191000000.000,219000000.000,213000000.000,222000000.000,216000000.000,197000000.000
Revenues,1223000000.000,1142000000.000,950000000.000,1029000000.000,1009000000.000,981000000.000,1038000000.000,1085000000.000,1191000000.000,1213000000.000,1169000000.000,1198000000.000,1120000000.000
SalesRevenueNet,1223000000.000,1142000000.000,950000000.000,1029000000.000,1009000000.000,981000000.000,1038000000.000,1085000000.000,1191000000.000,1213000000.000,1169000000.000,1198000000.000,1120000000.000
SellingGeneralAndAdministrativeExpense,137000000.000,129000000.000,102000000.000,116000000.000,110000000.000,111000000.000,115000000.000,120000000.000,128000000.000,122000000.000,121000000.000,123000000.000,115000000.000
ShareBasedCompensation,,,9000000.000,,,12000000.000,,,,,24000000.000,,
TaxAdjustmentsSettlementsAndUnusualProvisions,,,,,,,,5000000.000,2000000.000,-4000000.000,3000000.000,9000000.000,1000000.000
UnrecognizedTaxBenefitsPeriodIncreaseDecrease,,,,,,,,44000000.000,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,215000000.000,248000000.000,251000000.000,250000000.000,251000000.000,256000000.000,259000000.000,261000000.000,308000000.000,309000000.000,315000000.000,318000000.000,318000000.000
WeightedAverageNumberOfSharesOutstandingBasic,213000000.000,246000000.000,247000000.000,248000000.000,249000000.000,252000000.000,255000000.000,258000000.000,303000000.000,304000000.000,307000000.000,310000000.000,311000000.000
WriteOffOfDeferredDebtIssuanceCost,,,,,,,7000000.000,,,,,,
