,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AmortizationOfDebtDiscountPremium,,,,,,,,,,,2000000.000,
AmortizationOfFinancingCosts,,,9000000.000,,,,7000000.000,,,,3000000.000,
CapitalLeaseObligationsIncurred,,,,,,,1000000.000,,,,5000000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-15000000.000,,,,-2000000.000,,,,26000000.000,
ComprehensiveIncomeNetOfTax,,,-12000000.000,-23000000.000,-41000000.000,-173000000.000,-8000000.000,-105000000.000,-27000000.000,55000000.000,-30000000.000,7000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,-1000000.000,,1000000.000,,,2000000.000,,,2000000.000,1000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-11000000.000,-23000000.000,-40000000.000,-175000000.000,-8000000.000,-103000000.000,-27000000.000,56000000.000,-28000000.000,8000000.000
CostOfGoodsSold,310000000.000,313000000.000,322000000.000,301000000.000,296000000.000,272000000.000,,,,,,
CostOfRevenue,,,,,,,333000000.000,326000000.000,313000000.000,294000000.000,353000000.000,337000000.000
CostsAndExpenses,464000000.000,458000000.000,484000000.000,443000000.000,462000000.000,475000000.000,479000000.000,481000000.000,454000000.000,454000000.000,497000000.000,491000000.000
CreditDerivativeLiquidationProceedsPercentage,,,,,,,0.200,,,,,
DebtIssuanceCosts,,,,,,,,21000000.000,,,,
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,3000000.000,
Depreciation,,,,36000000.000,36000000.000,,32000000.000,29000000.000,30000000.000,35000000.000,37000000.000,37000000.000
DepreciationDepletionAndAmortization,57000000.000,56000000.000,57000000.000,56000000.000,56000000.000,58000000.000,52000000.000,49000000.000,51000000.000,54000000.000,56000000.000,57000000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,1000000.000,7000000.000,,2000000.000,-8000000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,,,1000000.000,,-15000000.000,,,,,
DerivativeInstrumentsLossRecognizedInOtherComprehensiveIncomeEffectivePortion,,,,,,,,,,,1000000.000,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,312000000.000,,,,,,,,,,,
EquityMethodInvestmentRealizedGainLossOnDisposal,,,,,,,,,,,,52000000.000
ExtinguishmentOfDebtGainLossNetOfTax,,,,,5000000.000,,,-49000000.000,,,,
FairValueInputsEntityCreditRisk,,,,,,,,,,,0.150,
FairValueInputsProbabilityOfDefault,,,,,,,0.200,,,,0.020,
ForeignCurrencyTransactionGainLossUnrealized,,,6000000.000,,,,,,,,,
GainLossOnInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,2000000.000,,,,,,,,1000000.000,
GainsLossesOnExtinguishmentOfDebt,,,,,5000000.000,,,-49000000.000,,,-5000000.000,-9000000.000
IncomeLossFromContinuingOperations,-10000000.000,-26000000.000,-12000000.000,-20000000.000,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-6000000.000,-23000000.000,-1000000.000,-14000000.000,-39000000.000,-92000000.000,-1000000.000,-97000000.000,-26000000.000,-59000000.000,-13000000.000,16000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,-40000000.000,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,4000000.000,,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,4000000.000,5000000.000,-3000000.000,2000000.000,7000000.000,-80000000.000,2000000.000,,6000000.000,,-4000000.000,1000000.000
IncomeTaxExpenseBenefit,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,-1000000.000,11000000.000,6000000.000,7000000.000,-4000000.000,10000000.000,12000000.000
IncomeTaxesPaidNet,,,3000000.000,,,,6000000.000,,,,7000000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,20000000.000,,,,-2000000.000,,,,42000000.000,
IncreaseDecreaseInAccountsReceivable,,,47000000.000,,,,60000000.000,,,,55000000.000,
IncreaseDecreaseInOtherCurrentAssets,,,11000000.000,,,,12000000.000,,,,-4000000.000,
InterestCostsIncurredCapitalized,,,,,1000000.000,,1000000.000,,,,2000000.000,3000000.000
InterestExpense,72000000.000,74000000.000,67000000.000,77000000.000,71000000.000,75000000.000,70000000.000,104000000.000,83000000.000,85000000.000,83000000.000,87000000.000
InterestPaidNet,,,86000000.000,,,,88000000.000,,,,57000000.000,
NetCashProvidedByUsedInFinancingActivities,,,-29000000.000,,,,42000000.000,,,,39000000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-29000000.000,,,,42000000.000,,,,39000000.000,
NetCashProvidedByUsedInInvestingActivities,,,,,,,-23000000.000,,,,-36000000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,-23000000.000,,,,-36000000.000,
NetCashProvidedByUsedInOperatingActivities,,,29000000.000,,,,-21000000.000,,,,23000000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,29000000.000,,,,-21000000.000,,,,23000000.000,
NetIncomeLoss,306000000.000,-26000000.000,-11000000.000,-20000000.000,-41000000.000,-164000000.000,-10000000.000,-105000000.000,-27000000.000,-50000000.000,-29000000.000,4000000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,-1000000.000,,1000000.000,,,2000000.000,,,2000000.000,1000000.000
OperatingIncomeLoss,66000000.000,51000000.000,66000000.000,63000000.000,27000000.000,-18000000.000,69000000.000,56000000.000,57000000.000,26000000.000,75000000.000,60000000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,,,,-2000000.000,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,2000000.000,,,,,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,,,,,,-1000000.000,5000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,-2000000.000,2000000.000,,-3000000.000,-5000000.000,6000000.000,-3000000.000,1000000.000,1000000.000
OtherComprehensiveIncomeLossNetOfTax,,,,-3000000.000,,,2000000.000,,,,-1000000.000,3000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,,,,,,,,1000000.000,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,,,,,,-2000000.000,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,-2000000.000,1000000.000,-2000000.000,0.000,5000000.000,,,,,
OtherOperatingActivitiesCashFlowStatement,,,18000000.000,,,,-5000000.000,,,,-12000000.000,
PaidInKindInterest,,,,,,,,,,,6000000.000,
PaymentsForDerivativeInstrumentFinancingActivities,,,1000000.000,,,,7000000.000,,,,,
PaymentsForProceedsFromDerivativeInstrumentInvestingActivities,,,16000000.000,,,,,,,,,
PaymentsOfDebtExtinguishmentCosts,,,,,,,,,,,3000000.000,
PaymentsToAcquireEquityMethodInvestments,,,,,,,,,,,10000000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,-15000000.000,,,,23000000.000,,,,26000000.000,
ProceedsFromDerivativeInstrumentFinancingActivities,,,,,,,2000000.000,,,,3000000.000,
ProceedsFromLongTermLinesOfCredit,,,,,,,53000000.000,,,,50000000.000,
ProceedsFromShortTermDebt,,,25000000.000,,,,,,,,,
ProfitLoss,306000000.000,-26000000.000,-12000000.000,-20000000.000,-40000000.000,-164000000.000,-10000000.000,-103000000.000,-27000000.000,-49000000.000,-27000000.000,5000000.000
PropertyPlantAndEquipmentAdditions,,,,,,,24000000.000,,,,31000000.000,
RepaymentsOfLongTermCapitalLeaseObligations,,,4000000.000,,,,4000000.000,,,,7000000.000,
RepaymentsOfLongTermDebt,,,,,,,,,,,4000000.000,
RepaymentsOfSecuredDebt,,,,,,,,,,,4000000.000,
RepaymentsOfShortTermDebt,,,35000000.000,,,,,,,,,
RestructuringCharges,1000000.000,,,,,,,,,,,
Revenues,530000000.000,509000000.000,550000000.000,506000000.000,489000000.000,457000000.000,548000000.000,537000000.000,511000000.000,480000000.000,572000000.000,551000000.000
SalesRevenueNet,530000000.000,509000000.000,550000000.000,506000000.000,489000000.000,457000000.000,548000000.000,537000000.000,511000000.000,480000000.000,572000000.000,551000000.000
SellingGeneralAndAdministrativeExpense,96000000.000,89000000.000,105000000.000,86000000.000,110000000.000,145000000.000,94000000.000,106000000.000,90000000.000,106000000.000,88000000.000,97000000.000
ShareBasedCompensation,,,2000000.000,,,,,,,,1000000.000,
StockGrantedDuringPeriodValueSharebasedCompensation,,,,,,,,,,,1000000.000,
UnrealizedGainLossOnDerivatives,,,,,,,-7000000.000,,,,1000000.000,
