,2011-12-31,2012-12-31,2013-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,4284.000,-13571.000,-586.000
DebtInstrumentIncreaseAccruedInterest,,10074.000,
EarningsPerShareBasic,-0.000,-0.000,-0.000
EarningsPerShareDiluted,-0.000,-0.000,-0.000
GeneralAndAdministrativeExpense,20566.000,23696.000,26731.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,7000.000,
IncreaseDecreaseInAccountsPayable,1500.000,-1500.000,1145.000
IncreaseDecreaseInInterestPayableNet,,11721.000,13968.000
IncreaseDecreaseInPrepaidExpense,-1625.000,1625.000,
InterestExpense,-9798.000,,13968.000
InterestExpenseRelatedParty,,-11721.000,
NetCashProvidedByUsedInFinancingActivities,25000.000,10000.000,25000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,25000.000,10000.000,25000.000
NetCashProvidedByUsedInOperatingActivities,-20716.000,-23571.000,-25586.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-20716.000,-23571.000,-25586.000
NetIncomeLoss,,-35417.000,
OperatingExpenses,20566.000,23696.000,26731.000
OperatingIncomeLoss,-20566.000,-23696.000,-26731.000
OtherExpenses,-9798.000,,-13968.000
OtherOperatingIncomeExpenseNet,,-11721.000,
ProceedsFromRelatedPartyDebt,25000.000,10000.000,25000.000
ProfitLoss,-30364.000,,-40699.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,,0.000,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,,0.000,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,8200.000
WeightedAverageNumberOfDilutedSharesOutstanding,17300709.000,17300709.000,17300709.000
WeightedAverageNumberOfSharesOutstandingBasic,17300709.000,17300709.000,17300709.000
