,2014-09-30,2015-03-31,2015-06-30,2015-09-30
AssetImpairmentCharges,,113999.000,117987.000,4677.000
CashPeriodIncreaseDecrease,,-259174.000,,
Depreciation,,1190.000,,
EarningsPerShareBasic,-0.180,-0.440,-0.070,-0.040
EarningsPerShareDiluted,-0.180,-0.440,-0.070,-0.040
GeneralAndAdministrativeExpense,119915.000,330586.000,288458.000,381370.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-695047.000,-3561943.000,-589794.000,-424259.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,44008.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-3770.000,,
InterestExpense,1776.000,1088.000,1341.000,862.000
NetCashProvidedByUsedInFinancingActivities,,269187.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,269187.000,,
NetCashProvidedByUsedInInvestingActivities,,-245655.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-245655.000,,
NetCashProvidedByUsedInOperatingActivities,,287706.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-282706.000,,
NetIncomeLoss,-695047.000,-3561943.000,-589794.000,-424259.000
NonoperatingIncomeExpense,-101776.000,-1088.000,-1341.000,-862.000
OperatingExpenses,593271.000,3560855.000,588453.000,423397.000
OperatingIncomeLoss,-593271.000,-3560855.000,-588453.000,-423397.000
PaymentsToAcquireOtherPropertyPlantAndEquipment,,124123.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,7533.000,,
ProceedsFromIssuanceOfCommonStock,,269235.000,,
ProceedsFromSaleOfNotesReceivable,,-113999.000,,
ProvisionForDoubtfulAccounts,92898.000,,,
RepaymentsOfNotesPayable,,48.000,,
ShareBasedCompensation,380458.000,3116270.000,182008.000,37350.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,0.310,,
StockIssuedDuringPeriodSharesIssuedForCash,,460496.000,,
StockIssuedDuringPeriodValueIssuedForCash,,269235.000,,
StockOptionPlanExpense,,3116270.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,3907675.000,8064521.000,8702323.000,9844060.000
WeightedAverageNumberOfSharesOutstandingBasic,3907675.000,8064521.000,8702323.000,9844060.000
