,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccrualForEnvironmentalLossContingenciesPayments,,11000000.000,51000000.000,8000000.000,9000000.000,14000000.000,,10000000.000,14000000.000,10000000.000,,10000000.000,9000000.000,9000000.000,,,,,,
AmortizationOfIntangibleAssets,,,,76000000.000,,,,77000000.000,,,,31000000.000,,,,8000000.000,7000000.000,8000000.000,8000000.000,8000000.000
CapitalExpendituresIncurredButNotYetPaid,118000000.000,,,104000000.000,,,,119000000.000,,,,166000000.000,,,,108000000.000,,,,101000000.000
CapitalLeaseObligationsIncurred,0.000,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,17000000.000,,,-301000000.000,,,,-246000000.000,,,,-189000000.000,,,,-344000000.000,,,,259000000.000
ComprehensiveIncomeNetOfTax,781000000.000,900000000.000,1033000000.000,913000000.000,1016000000.000,1114000000.000,1718000000.000,851000000.000,1046000000.000,1181000000.000,1072000000.000,1261000000.000,1091000000.000,1317000000.000,1296000000.000,961000000.000,945000000.000,1177000000.000,1248000000.000,1025000000.000
DeferredIncomeTaxExpenseBenefit,143000000.000,,,156000000.000,,,,64000000.000,,,,165000000.000,,,,228000000.000,,,,139000000.000
DefinedBenefitPlanAmortizationOfNetGainsLosses,,,,5000000.000,,,,,,,,,,,,,,,,
DefinedBenefitPlanContributionsByEmployer,,,,25000000.000,,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,462000000.000,470000000.000,475000000.000,483000000.000,488000000.000,493000000.000,504000000.000,514000000.000,521000000.000,529000000.000,553000000.000,495000000.000,488000000.000,500000000.000,510000000.000,517000000.000,526000000.000,531000000.000,541000000.000,571000000.000
FuelCosts,1095000000.000,1102000000.000,1089000000.000,1122000000.000,1076000000.000,1145000000.000,1160000000.000,1159000000.000,1156000000.000,1123000000.000,1040000000.000,713000000.000,697000000.000,670000000.000,576000000.000,395000000.000,431000000.000,533000000.000,575000000.000,605000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,1429000000.000,1648000000.000,1462000000.000,1593000000.000,1743000000.000,1885000000.000,1366000000.000,1686000000.000,1883000000.000,2106000000.000,2018000000.000,1745000000.000,2097000000.000,1983000000.000,1545000000.000,1513000000.000,1887000000.000,1834000000.000,1648000000.000
IncomeTaxExpenseBenefit,456000000.000,527000000.000,617000000.000,550000000.000,581000000.000,632000000.000,649000000.000,518000000.000,640000000.000,702000000.000,784000000.000,756000000.000,654000000.000,780000000.000,738000000.000,582000000.000,569000000.000,709000000.000,659000000.000,621000000.000
IncomeTaxesPaidNet,273000000.000,,,648000000.000,,,,22000000.000,,,,85000000.000,,,,179000000.000,,,,407000000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-140000000.000,,,-245000000.000,,,,254000000.000,,,,284000000.000,,,,49000000.000,,,,-99000000.000
IncreaseDecreaseInAccountsReceivable,-16000000.000,,,417000000.000,,,,12000000.000,,,,-14000000.000,,,,78000000.000,,,,85000000.000
IncreaseDecreaseInMaterialsAndSupplies,,,,-38000000.000,,,,24000000.000,,,,25000000.000,,,,15000000.000,,,,8000000.000
IncreaseDecreaseInNotesReceivableRelatedParties,-24000000.000,,,189000000.000,,,,548000000.000,,,,934000000.000,,,,641000000.000,,,,323000000.000
IncreaseDecreaseInOtherCurrentAssets,97000000.000,,,101000000.000,,,,85000000.000,,,,105000000.000,,,,156000000.000,,,,25000000.000
InterestAndDebtExpense,15000000.000,14000000.000,13000000.000,24000000.000,11000000.000,10000000.000,12000000.000,13000000.000,11000000.000,10000000.000,10000000.000,6000000.000,6000000.000,11000000.000,12000000.000,13000000.000,15000000.000,11000000.000,11000000.000,11000000.000
InterestPaidNet,30000000.000,,,33000000.000,,,,23000000.000,,,,19000000.000,,,,20000000.000,,,,22000000.000
LaborAndRelatedExpense,1110000000.000,1069000000.000,1142000000.000,1129000000.000,1119000000.000,1188000000.000,1179000000.000,1209000000.000,1225000000.000,1233000000.000,1316000000.000,1327000000.000,1256000000.000,1207000000.000,1204000000.000,1194000000.000,1120000000.000,1182000000.000,1221000000.000,1269000000.000
NetCashProvidedByUsedInFinancingActivities,-21000000.000,,,-247000000.000,,,,-586000000.000,,,,-967000000.000,,,,-679000000.000,,,,-345000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-21000000.000,,,-247000000.000,,,,-586000000.000,,,,-967000000.000,,,,-679000000.000,,,,-345000000.000
NetCashProvidedByUsedInInvestingActivities,-956000000.000,,,-752000000.000,,,,-1013000000.000,,,,-1242000000.000,,,,-1116000000.000,,,,-843000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-956000000.000,,,-752000000.000,,,,-1013000000.000,,,,-1242000000.000,,,,-1116000000.000,,,,-843000000.000
NetCashProvidedByUsedInOperatingActivities,994000000.000,,,698000000.000,,,,1353000000.000,,,,2020000000.000,,,,1451000000.000,,,,1447000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,994000000.000,,,698000000.000,,,,1353000000.000,,,,2020000000.000,,,,1451000000.000,,,,1447000000.000
NetIncomeLoss,789000000.000,902000000.000,1031000000.000,912000000.000,1012000000.000,1111000000.000,1236000000.000,848000000.000,1046000000.000,1181000000.000,1322000000.000,1262000000.000,1091000000.000,1317000000.000,1245000000.000,963000000.000,944000000.000,1178000000.000,1175000000.000,1027000000.000
OperatingExpenses,3676000000.000,3533000000.000,3593000000.000,3712000000.000,3620000000.000,3791000000.000,3761000000.000,3974000000.000,3941000000.000,3870000000.000,3935000000.000,3471000000.000,3509000000.000,3363000000.000,3291000000.000,3120000000.000,2962000000.000,3181000000.000,3378000000.000,3457000000.000
OperatingIncomeLoss,1250000000.000,1433000000.000,1650000000.000,1468000000.000,1587000000.000,1736000000.000,1877000000.000,1360000000.000,1673000000.000,1869000000.000,2092000000.000,2000000000.000,1724000000.000,2087000000.000,1956000000.000,1516000000.000,1483000000.000,1847000000.000,1791000000.000,1590000000.000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,,,3000000.000,,,,-1000000.000,,,,-2000000.000,,,,-2000000.000
OtherComprehensiveIncomeLossNetOfTax,,-2000000.000,2000000.000,1000000.000,4000000.000,3000000.000,482000000.000,3000000.000,0.000,0.000,-250000000.000,-1000000.000,0.000,0.000,51000000.000,-2000000.000,1000000.000,-1000000.000,73000000.000,-2000000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-8000000.000,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,,,,,,,,,,,1000000.000,0.000,,,1000000.000,0.000,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,,,,,-3000000.000,-4000000.000,,0.000,0.000,1000000.000,250000000.000,,0.000,0.000,,,0.000,1000000.000,,
