,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,8500.000,10000.000,7500.000,10500.000,12000.000,15012.000,,,,,,,,,,
AccountsPayableCurrent,,,,,,,2620000.000,3278000.000,3241000.000,3813000.000,2451000.000,3932000.000,4401000.000,3672000.000,3344000.000,3226000.000
AccruedLiabilitiesCurrent,,,,,,,1060000.000,1472000.000,1837000.000,2056000.000,1226000.000,1847000.000,1540000.000,1636000.000,1082000.000,2296000.000
AccruedRoyaltiesCurrent,,,,,,,104000.000,273000.000,209000.000,214000.000,163000.000,307000.000,266000.000,252000.000,175000.000,322000.000
AccruedSalariesCurrent,,,,,,,564000.000,1033000.000,873000.000,1326000.000,1258000.000,983000.000,629000.000,1063000.000,840000.000,857000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,6979000.000,,,,6379000.000,,,,6510000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,370000.000,1398000.000,254000.000,1065000.000,1680000.000,2165000.000,3639000.000,4220000.000,2668000.000,2370000.000
AdditionalPaidInCapital,45000.000,45000.000,45000.000,69750.000,69750.000,198931.000,10547000.000,10547000.000,10842000.000,10865000.000,10905000.000,10942000.000,10979000.000,11022000.000,11073000.000,11124000.000
AdditionalPaidInCapitalCommonStock,,,,,,,7800000.000,,,,,,,,,
Assets,,,,,,,17727000.000,19522000.000,20536000.000,21407000.000,21125000.000,22596000.000,21933000.000,21344000.000,20364000.000,23492000.000
AssetsCurrent,32473.000,22346.000,14060.000,22288.000,2382.000,22597.000,16186000.000,18014000.000,19043000.000,19921000.000,19699000.000,21188000.000,20526000.000,19952000.000,17732000.000,20530000.000
BusinessCombinationStepAcquisitionEquityInterestInAcquireePercentage,,,,,,,0.500,,,,,,,,,
Cash,32473.000,22346.000,14060.000,22288.000,2382.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,22597.000,2932000.000,3675000.000,5096000.000,5802000.000,4881000.000,5684000.000,4971000.000,3669000.000,1711000.000,2973000.000
CashUninsuredAmount,,,,,,,2300000.000,3300000.000,4600000.000,4600000.000,3800000.000,4400000.000,3000000.000,2100000.000,1000000.000,2400000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,0.750,,,,,,,
CommitmentsFairValueDisclosure,,,,,,,,,,,,,,,700000.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,5000000.000,5000000.000,5000000.000,7750000.000,7750000.000,15682500.000,20000518.000,20000518.000,20960442.000,21780710.000,21845927.000,21845927.000,21845927.000,22630927.000,22630927.000,22630927.000
CommonStockSharesOutstanding,5000000.000,5000000.000,5000000.000,7750000.000,7750000.000,15682500.000,20000518.000,20000518.000,20960442.000,21780710.000,21845927.000,21845927.000,21845927.000,22630927.000,22630927.000,22630927.000
CommonStockValue,5000.000,5000.000,5000.000,7750.000,7750.000,1569.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000
DebtInstrumentInterestRateStatedPercentage,,,,,,,0.060,,,,,,,,,
DeferredRevenueCurrent,,,,,,,56140000.000,55636000.000,57671000.000,57980000.000,60698000.000,59133000.000,56313000.000,54104000.000,54389000.000,55268000.000
DeferredRevenueNoncurrent,,,,,,,238000.000,248000.000,80000.000,93000.000,71000.000,82000.000,164000.000,323000.000,235000.000,688000.000
DeferredTaxAssetsCharitableContributionCarryforwards,,,,,,,,,,,,,,,97000.000,
DeferredTaxAssetsDeferredIncome,,,,,,,4308000.000,,,,2712000.000,,,,1991000.000,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,152000.000,,,,104000.000,,,,57000.000,
DeferredTaxAssetsGross,,,14772.000,,,65591.000,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,,,,1295000.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,,,,,,,,,1497000.000
DeferredTaxAssetsNet,,,,,,,2159000.000,,,,2312000.000,,,,3208000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,4827000.000,,,,5703000.000,,,,4862000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,97000.000,,,,97000.000,,,,35000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsSeverancePayments,,,,,,,75000.000,,,,336000.000,,,,126000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,32000.000,,,,29000.000,,,,20000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,36000.000,,,,46000.000,,,,46000.000,
DeferredTaxAssetsValuationAllowance,,,14772.000,,,65591.000,7868000.000,,7900000.000,7700000.000,7196000.000,6700000.000,6100000.000,6100000.000,4490000.000,
DeferredTaxLiabilities,,,,,,,-2159000.000,,,,2312000.000,,,,1913000.000,
DeferredTaxLiabilitiesDeferredExpense,,,,,,,-2159000.000,,,,2312000.000,,,,1913000.000,
DueToRelatedPartiesCurrent,6.000,6.000,6.000,6.000,6.000,,,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,61000.000,,,,350000.000,,,,347000.000,
EquityMethodInvestmentOwnershipPercentage,,,,,,,0.800,,,,,,,,,
InventoryNet,,,,,,,161000.000,189000.000,194000.000,175000.000,492000.000,461000.000,301000.000,421000.000,348000.000,363000.000
Liabilities,,,,,,,63880000.000,65258000.000,68100000.000,69104000.000,68336000.000,68692000.000,65493000.000,63112000.000,62538000.000,65693000.000
LiabilitiesAndStockholdersEquity,32473.000,22346.000,14060.000,22288.000,2382.000,22597.000,17727000.000,19522000.000,20536000.000,21407000.000,21125000.000,22596000.000,21933000.000,21344000.000,20364000.000,23492000.000
LiabilitiesCurrent,8506.000,10006.000,7506.000,10506.000,12006.000,15012.000,63464000.000,64897000.000,67909000.000,68902000.000,68178000.000,68526000.000,65248000.000,62710000.000,61893000.000,64386000.000
LiabilityForUncertainTaxPositionsCurrent,,,,,,,1700000.000,,,,1700000.000,,,,1600000.000,
LiabilityForUncertainTaxPositionsNoncurrent,,,,,,,63000.000,,,,56000.000,,,,361.000,
LongTermDebt,,,,,,,61000.000,,,,52000.000,,,,42000.000,
