,2011-12-31,2014-05-05,2014-12-31,2015-12-31,2016-12-31
AdvertisingExpense,,,,0.000,0.000
AmortizationOfDebtDiscountPremium,3716.000,,,,
AmortizationOfFinancingCosts,,,184556.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,2310.000,-1961.000
CashPeriodIncreaseDecrease,-6719.000,,-985.000,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,-9658.000,,,,
DebtConversionConvertedInstrumentAmount1,555000.000,,,,
DebtConversionConvertedInstrumentSharesIssued1,,,0.000,,
DeferredIncomeTaxExpenseBenefit,,,356000.000,-164000.000,38000.000
DepletionNonproduction,392138.000,,,,
EarningsPerShareBasicAndDiluted,-0.150,,-0.010,-0.010,
EffectiveIncomeTaxRateContinuingOperations,,,0.000,0.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,-0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,0.162,0.393,0.393
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,0.231,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,-0.053,-0.053,-0.053
GainLossOnDispositionOfAssets,258546.000,,,,
GainsLossesOnExtinguishmentOfDebt,,,-188062.000,,38259.000
GeneralAndAdministrativeExpense,,,,100319.000,90749.000
IncomeLossFromContinuingOperations,-4624765.000,,-356437.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-4624765.000,,,-163834.000,-96438.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.110,,-0.010,-0.010,
IncomeLossFromDiscontinuedOperationsNetOfTax,-1849905.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,-0.040,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,-356000.000,164000.000,-38000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,356000.000,-164000.000,38000.000
IncreaseDecreaseInAccountsPayable,,,55485.000,-33820.000,13863.000
IncreaseDecreaseInAccountsPayableRelatedParties,-77580.000,,,,
IncreaseDecreaseInAccountsReceivable,301139.000,,,,
IncreaseDecreaseInAccruedLiabilities,-41136.000,,69850.000,63514.000,43948.000
IncreaseDecreaseInCustomerDeposits,3143063.000,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,-135953.000,,,,
IncreaseDecreaseInInventories,-2516064.000,,,,
IncreaseDecreaseInOtherAccountsPayable,325896.000,,,,
IncreaseDecreaseInOtherCurrentAssets,38524.000,,,,
InterestAndDebtExpense,,,279406.000,,
InterestExpense,327994.000,,91344.000,,
InterestExpenseBorrowings,,,,4376.000,4376.000
InterestExpenseDebt,,,,63515.000,43948.000
InterestExpenseRelatedParty,,,24375.000,,
IssuanceOfStockAndWarrantsForServicesOrClaims,48388.000,,2186.000,,
NetCashProvidedByUsedInFinancingActivities,149251.000,,43375.000,136450.000,74925.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,149251.000,,43375.000,136450.000,74925.000
NetCashProvidedByUsedInInvestingActivities,-199039.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-199039.000,,,,
NetCashProvidedByUsedInOperatingActivities,43069.000,,-44360.000,-134140.000,-76886.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,43069.000,,-44360.000,-134140.000,-76886.000
NetIncomeLoss,-6474670.000,,-356437.000,-163834.000,-96438.000
NonoperatingGainsLosses,,,,-63515.000,-5689.000
NonoperatingIncomeExpense,-327994.000,,,,
NotesIssued1,,,25350.000,,
OperatingExpenses,,,77031.000,100319.000,90749.000
OperatingIncomeLoss,-4296771.000,,-77031.000,-100319.000,-90749.000
PaidInKindInterest,,,15763.000,,
PaymentsToAcquirePropertyPlantAndEquipment,248030.000,,,,
ProceedsFromIssuanceOfLongTermDebt,877272.000,,,,
ProceedsFromNotesPayable,,,,477500.000,46000.000
ProceedsFromOtherShortTermDebt,,,18375.000,30450.000,36638.000
ProceedsFromRelatedPartyDebt,,,70000.000,,
ProceedsFromRepaymentsOfLinesOfCredit,-113900.000,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,-15000.000,17500.000
ProceedsFromRepaymentsOfShortTermDebt,-171403.000,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,58649.000,,,,
ProceedsFromStockPlans,17293.000,,,,
ProvisionForDoubtfulAccounts,309635.000,,,,
RepaymentsOfConvertibleDebt,,,,250000.000,
RepaymentsOfLongTermDebt,460011.000,,,,
RepaymentsOfRelatedPartyDebt,,,20000.000,106500.000,25213.000
SellingGeneralAndAdministrativeExpense,4296771.000,,77031.000,,
ShareBasedCompensation,-239.000,,,,
StockIssued1,,,,,174453.000
StockIssuedDuringPeriodValueIssuedForServices,,,2186.000,,
StockIssuedDuringPeriodValueShareBasedCompensation,85484.000,,,,
StockOptionPlanExpense,-239.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,28325999.000,28344290.000,28344290.000
