,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AmortizationOfDebtDiscountPremium,,,-7768.000,,,,-12685.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1514889.000,,,,-844954.000
CostsAndExpenses,314769.000,333577.000,200027.000,166031.000,159944.000,142779.000,132994.000
EarningsPerShareBasic,,-2.770,-0.040,-0.160,1.140,0.780,0.710
EffectOfExchangeRateOnCashAndCashEquivalents,,,1145453.000,,,,-420582.000
FloorBrokerage,17410.000,25338.000,18817.000,15801.000,13918.000,8331.000,12629.000
GainLossOnSaleOfDerivatives,1301901.000,-1282950.000,973116.000,-343346.000,1112056.000,264895.000,301848.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,-801.000,,,,-295.000
IncreaseDecreaseInAccruedLiabilities,,,-19174.000,,,,-924.000
IncreaseDecreaseInBrokerDealerRelatedReceivablesPayablesNet,,,100000.000,,,,
IncreaseDecreaseInPayablesToBrokerDealers,,,,,,,350073.000
IncreaseDecreaseInRestrictedCash,,,1441572.000,,,,-788296.000
InterestIncomeOperating,41035.000,21296.000,12542.000,19360.000,20801.000,18765.000,14063.000
NetCashProvidedByUsedInFinancingActivities,,,-24425370.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-24425370.000,,,,
NetCashProvidedByUsedInOperatingActivities,,,21765028.000,,,,-424372.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,21765028.000,,,,-424372.000
NetIncomeLoss,1868423.000,-7153683.000,-55960.000,-210362.000,1386647.000,1113929.000,711732.000
NetRealizedOrUnrealizedGainLossOnTradingSecurities,2142157.000,,,,,,
OperatingIncomeLoss,-273734.000,-312281.000,-187485.000,-146671.000,-139143.000,-124014.000,-118931.000
PaymentsToAcquireShortTermInvestments,,,58767968.000,,,,1349266.000
ProceedsFromOtherEquity,,,2000.000,,,,
ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments,,,79498856.000,,,,
Revenues,41035.000,21296.000,12542.000,19360.000,20801.000,18765.000,14063.000
SalesRevenueNet,41035.000,21296.000,12542.000,19360.000,20801.000,18765.000,14063.000
SponsorFees,297359.000,308239.000,181210.000,150230.000,146026.000,134448.000,120365.000
TemporaryEquityStockIssuedDuringPeriodValueNewIssues,,,2000.000,,,,5154809.000
UnrealizedGainLossOnDerivatives,-2134784.000,-2143611.000,-1305377.000,1104660.000,-475208.000,13684.000,481425.000
WeightedAverageNumberOfSharesOutstandingBasic,,2578348.000,1550549.000,1296703.000,1218478.000,-2768735.000,1004444.000
