,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,
EarningsPerShareBasic,-0.130,-0.140,-0.140,-0.130,-0.140,-0.150,-0.140,-25.280,13.760,-12.090,8.800,2.170,-9.840,-1.820,-1.320,-1.680
FairValueOfAssetsAcquired,0.000,9146274.000,0.000,,,,,,,,,,,,,
GainLossOnSaleOfTrustAssetsToPayExpenses,,,,,,,,,,,2000.000,5000.000,4000.000,0.000,1000.000,0.000
GrossProfit,4247.000,10111.000,10385.000,9795.000,8383.000,13437.000,10000.000,3000.000,-5000.000,-7000.000,,,,,,
IncreaseDecreaseInAccountsPayableRelatedParties,219.000,3006.000,1218.000,-1736.000,2518.000,2000.000,-1000.000,-7000.000,1000.000,-2000.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,
NetIncomeLoss,-53869.000,-56602.000,-62916.000,-60521.000,-64713.000,-63850.000,-68000.000,-12639000.000,6790000.000,-5619000.000,3959000.000,977000.000,-4426000.000,-819000.000,-593000.000,-758000.000
OperatingExpenses,58116.000,66713.000,73301.000,70316.000,73096.000,77287.000,78000.000,66000.000,66000.000,56000.000,55000.000,57000.000,55000.000,53000.000,52000.000,51000.000
OtherCostAndExpenseOperating,,,,,,,,,,,,,,,0.000,0.000
PaymentsForOperatingActivities,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,
PaymentsForRepurchaseOfCommonStock,0.000,0.000,,0.000,0.000,,0.000,0.000,6756000.000,0.000,,,,,,
ProceedsFromCustomers,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,
ProceedsFromIssuanceOfCommonStock,0.000,9146273.000,0.000,0.000,0.000,8537000.000,0.000,0.000,0.000,0.000,,,,,,
RealizedInvestmentGainsLosses,,,,,,,,,,,2000.000,,,,1000.000,
SponsorFees,58116.000,66713.000,73301.000,70316.000,73096.000,77413.000,77987.000,65884.000,65906.000,56074.000,54715.000,56927.000,55220.000,52656.000,52083.000,51131.000
StockIssuedDuringPeriodSharesNewIssues,,,,,,,0.000,,,,0.000,,,,0.000,
StockIssuedDuringPeriodValueNewIssues,,,,,,,0.000,,,,0.000,,,,0.000,
StockRedeemedOrCalledDuringPeriodShares,,,,,,,,,,,0.000,,,,0.000,
StockRedeemedOrCalledDuringPeriodValue,,,,,,,,,,,0.000,,,,0.000,
WeightedAverageNumberOfSharesOutstandingBasic,400000.000,410326.000,450000.000,450000.000,450000.000,-896038.000,500000.000,500000.000,493478.000,-1007725.000,450000.000,450000.000,450000.000,-900000.000,450000.000,450000.000
