,2012-03-31,2013-03-31,2014-03-31
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,50968.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,4011.000,-1720.000,-3293.000
ContributionOfProperty,86751.000,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.400,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.060,
GeneralAndAdministrativeExpense,,23250.000,22875.000
GrossProfit,7500.000,15250.000,5100.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-7300.000,-8000.000,-17775.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,13575.000
IncreaseDecreaseInAccountsPayable,,1780.000,682.000
IncreaseDecreaseInAccountsPayableTrade,159.000,,
IncreaseDecreaseInAccountsReceivable,-7500.000,4500.000,3000.000
IncreaseDecreaseInAccruedInterestReceivableNet,-26062.000,,
InterestExpense,4455.000,,
LoansAndLeasesReceivableRelatedPartiesPeriodIncreaseDecrease,-41847.000,,
MarketableSecuritiesUnrealizedGainLoss,,-12500.000,
NetCashProvidedByUsedInFinancingActivities,44714.000,,6600.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,44714.000,,6600.000
NetCashProvidedByUsedInOperatingActivities,-40703.000,-1720.000,-9893.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-40703.000,-1720.000,-9893.000
NetIncomeLoss,-7300.000,-20500.000,-17775.000
OperatingExpenses,10345.000,,
OperatingIncomeLoss,-2845.000,,
OtherComprehensiveIncomeLossNetOfTax,,-12500.000,
OtherExpenses,721.000,,
OtherGeneralAndAdministrativeExpense,,4254.000,5011.000
ProceedsFromRepaymentsOfRelatedPartyDebt,-190.000,,6600.000
ProfessionalFees,7874.000,11446.000,13664.000
Revenues,7500.000,15250.000,5100.000
SalesRevenueNet,7500.000,15250.000,5100.000
StockIssuedDuringPeriodValueIssuedForServices,,,4200.000
StockIssuedDuringPeriodValueOther,,,4200.000
TechnologyServicesCosts,1750.000,,
TechnologyServicesRevenue,7500.000,15250.000,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,3200.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,23677000.000,28677000.000,28703055.000
