,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-09-30,2014-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,-7417.000,,,,,533705.000
CostOfGoodsAndServicesSold,,,,,,19153.000,274400.000
CostOfRevenue,,,,,,42100.000,
CostsAndExpenses,227846.000,,,,,,
DeferredRevenueRevenueRecognized,,,,,,,2366408.000
DepreciationAndAmortization,107.000,12057.000,13559.000,13559.000,15161.000,15392.000,41809.000
EarningsPerShareBasic,0.010,,,,,,
EarningsPerShareBasicAndDiluted,,-0.000,-0.000,-0.010,0.010,,-0.000
GeneralAndAdministrativeExpense,85294.000,159025.000,164164.000,170807.000,162524.000,290283.000,1187807.000
GrossProfit,,,,,,,382850.000
IncreaseDecreaseInAccountsPayable,,15151.000,,,,,189579.000
IncreaseDecreaseInAccruedLiabilities,,-4319.000,,,,,
IncreaseDecreaseInInventories,,,,,,,285600.000
IncreaseDecreaseInPrepaidExpense,,1250.000,,,,,341625.000
InterestExpense,,386.000,771.000,853.000,819.000,8704.000,
InterestExpenseOther,289.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,167627.000,,,,,-431100.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,167627.000,,,,,-431100.000
NetCashProvidedByUsedInInvestingActivities,,-37980.000,,,,,-159000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-37980.000,,,,,-159000.000
NetCashProvidedByUsedInOperatingActivities,,-137064.000,,,,,1123805.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-137064.000,,,,,1123805.000
NetIncomeLoss,-227533.000,,,,,,
OperatingExpenses,,171082.000,177723.000,184366.000,177685.000,324828.000,1229616.000
OperatingIncomeLoss,-227244.000,-160817.000,-175553.000,-181106.000,-170876.000,-282728.000,-846766.000
OtherIncome,,-386.000,-771.000,-853.000,-819.000,-8704.000,
PaymentsToFundLongtermLoansToRelatedParties,,,,,,,2191294.000
ProceedsFromRelatedPartyDebt,,167627.000,,,,,1760194.000
ProfessionalAndContractServicesExpense,70445.000,,,,,,
ProfitLoss,,-161203.000,-176324.000,-181959.000,-171695.000,-291432.000,-846766.000
ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,72000.000,,,,,,
Revenues,602.000,10265.000,2170.000,3260.000,6809.000,-42100.000,657250.000
SalesRevenueNet,602.000,10651.000,2941.000,4113.000,7628.000,-33396.000,657250.000
WeightedAverageNumberOfSharesOutstandingBasic,81932192.000,177575014.000,177575014.000,177575014.000,-355150028.000,177662177.000,177758067.000
