,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AcceleratedShareRepurchasesSettlementPaymentOrReceipt,,,,,,,,,,,,,,,,400000000.000,,,,,,,,,
AccountsAndNotesReceivableNet,,,,,,,,,,,,,,,,,,,,,,83078000.000,83613000.000,84100000.000,84700000.000
AccountsPayableAndAccruedLiabilitiesCurrent,88458000.000,121285000.000,146358000.000,162992000.000,144974000.000,153684000.000,176464000.000,187648000.000,150261000.000,157961000.000,171285000.000,188264000.000,156893000.000,157350000.000,164288000.000,180726000.000,142471000.000,246361000.000,266467000.000,245664000.000,179671000.000,163413000.000,192301000.000,183100000.000,162100000.000
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,162992000.000,,,,187648000.000,,,,188264000.000,,,,180726000.000,,,,245664000.000,,,,183100000.000,
AccountsReceivableGrossCurrent,,,,157497000.000,,,,183183000.000,,,,162962000.000,,,,226663000.000,,,,325169000.000,,,,267300000.000,
AccountsReceivableNetCurrent,163888000.000,145632000.000,152803000.000,153339000.000,194540000.000,173607000.000,175520000.000,178430000.000,190917000.000,186549000.000,167767000.000,158547000.000,173451000.000,177973000.000,188711000.000,220668000.000,226637000.000,267379000.000,266000000.000,320099000.000,297312000.000,241326000.000,229939000.000,263900000.000,298700000.000
AccountsReceivableRelatedPartiesCurrent,612000.000,727000.000,471000.000,,0.000,,,,,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,18788000.000,,0.000,,,,,,,,0.000,0.000,8166000.000,0.000,0.000,0.000,0.000,,,,,,,,2100000.000
AccruedIncomeTaxesNoncurrent,,,,22567000.000,,,,21611000.000,,,,12143000.000,,,,13455000.000,,,,17290000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,241859000.000,,,,275981000.000,,,,309199000.000,,,,377562000.000,,,,478296000.000,,,,485300000.000,
