,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,80000.000,394000.000,161000.000,75000.000,82000.000,79000.000,76000.000,77000.000,76000.000,79000.000,104000.000,113000.000,121000.000,122000.000,94000.000,139000.000
AccountsPayable,132000.000,153000.000,226000.000,262000.000,142000.000,,,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,,,,,,147000.000,247000.000,298000.000,295000.000,327000.000,217000.000,186000.000,276000.000,305000.000,336000.000,450000.000
AccountsPayableRelatedPartiesCurrent,,,60000.000,60000.000,30000.000,,,,,,,,,,,
AccountsReceivableNet,137000.000,225000.000,101000.000,215000.000,161000.000,101000.000,90000.000,257000.000,214000.000,114000.000,75000.000,166000.000,71000.000,170000.000,151000.000,94000.000
AccruedFeesAndOtherRevenueReceivable,,394000.000,161000.000,75000.000,82000.000,,75000.000,77000.000,,79000.000,104000.000,113000.000,,122000.000,94000.000,
AccruedLiabilities,192000.000,226000.000,225000.000,250000.000,227000.000,,,,,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,291000.000,258000.000,478000.000,362000.000,202000.000,211000.000,173000.000,194000.000,205000.000,192000.000,255000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,-2378.000,-2473.000,,,-2637.000,-2677.000,-2699.000,-2719.000,-2752.000,-2766.000,-2781.000,-2795.000,-2810.000,-2838.000,
AdditionalPaidInCapital,38001000.000,38007000.000,38019000.000,38044000.000,38048000.000,38053000.000,38056000.000,38059000.000,38061000.000,38064000.000,38095000.000,38097000.000,38100000.000,38103000.000,38104000.000,38104000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,5000000.000,,,5000000.000
Assets,3329000.000,3504000.000,2984000.000,3204000.000,3033000.000,2683000.000,2648000.000,2766000.000,2800000.000,2863000.000,3027000.000,2815000.000,2576000.000,2653000.000,2543000.000,2432000.000
AssetsCurrent,840000.000,1063000.000,594000.000,861000.000,745000.000,471000.000,478000.000,620000.000,675000.000,773000.000,953000.000,757000.000,534000.000,628000.000,550000.000,454000.000
BuildingsAndImprovementsGross,,2705.000,2705.000,,,2705.000,2705.000,2705.000,2705.000,2705.000,2705.000,2705.000,2705.000,2705.000,2705.000,
CapitalLeaseObligations,,,,,,13000.000,13000.000,13000.000,8000.000,6000.000,4000.000,3000.000,1000.000,,,
CapitalLeasedAssetsGross,,,,,,,,,,,,,13.000,,,
Cash,136000.000,75000.000,75000.000,193000.000,108000.000,133000.000,151000.000,11000.000,75000.000,247000.000,517000.000,231000.000,80000.000,148000.000,84000.000,27000.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,219298.000,,,219298.000,219298.000,219298.000,,,,,,,,
CommonStockValue,21000.000,21000.000,21000.000,21000.000,21000.000,21000.000,21000.000,21000.000,21000.000,21000.000,21000.000,21000.000,21000.000,21000.000,21000.000,21000.000
ConcentrationRiskPercentage,,0.650,,0.710,0.710,,,,,,,,,,,
CustomerAdvancesCurrent,,,,,,,78000.000,77000.000,77000.000,,23000.000,11000.000,42000.000,,13000.000,7000.000
DebtAndCapitalLeaseObligations,,,,,,13.000,13.000,13.000,,13.000,13.000,13.000,,13.000,13.000,
DeferredFinanceCostsCurrentNet,96000.000,95000.000,91000.000,90000.000,88000.000,85000.000,83000.000,81000.000,80000.000,78000.000,76000.000,75000.000,73000.000,71000.000,67000.000,66000.000
DeferredIncomeTaxAssetsNet,,,,,,,,,,,,,9451.000,,,9678.000
DeferredIncomeTaxLiabilities,,,,,,,,,-208.000,,,,-210.000,,,-191.000
