,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-12-31,2017-03-31
DeferredRevenue,54000.000,40000.000,11000.000,222000.000,163000.000,47000.000,38000.000,65000.000,43000.000,20000.000,48000.000,25000.000,13000.000,,25000.000,13000.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,,,125.000,,,,,,,
DeferredTaxAssetsGross,,,,,,,,,9710.000,,,,9661.000,,,9869.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,9502.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,9276.000,,,9305.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,,,9187.000,,,,,,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,,,,,,,306.000,,,306.000
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,,,,292.000,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseOther,,,,,,,,,,,,,37.000,,,147.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,,,53.000,,,,42.000,,,111.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,,,,,,,,,53.000,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,-9502.000,,,,-9451.000,,,-9678.000
DeferredTaxLiabilitiesOther,,,,,,,,,-208.000,,,,,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,,,,,,-210.000,,,-191.000
DepositsAssetsCurrent,,0.000,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwards,,14000.000,3000.000,35000.000,32000.000,,,,,,,,,,,
FairValueAssumptionsExercisePrice,,,0.874,,,,,,,,,,,,,
FairValueConcentrationOfRiskAccountsReceivable,,0.720,68000.000,183000.000,131000.000,,52000.000,216000.000,,78000.000,58000.000,104000.000,,109000.000,118000.000,
FurnitureAndFixturesGross,,285.000,285.000,,,285.000,285.000,285.000,298.000,285.000,285.000,285.000,285.000,285.000,285.000,
InterestPortionOfMinimumLeasePaymentsSaleLeasebackTransactions,,,103000.000,118000.000,134000.000,139000.000,141000.000,144000.000,,147000.000,150000.000,150000.000,,163000.000,171000.000,
InventoryFinishedGoods,,,,,,,,,,,,,,,,180.000
InventoryFinishedGoodsNetOfReserves,,161.000,154.000,,,,232.000,243.000,278.000,313.000,247.000,224.000,,170.000,165.000,
InventoryNet,379000.000,340000.000,257000.000,355000.000,378000.000,150000.000,159000.000,272000.000,304000.000,329000.000,252000.000,242000.000,257000.000,182000.000,217000.000,189000.000
InventoryRawMaterials,,,,,,,,,,,,,,,,92.000
InventoryRawMaterialsNetOfReserves,,167.000,94.000,,,,103.000,120.000,80.000,108.000,102.000,109.000,,87.000,88.000,
InventoryValuationReserves,,,,,,,-198.000,-234.000,130000000.000,-130.000,-130.000,-130.000,88000000.000,-88.000,-88.000,-142.000
InventoryWorkInProcess,,,,,,,,,,,,,,,,59.000
InventoryWorkInProcessNetOfReserves,,12.000,9.000,,,,22.000,52.000,76.000,38.000,33.000,39.000,,13.000,52.000,
Land,,500.000,500.000,,,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,
Liabilities,2424000.000,2479000.000,2611000.000,2998000.000,2782000.000,2673000.000,2811000.000,3111000.000,2968000.000,2691000.000,2642000.000,2540000.000,2672000.000,2709000.000,2873000.000,3033000.000
LiabilitiesAndStockholdersEquity,3329000.000,3504000.000,2984000.000,3204000.000,3033000.000,2683000.000,2648000.000,2766000.000,2800000.000,2863000.000,3027000.000,2815000.000,2576000.000,2653000.000,2543000.000,2432000.000
LiabilitiesCurrent,378000.000,419000.000,522000.000,894000.000,662000.000,548000.000,684000.000,981000.000,835000.000,555000.000,503000.000,398000.000,526000.000,560000.000,716000.000,875000.000
LiabilitiesNoncurrent,2046000.000,2060000.000,2089000.000,2104000.000,2120000.000,2125000.000,2127000.000,2130000.000,2133000.000,2136000.000,2139000.000,2142000.000,2146000.000,2149000.000,2157000.000,2158000.000
LongTermDebtAndCapitalLeaseObligationsRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,,,-6000.000,,,,-7000.000,,,
MachineryAndEquipmentGross,,1234.000,1235.000,,,1214.000,1214.000,1214.000,1214.000,1214.000,1214.000,1214.000,1214.000,1214.000,1214.000,
NotesPayable,,,,100000.000,100000.000,50000.000,50000.000,50000.000,50000.000,,,,,50000.000,150000.000,150000.000
OtherAccruedLiabilitiesNoncurrent,,,,,,,,,147000.000,,,,160000.000,,,
OtherAssets,,,47000.000,47000.000,47000.000,47000.000,47000.000,47000.000,47000.000,47000.000,47000.000,47000.000,47000.000,47000.000,47000.000,47000.000
PrepaidExpenseAndOtherAssetsCurrent,108000.000,29000.000,,23000.000,16000.000,8000.000,2000.000,3000.000,6000.000,4000.000,5000.000,5000.000,5000.000,6000.000,4000.000,5000.000
PresentValueOfFutureMinimumLeasePaymentsSaleLeasebackTransactions,,,,,,,,,,,,1986000.000,,,1986000.000,
PropertyPlantAndEquipmentNet,2393000.000,2346000.000,2252000.000,2206000.000,2153000.000,2080000.000,2040000.000,2018000.000,1998000.000,1965000.000,1951000.000,1936000.000,1922000.000,1907000.000,1879000.000,1865000.000
PropertyPlantAndEquipmentOtherNet,,108000.000,,,,,,,,,,,,,,
PropertyPlantAndEquipmentOwnedGross,,,4725.000,,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-37087000.000,-36973000.000,-37637000.000,-37829000.000,-37788000.000,-38034000.000,-38210000.000,-38395000.000,-38220000.000,-37883000.000,-37701000.000,-37813000.000,-38187000.000,-38150000.000,-38425000.000,-38696000.000
SaleLeasebackTransactionAmountDueUnderFinancingArrangement,1986000.000,1986000.000,1986000.000,1986000.000,1986000.000,1986000.000,1986000.000,1986000.000,1986000.000,1986000.000,1986000.000,1986000.000,1986000.000,1986000.000,1986000.000,1986000.000
StockholdersEquity,905000.000,1025000.000,373000.000,206000.000,251000.000,10000.000,-163000.000,-345000.000,-168000.000,172000.000,385000.000,275000.000,-96000.000,-56000.000,-330000.000,-601000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,905000.000,1025000.000,373000.000,206000.000,251000.000,10000.000,-163000.000,-345000.000,-168000.000,172000.000,385000.000,275000.000,-96000.000,-56000.000,-330000.000,-601000.000
TreasuryStockValue,-30000.000,-30000.000,-30000.000,-30000.000,-30000.000,-30000.000,-30000.000,-30000.000,-30000.000,-30000.000,-30000.000,-30000.000,-30000.000,-30000.000,-30000.000,-30000.000
