,2013-03-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
NonoperatingIncomeExpense,,-49000000.000,-50000000.000,-46000000.000,-50000000.000,-48000000.000,-52000000.000,19000000.000,-44000000.000,-40000000.000,-42000000.000,-42000000.000,-44000000.000
OperatingIncomeLoss,,53000000.000,26000000.000,92000000.000,38000000.000,30000000.000,111000000.000,-166000000.000,144000000.000,-76000000.000,326000000.000,-134000000.000,8000000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,0.000,0.000,0.000,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTax,,,8000000.000,-5000000.000,-1000000.000,-1000000.000,,,,,,,1000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,-8000000.000,5000000.000,1000000.000,1000000.000,0.000,12000000.000,0.000,0.000,0.000,13000000.000,-1000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,0.000,,,,,,,,,
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,0.000,0.000,0.000,,,,,,,,,
OtherNonoperatingIncomeExpense,,1000000.000,1000000.000,2000000.000,3000000.000,1000000.000,0.000,2000000.000,1000000.000,3000000.000,2000000.000,2000000.000,3000000.000
PaymentsForProceedsFromOtherInvestingActivities,,-5000000.000,,,0.000,,,,,,,,
PaymentsOfFinancingCosts,,,,,,,,,,,,,1000000.000
PaymentsToAcquireIntangibleAssets,,0.000,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,33000000.000,,,44000000.000,,,,73000000.000,,,,32000000.000
ProceedsFromRelatedPartyDebt,,,,,,,,,,,,,125000000.000
ProceedsFromRepaymentsOfDebt,,,,,-1000000.000,,,,-1000000.000,,,,-1000000.000
ProceedsFromSaleOfIntangibleAssets,,,,,,,,,,,,,0.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,50000000.000,,,0.000,,,,120000000.000,,,,0.000
ProfitLoss,,3000000.000,-25000000.000,46000000.000,-11000000.000,-18000000.000,58000000.000,-144000000.000,101000000.000,-116000000.000,263000000.000,-167000000.000,-37000000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodBeforeTax,,0.000,0.000,0.000,,,,,,,,,
Revenues,,1050000000.000,558000000.000,709000000.000,754000000.000,557000000.000,645000000.000,415000000.000,579000000.000,398000000.000,532000000.000,353000000.000,381000000.000
SalesRevenueNet,,1050000000.000,558000000.000,709000000.000,754000000.000,557000000.000,645000000.000,415000000.000,579000000.000,398000000.000,532000000.000,353000000.000,381000000.000
UnrealizedGainLossOnDerivatives,,232000000.000,89000000.000,2000000.000,-148000000.000,15000000.000,-25000000.000,-22000000.000,-26000000.000,-65000000.000,-97000000.000,37000000.000,12000000.000
