,2011-10-31,2012-01-31,2012-04-30,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31
AccountsPayableAndAccruedLiabilitiesCurrent,672398.000,798014.000,665498.000,648691.000,862314.000,777165.000,774152.000,845968.000,1221396.000,1473172.000,1354201.000,1332405.000,1321168.000,569664.000,465347.000,473273.000,479762.000,604373.000,523401.000,725912.000,660487.000
AccountsPayableOtherCurrentAndNoncurrent,,,,,,,,,,,,,,57580.000,,,,57580.000,,,
AccountsReceivableNet,180503.000,,,,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,104337.000,300443.000,,24000.000,,15700.000,21500.000,7100.000,252558.000,302941.000,259725.000,341338.000,229108.000,58955.000,84590.000,61211.000,61211.000,,,,
AccountsReceivableRelatedParties,,,,24000.000,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,151864.000,376549.000,420055.000,439257.000,460401.000,481086.000,22406.000,44174.000,,,,,,,,
AccumulatedAmortizationOfOtherDeferredCosts,,,,,,,,,,,,,,,,,,-15232.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,-13493.000,,,,-14616.000,,,,-15177.000,,,,,,,
AdditionalPaidInCapital,16946405.000,17017122.000,17642389.000,17687932.000,17699209.000,19509633.000,19520797.000,19530272.000,19539747.000,19539747.000,19643247.000,20285598.000,20285598.000,20285598.000,20285598.000,20285598.000,20285598.000,20285598.000,20285598.000,20285598.000,20285598.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,34000.000,34000.000,59000.000,59000.000,182030.000,193630.000,193630.000,193630.000,,,,
Assets,870923.000,698345.000,353154.000,35325.000,9243.000,336464.000,481360.000,346422.000,598793.000,575192.000,749036.000,847401.000,707176.000,793376.000,801556.000,317467.000,358132.000,690226.000,837273.000,1243490.000,1039878.000
AssetsCurrent,659243.000,669658.000,348099.000,30836.000,5037.000,331532.000,478959.000,344304.000,596958.000,573631.000,747754.000,846399.000,706176.000,792376.000,800556.000,316467.000,357132.000,689226.000,836273.000,1242490.000,1038878.000
