,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,,13126445.000,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,-62000.000,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,-227239.000,100000.000,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,-46982.000,,,
AdvertisingExpense,,,,94820.000,15000.000,11000.000
AmortizationOfIntangibleAssets,,,,4768.000,5000.000,5000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,15525000.000,34036685.000,427734547.000
AssetImpairmentCharges,,,,544800.000,254433.000,236585.000
AssetsFairValueAdjustment,,,,,3442.000,-8665.000
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,,,100773923.000,,
CapitalizedComputerSoftwareImpairments,,,,144796.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,19733.000,-63876.000,14365.000,-3649.000,119131.000,-29467.000
ChangeInUnrealizedGainLossOnForeignCurrencyFairValueHedgingInstruments1,,,,-132916.000,,
ComprehensiveIncomeNetOfTax,,,98358.000,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-346692.000,18059.000,,,,
CostOfGoodsSold,1341374.000,-885021.000,1111310.000,6746.000,,
CostOfGoodsSoldDirectMaterials,,802028.000,968811.000,,,
CurrentIncomeTaxExpenseBenefit,0.000,,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,1712864.000
DebtConversionConvertedInstrumentWarrantsOrOptionsIssued1,,,,1000000.000,,
DebtIssuanceCosts,,,,,1050911.000,
DeferredFederalIncomeTaxExpenseBenefit,,,,,3066159.000,
DeferredIncomeTaxExpenseBenefit,0.000,,,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,,,491036.000,3118124.000
Depreciation,,,,21915.000,294000.000,177000.000
DepreciationDepletionAndAmortization,0.000,427.000,2627.000,26683.000,298797.000,182037.000
EarningsPerShareBasicAndDiluted,,,,-0.110,-0.060,
EffectiveIncomeTaxRateContinuingOperations,,,,0.000,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,-0.340,-0.340,-0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,0.382,0.355,0.394
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,,,,0.011,0.042,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,-0.053,-0.054,-0.054
