,2011-07-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,,,,335.000,,
Depreciation,,,,,,,,,,,2709.000,2709.000,,2709.000,,2709.000
EarningsPerShareBasicAndDiluted,-0.001,-0.003,-0.000,-0.001,-0.006,-0.003,-0.004,-0.005,-0.008,-0.002,-0.003,0.003,-0.005,0.000,-0.001,-0.000
GeneralAndAdministrativeExpense,6897.000,,2944.000,3592.000,,20750.000,25002.000,29293.000,37581.000,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-22334.000,-2944.000,-3592.000,-16819.000,,,,,,,,,-13939.000,-40994.000,-21058.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-6897.000,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-3294.000,,,,,,,,,,,,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,,,,2273.000,,,,-2918.000,,,,5000.000,,
NetCashProvidedByUsedInFinancingActivities,,25628.000,,,,18477.000,,,,459568.000,,,,6565.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,25628.000,,,,18477.000,,,,459568.000,,,,6565.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,-433154.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,-433154.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-25628.000,,,,-18477.000,,,,-26414.000,,,,-6230.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-25628.000,,,,-18477.000,,,,-26414.000,,,,-6230.000,,
NetIncomeLoss,,-22334.000,-2944.000,-3592.000,-16819.000,-20750.000,-25002.000,-29293.000,-37581.000,-23496.000,-34641.000,-30418.000,-37962.000,-13939.000,-40994.000,-21058.000
OperatingExpenses,,22334.000,2944.000,3592.000,,20750.000,25002.000,29293.000,,23496.000,34641.000,30418.000,37963.000,,,
OperatingIncomeLoss,-6897.000,-22334.000,-2944.000,-3592.000,-16819.000,-20750.000,-25002.000,-29293.000,-37581.000,-23496.000,-34641.000,-30418.000,-37962.000,-13939.000,-40994.000,-21061.000
OtherIncome,,,,,,,,,,,,,,,,3.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,,,-433154.000,,,,,,
ProceedsFromRelatedPartyDebt,,25628.000,,,,18477.000,,,,459568.000,,,,6565.000,,
ProfitLoss,-6897.000,,,,,,,,,,,,,,,
SellingGeneralAndAdministrativeExpense,,22334.000,,,,,,,,23496.000,34641.000,30418.000,37963.000,13939.000,40994.000,21061.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,6487500.000,6487500.000,,6487500.000,6487500.000,6487500.000,-12385959.000,11487500.000,11487500.000,11487500.000,-17495548.000,1011487500.000,1231487500.000,1611487500.000
